Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Logic & Dependencies,Dependency Classification,"Categorization of why two activities are linked — determines which relationships can change during delay analysis. Mandatory (hard logic): physical or contractual requirement (foundation before structure). Discretionary (soft logic): preferred sequence based on practice or resources (east wing before west). External: driven by events outside the team's control (permits, utility connections, owner-furnished items).","AACE 10S-90; PMI PMBOK","Mandatory (physical sequence), Discretionary (preferred order), External (third-party driven)","P6 (convention only — not tagged); MS Project; scheduling methodology",Low — dependency classification not explicitly modeled; requires scheduler judgment and documentation,Soft logic changes in delay analysis reveal schedule flexibility,"P6 and MS Project don't natively distinguish hard from soft logic. This classification exists in scheduler judgment and delay analysis documentation."
Logic & Dependencies,Open Ends,"Activities missing predecessors (open start) or successors (open finish) — logic gaps that distort CPM calculations. Only the project start and finish milestones should have open ends. Open starts can begin on the data date regardless of logic. Open finishes don't drive anything downstream. Both cause unreliable float and critical path results.","AACE 10S-90; DCMA 14-Point Assessment (check #1)","Open starts = missing predecessor; Open finishes = missing successor; Target: 0 except start/finish milestones","P6 (Schedule Check); MS Project; Procore (calculable from relationship data)",Medium — calculable from scheduling relationship data but requires analysis logic,Open end count is a critical schedule quality metric; DCMA requires zero open ends,"The most fundamental schedule quality issue. One of the DCMA 14-point checks. Open ends invalidate float calculations."
Logic & Dependencies,Logic Density & Redundancy,"Schedule connectedness measured by relationship-to-activity ratio. Logic density healthy range: 1.5-2.5 relationships per activity. Below 1.2 means loosely connected (CPM unreliable). Above 3.0 may indicate over-constraining. Redundant logic: relationships that don't affect calculations because another path already controls dates — not harmful but adds noise and reduces readability.","AACE 10S-90; DCMA 14-Point Assessment","Density 1.5-2.5 (healthy); <1.2 (poor logic); >3.0 (over-connected); Redundant ties = housekeeping issue","P6 (Schedule Check); MS Project; Procore (calculable from relationship and activity data)",Medium — calculable from scheduling relationship and activity data,Logic density is a core schedule quality metric for cross-project comparison,"Low density means CPM calculation is unreliable — activities float freely without proper logic connections."
"--- TIME MANAGEMENT: calendars, constraints, and date types ---",,,,,,,,
Time Management,Work Calendar,"Definition of working days and hours that drives duration-to-date conversion in the CPM. Standard 5-day (Mon-Fri, default), 6-day (adds Saturday, +17% capacity), 7-day (continuous — for cure time and critical path compression), weather-adjusted (anticipated non-work days by season/region), and holiday calendars. Calendar assignment must match activity type — cure time on a 5-day calendar adds phantom non-work weekends.",AACE 10S-90; contract documents,"5-day (default), 6-day (compressed), 7-day (cure/continuous), weather (regional), holiday (contractual)","P6 (Global/Project/Resource calendars); MS Project (Base calendar); Procore",Medium — calendar name available on scheduling activities but full calendar definitions not imported,"Calendar mix (5/6/7-day usage ratio) indicates schedule pressure and acceleration level across projects","Concrete cure on a 5-day calendar is a common error. Weather calendar thresholds per month define excusable delay for time extensions."
Time Management,Schedule Constraint,"Date override on an activity that restricts CPM calculation — from permissive (ASAP, the default) to absolute (Must Start/Finish On). Every non-default constraint should have documented justification. High constraint ratios indicate date-driven rather than logic-driven scheduling, producing unreliable float and critical path results.","AACE 10S-90; PMI PMBOK; DCMA 14-Point Assessment (check #5)","ASAP (default), SNET (start no earlier than), SNLT (start no later than), FNLT (finish no later than), Must Start/Finish On (<1%)","P6; MS Project; Procore",Medium — constraint type and date available on scheduling activities,Constraint ratio (non-ASAP / total) — target <5%; >10% concerning; >20% alarm,"Must constraints break CPM logic entirely. FNLT on the last activity typically sets the contractual completion date. Negative float against FNLT = projected late."
Time Management,Calculated Dates,"Dates produced by the CPM forward and backward pass calculations. Early Start/Early Finish: earliest possible dates from forward pass through logic and calendars. Late Start/Late Finish: latest dates from backward pass without delaying the project. The difference (LS-ES or LF-EF) is Total Float. These are calculated outputs that respond to logic, durations, calendars, and constraints — not manual inputs.","AACE 10S-90; PMI PMBOK","Early Start (ES), Early Finish (EF), Late Start (LS), Late Finish (LF); Total Float = LS-ES = LF-EF","P6; MS Project; Procore (imported with scheduled dates)",Medium — early/late dates imported from CPM tool; some loss of granularity on import,Planned dates anchor all schedule performance measurement,"Forward pass: ES = max(predecessor EF + lag). Backward pass: LF = min(successor LS - lag). Critical path = where ES = LS."
Time Management,Data Date,"The status date of the schedule update — divides past from future. All progress is recorded as-of the data date. Activities with actual start after the data date or remaining work before it are out-of-sequence. Typically month-end or contractual cut-off. Data date advancement is the heartbeat of schedule management — each monthly update advances it and recalculates the network.",AACE 10S-90,"Month-end or contractual cut-off; advances with each update cycle; monthly standard, bi-weekly on fast-track","P6 (Data Date); MS Project (Status Date); Procore (imported with schedule metadata)",Medium — imported data date from schedule metadata; distinguishes current from superseded,Data date consistency enables period-over-period schedule comparison,"Data date currency (how recently updated) is itself a schedule management quality signal. Stale data dates indicate neglected schedules."
Time Management,Baseline Dates,"The approved planned dates from the baseline schedule — the 'as-planned' reference against which all performance is measured. Original baseline (BL0) is the contractual reference submitted 30-90 days after NTP. Re-baselines (BL1, BL2) reflect approved scope changes. All variance analysis references a specific baseline. Baseline dates are immutable once approved.","AACE 10S-90; PMI PMBOK; contract specifications","BL0 = original plan, BL1/BL2 = re-baselines after approved changes; variance = actual minus baseline","P6 (Maintain Baselines); MS Project (Set Baseline); Procore (baseline via parent schedule linkage)",Medium — baseline linkage via schedule metadata; parent schedule connects to baselines,Actual vs. baseline variance is the primary schedule performance metric,"BL0 is sacrosanct — modifications require formal owner approval. Too-frequent re-baselining obscures true performance."
"--- SCHEDULE ANALYSIS: float, critical path, and performance measurement ---",,,,,,,,
Schedule Analysis,Float / Slack,"Calendar days an activity can be delayed without downstream or project-level impact. Total Float: delay without delaying project completion (LF-EF). Free Float: delay without delaying any immediate successor. Negative Float: the schedule exceeds the completion date — the project is projected late. Float distribution (histogram of TF values across all activities) is a key schedule health indicator.","AACE 10S-90; PMI PMBOK","Critical: TF=0; Near-critical: TF 1-10 days; Healthy: TF >20 days; Negative float = projected late finish","P6; MS Project; Procore",High — total_float field on scheduling activities; is_critical flag,Float distribution histogram and negative float magnitude indicate schedule health,"Artificial constraints can inflate or deflate float. Negative float triggers recovery schedule requirement in most contracts. DCMA checks #6, #7."
Schedule Analysis,Critical Path,"The longest continuous chain of activities and relationships determining minimum project duration — zero or least total float. Typically 10-15% of activities are critical on a well-built schedule. The critical path shifts over the project life: early (foundations/structure), mid (MEP/enclosure), late (finishes/commissioning). Near-critical paths (within 10-20 working day threshold) are at risk of becoming critical.","AACE 10S-90; PMI PMBOK; DCMA 14-Point Assessment (check #12)","Critical: TF ≤ 0; Near-critical: TF 1-10 or 1-20 days per spec; Healthy schedule: 10-15% critical","P6 (Critical Path filter); MS Project; Procore",High — is_critical flag and total_float on activities enable critical path identification,Critical path length and composition are key schedule characteristics,">40% near-critical means schedule is fragile — almost no recovery room. Critical path shift analysis reveals actual project progression vs. plan."
Schedule Analysis,Path Analysis Methods,"Advanced techniques for tracing schedule logic beyond simple total float. Longest Path: traces driving relationships backward from project finish — more reliable than TF=0 when constraints distort float. Driving Relationships: the specific predecessor tie controlling each activity's early dates (not all predecessors drive). Path convergence: where multiple logic chains merge, increasing delay sensitivity.",AACE 10S-90; P6 scheduling methodology,"Longest path algorithm (P6), driving relationship identification, path convergence analysis","P6 (Longest Path filter); MS Project (limited); scheduling analysis tools",Low — not directly calculable from imported data; requires CPM tool analysis,Path analysis reveals true schedule drivers vs. float-based critical path,"P6's Longest Path algorithm is more accurate than TF=0 when constraints inflate/deflate float. MS Project has limited path analysis capability."
Schedule Analysis,Earned Schedule,"Time-based earned value method — measures schedule performance in time units instead of cost units. ES = the time at which current earned value should have been achieved per baseline. SPI(t) = ES / Actual Time. Unlike traditional SPI (EV/PV) which converges to 1.0 at project end masking late delivery, ES-based SPI(t) remains accurate throughout. Growing adoption as the state-of-the-art schedule performance measurement.","AACE recommended practice; PMI (emerging)","SPI(t) >1.0 = ahead; =1.0 = on schedule; <1.0 = behind; doesn't converge to 1.0 like traditional SPI","Calculated from P6/MS Project baseline + progress data; Excel",Low — requires baseline + progress + cost data combined; not natively calculated,SPI(t) trend is the most accurate predictor of schedule outcome,"Traditional cost-based SPI is unreliable for schedule measurement. ES requires disciplined baseline and progress tracking."
"--- SCHEDULE LIFECYCLE: baselines, updates, and deliverables ---",,,,,,,,
Schedule Lifecycle,Baseline Schedule,"The approved planned schedule against which all performance is measured — the contractual 'as-planned' reference. Original Baseline (BL0) submitted 30-90 days after NTP per typical specifications with 2-4 review cycles. Re-baselines (BL1, BL2) approved only for scope changes. What-if schedules test scenarios without affecting the live schedule. Baseline review checks specification compliance.","AACE 10S-90; contract specifications","BL0 = original, BL1/BL2 = re-baselines; submitted 30-90 days after NTP; 2-4 review cycles before approval","P6 (Maintain Baselines); MS Project (Set Baseline); Procore",Medium — baseline referenced via schedule metadata; parent schedule linkage connects baselines,Time to baseline approval indicates preconstruction efficiency,"BL0 is sacrosanct — modifications require formal owner approval. What-if analysis should always work on a copy, never the live schedule."
Schedule Lifecycle,Schedule Update,"The periodic progress recording and schedule recalculation cycle — the primary schedule management process. Monthly standard (bi-weekly on fast-track). Each update: advance data date, record actual dates, update remaining durations, adjust logic, recalculate CPM. Accompanied by a written narrative (2-10 pages) explaining what changed and why. Logic changes and out-of-sequence progress should be documented.","AACE 10S-90; contract specifications","Monthly (standard) or bi-weekly (fast-track); narrative 2-10 pages; Retained Logic preferred for out-of-sequence","P6; MS Project; Procore (schedule sync)",Medium — updated schedules imported from CPM tool; change tracking captures deltas between updates,Update frequency and narrative quality indicate schedule management discipline,"Out-of-sequence progress means field is working in different order than schedule logic. P6 offers Retained Logic (safer) vs. Progress Override (aggressive)."
Schedule Lifecycle,Look-Ahead Schedule,"Rolling short-term schedule showing daily/weekly detail for the next 3-6 weeks — the superintendent's primary planning tool. Three-week: daily detail for crew assignments, material deliveries, inspections. Six-week: weekly detail for coordination and procurement. Updated weekly in coordination meetings. More detailed than the CPM schedule — bridges the formal schedule to field execution.","Common practice; lean construction principles","3-week (daily detail, weekly update), 6-week (weekly detail, coordination focus)","P6 (filtered view); Excel; Procore (dedicated look-ahead entity with tasks, assignees, and company linkage)","High — dedicated look-ahead tables with tasks, assignees, and company linkage; first-class entity not just a filtered view",Look-ahead adherence (planned vs. actual) measures short-term execution reliability,"Look-aheads as a first-class entity with their own tasks and assignees is a differentiated capability vs. P6/MS Project filtered views."
Schedule Lifecycle,Recovery Schedule,"Plan to recover lost time and return to the contractual completion date after a delay. Required when negative float exceeds a contract threshold (often 10-20 days). Must show specific recovery actions: overtime, added crews, resequencing, prefabrication, additional shifts. Compressed durations without documented justification are not accepted by owners or courts.","AACE 10S-90; contract specifications","Triggered by negative float >10-20 days; methods: OT, added crews, resequencing, prefab, additional shifts","P6; MS Project; contract correspondence",Low — recovery schedules are CPM tool documents; not specifically modeled in project management platforms,Recovery schedule submissions per project indicate schedule distress level,"Must show specific recovery actions, not just compressed durations. A common contractual remedy when the project falls behind."
Schedule Lifecycle,As-Built Schedule,"Final schedule reflecting actual dates for all activities — the factual record of how construction actually progressed. All activities have actual start and actual finish with no remaining duration. Quality depends entirely on consistent monthly updating throughout the project. Required closeout deliverable and the primary evidence in delay disputes.","AACE 10S-90; contract specifications","All activities 100% complete with actual dates; no remaining duration; closeout deliverable","P6; MS Project; validated against daily logs and field records",Low — as-built is a CPM tool deliverable; field data from daily logs can validate actual dates,As-built schedule accuracy enables post-project lessons learned and estimating improvement,"If monthly updates were poor, the as-built is unreliable. Procore field data (daily logs, observations) can independently validate actual dates."
"--- RESOURCE & COST LOADING: resources and dollars tied to the schedule ---",,,,,,,,
Resource & Cost Loading,Labor Loading,"Trade-specific labor hours assigned to schedule activities — drives manpower histograms, workforce planning, and crew optimization. Shows when each trade peaks and valleys over the project. Essential for site logistics (parking, laydown, temporary facilities). Resource-loaded schedules connect the time model to the workforce — without them, the schedule has no resource constraints.","AACE 10S-90; PMI PMBOK","Electrician-hours, carpenter-hours, ironworker-hours per activity; peak workforce timing","P6 (Resource Assignments); MS Project (Resource Sheet); validated against daily manpower logs",Medium — daily manpower logs capture actual labor; planned labor from imported schedule resource assignments,Peak workforce and labor distribution by trade enable cross-project workforce planning,"Daily manpower logs can validate planned vs. actual labor — a feedback loop standalone scheduling tools cannot provide."
Resource & Cost Loading,Equipment Loading,"Major equipment utilization assigned to schedule activities — identifies mobilization timing, utilization gaps, and equipment-driven constraints. Tower crane is the most impactful — crane time allocation drives structural and enclosure sequences. Equipment moves between projects create inter-project constraints not visible within a single project schedule.",AACE 10S-90,"Tower crane-days, pump truck-hours, excavator-days, hoist-hours per activity","P6 (Resource Assignments); equipment management software; daily equipment logs",Medium — daily equipment logs capture actual utilization; planned equipment from schedule resources,Equipment utilization rate and crane time allocation efficiency,Tower crane availability is often the single biggest schedule constraint on high-rise projects.
Resource & Cost Loading,Cost Loading & Cash Flow,"Dollar values distributed across schedule activities for earned value measurement and cash flow projection. Activity cost = labor + material + equipment + subcontract. Produces the S-curve (cumulative planned vs. actual cost over time) — the universal progress visualization. Early-loaded curves (front-loading pay applications) vs. realistic distribution is a common owner concern.","AACE 10S-90; PMI PMBOK","Planned Value (PV), Earned Value (EV), Actual Cost (AC); monthly draw amounts; S-curve","P6 (Cost Accounts); MS Project (Cost fields); Excel; financial systems",Low — cost loading is a CPM tool function; financial data provides actual cost for EV comparison,S-curve shape and EV variance reveal project health; cash flow accuracy indicates budget-schedule integration,"Cost-loaded schedule connects the time model to the financial model. Misalignment between scheduled cost and actual billing is a warning sign."
Resource & Cost Loading,Resource Leveling,"Adjusting activity timing within available float to smooth resource demand — avoid peaks and valleys without extending the project. Manual leveling (scheduler judgment) preferred in construction over auto-leveling (often produces impractical sequences). Uses free float to shift non-critical activities without affecting the critical path.","AACE 10S-90; PMI PMBOK","Peak-to-average ratio; level within float only; manual preferred over auto-leveling","P6 (Level Resources); MS Project (Resource Leveling)",None — leveling is a CPM authoring function; not a field data activity,Leveled vs. unleveled peak workforce indicates optimization potential,"Auto-leveling in P6/MS Project can produce illogical sequences. Best practice: use float to manually smooth peaks. Never level the critical path."
"--- DELAY & CLAIMS: delay analysis, time extensions, and schedule disputes ---",,,,,,,,
Delay & Claims,Delay Classification,"Categorization of delays by cause and remedy — determines entitlement to time extension and/or compensation. Excusable Compensable: owner-caused, time + money (design errors, late owner items). Excusable Non-Compensable: neither party at fault, time only (weather, force majeure). Non-Excusable: contractor-caused, no relief, may trigger liquidated damages. Concurrent: overlapping independent delays — most disputed. Pacing: intentional slowdown because another delay makes original pace unnecessary.","AACE 29R-03; SCL Protocol","Excusable Compensable (owner-caused), Excusable Non-Compensable (weather/force majeure), Non-Excusable (contractor), Concurrent (overlapping), Pacing (intentional slowdown)","P6 (analysis); daily logs; contract correspondence; RFIs; change events",Medium — daily delay logs capture delay events with type classification; change events link to time extensions,Delay days by classification and responsibility drive time extension and claim negotiations,"Concurrent delay has no universal rule — jurisdictions differ on apportionment. Procore daily delay logs capture weather and material delays with structured type field."
Delay & Claims,Time Impact Analysis,"The gold standard prospective delay analysis method — inserts a fragnet (delay event network of 3-20 activities) into the updated schedule at the time of impact and compares before/after CPM results. Requires: valid updated schedule at the time of delay, fragnet representing the delay event, and before/after comparison. Quality depends entirely on schedule update quality. Most accepted method in US construction.","AACE 29R-03; AACE RP 52R-06; SCL Protocol","Fragnet: 3-20 activities representing the delay; before/after comparison shows critical path impact","P6 (primary tool); MS Project; expert analysis",Low — TIA is performed in the CPM tool; field data supports causation evidence,TIA is the standard for quantifying individual delay event impact,"A well-built fragnet accurately represents the delay event. Expert judgment required. Quality depends on having valid contemporaneous schedule updates."
Delay & Claims,Retrospective Delay Analysis,"After-the-fact methods comparing planned vs. actual schedules. As-Planned vs. As-Built: simplest, compares BL0 to actual dates, shows variance but not causation. Collapsed As-Built (But-For): removes delay events from as-built to show what would have happened — favored by claimants but criticized as speculative. Windows Analysis: period-by-period analysis, most thorough and defensible but very labor-intensive.","AACE 29R-03; SCL Protocol","As-Planned vs. As-Built (simplest), Collapsed As-Built/But-For (claimant-favored), Windows Analysis (most thorough)","P6; expert analysis; schedule comparison tools",Low — retrospective analysis uses CPM tool data; change tracking provides supporting timestamps,Method selection depends on schedule update quality and dispute complexity,"Windows Analysis requires good schedule updates for each period. As-Planned vs. As-Built doesn't handle concurrent delay. Method selection is often contested."
Delay & Claims,Time Extension Request,"Formal written request for additional contract time due to an excusable delay event. Must be submitted within the contract notice period (typically 7-21 days). Requires: delay description, critical path impact demonstration, and supporting documentation. Timely notice is critical — many contracts bar late claims. Links to change events for cost impact when delay is also compensable.","Contract specifications; AACE 29R-03","Submitted within 7-21 day notice period; includes schedule impact analysis and supporting documentation","Contract correspondence; P6 (TIA support); change management systems",Medium — change events capture time extension requests with schedule impact flags; RFIs flag schedule impact,Time extension requests per project indicate delay exposure and contractual risk,"Timely notice is critical — many contracts bar claims submitted after the notice period. Change events are the primary instrument for formal time extensions."
Delay & Claims,Acceleration,"Direction (explicit or constructive) to complete work faster than the adjusted contractual schedule. Explicit: written owner directive with cost reimbursement. Constructive: owner denies justified time extension but insists on original completion date, forcing contractor to accelerate at own cost — a major claim category. Methods: overtime, added crews, resequencing, prefabrication, additional shifts.","AACE; case law; contract specifications","Explicit (written directive with cost), Constructive (denied time extension + enforced date); Methods: OT, crews, prefab, shifts","Contract correspondence; schedule records; cost records (premium time, added resources)",Low — acceleration is a contractual/legal concept; field data and cost records capture underlying evidence,Acceleration cost claims are among the largest schedule-related disputes,"Constructive acceleration occurs when the owner denies a valid time extension but insists on the original date. Documentation of denial and resulting cost is critical."
"--- SCHEDULE QUALITY: specification compliance and health checks ---",,,,,,,,
Schedule Quality,DCMA 14-Point Assessment,"Defense Contract Management Agency schedule assessment framework — 14 checks covering logic, durations, float, constraints, relationships, resources, and critical path. Originally military but now the most widely recognized schedule health framework in commercial construction. Checks 1-9 universally applicable. Checks 10-14 require more mature scheduling. Passing 11+ out of 14 = healthy.","DCMA 14-Point Assessment; AACE 10S-90","14 checks: open ends, leads, lags (<5%), relationship types (<5% non-FS), constraints (<5%), high float, negative float, high duration, invalid dates, resources, missed tasks, CP test, CPLI, BEI","P6 (Schedule Check); MS Project; scheduling analysis tools; partially calculable from imported data",Medium — several checks calculable from scheduling data (relationships/float/constraints); full assessment requires CPM tool,DCMA compliance score is the industry standard for cross-project schedule quality comparison,"Not all 14 points apply equally to every project. Commercial construction typically focuses on checks 1-9 and CPLI."
Schedule Quality,Specification Compliance,"Contract-specific schedule requirements that must be met for baseline approval and ongoing updates. Activity duration limits (typically 15-20 working day max), relationship type ratios (FS >80-90%), calendar assignment rules (cure on 7-day, work on 5/6-day), constraint limits (<5% non-ASAP), open end prohibitions. Non-compliant schedules are rejected in review.","Contract specifications; AACE 10S-90","Max duration 15-20 working days; FS >80-90%; Constraints <5%; Open ends = 0; Calendar correct for activity type","P6 (Schedule Check); MS Project; specification review checklists","Medium — activity duration/relationship types/constraint types available for compliance checking",Specification compliance rate across baseline submissions indicates scheduling maturity,"Specs vary by owner and contract. Activities exceeding duration limits must be broken down. Wrong calendar assignment distorts durations."
Schedule Quality,Critical Path Length Index,"(Critical path remaining duration + total float) / critical path remaining duration — a single-number predictor of schedule outcome. CPLI > 1.0: buffer exists. CPLI = 1.0: no buffer. CPLI < 1.0: project will finish late without recovery. CPLI < 0.95 is a strong predictor of missing the completion date. Simple to calculate, powerful for executive reporting and trend analysis.","DCMA 14-Point Assessment (check #13); AACE","CPLI >1.0 = buffer; =1.0 = no margin; <1.0 = projected late; <0.95 = high risk of missing completion","Calculated from P6/MS Project; calculable from imported scheduling data",Medium — calculable from total_float and activity duration data in scheduling tables,CPLI is a single-number schedule health score for executive dashboards and cross-project comparison,"One of the most powerful schedule metrics. Simple enough for non-schedulers to understand. Trend over time reveals schedule trajectory."
"--- SCHEDULE INTEGRATION: connecting the plan to the field ---",,,,,,,,
Schedule Integration,Schedule Levels,"The hierarchy of schedule detail — from executive summary to daily work plan. Master/Summary: 50-200 activities, phase milestones, the owner's view. Detailed CPM: 500-5000+ activities, full logic-driven network, the contractual schedule of record for performance measurement and delay analysis. Daily Work Plan: crew-level assignments for today's work. Each level should mathematically trace to the one above it.","AACE 10S-90; contract specifications; lean construction","Master (50-200 activities), Detailed CPM (500-5000+), Daily Work Plan (crew-level)","P6 (detailed CPM); MS Project; Procore (imported CPM + daily scheduled work with task linkage)","High — detailed CPM imported via scheduling tables; daily work plans via scheduled work logs with FK to schedule tasks",CPM activity count and daily plan completion rate indicate schedule management maturity,"Disconnect between schedule levels is a common problem. Daily work plans that link to CPM tasks close the gap between planning and execution."
Schedule Integration,CPM Tool Integration,"Importing the detailed schedule from the authoring tool (P6, MS Project, Asta) into the project management platform. The schedule is authored externally and consumed broadly. Import via XER/XML/MPP format. Source activity ID maps to platform task ID for ongoing synchronization. Regular re-sync required after monthly updates.",Common practice; data exchange standards,"Import formats: XER (P6), XML, MPP (MS Project); sync frequency: monthly with updates","P6; MS Project; Asta Powerproject; Procore (P6/MS Project import); Autodesk Build; Oracle Aconex; InEight",High — P6 and MS Project import natively supported; activity ID mapping maintained across syncs,"Integration health = activity count and date agreement between authoring tool and project platform","Most GCs author schedules in P6 or MS Project but manage projects on a broader platform. Activity ID mapping is the bridge."
Schedule Integration,Schedule-to-Field Linkage,"Connecting CPM activities to field data — daily logs, inspections, RFIs — to validate progress and identify discrepancies between planned and actual execution. The gap between CPM and field reality is the central problem in construction scheduling. Most schedulers update from verbal reports. Systems connecting the planned schedule to daily logs provide independent validation — where project management platforms add value beyond standalone scheduling tools.",Emerging best practice,"Actual dates validated by daily logs; RFI schedule impact flags; manpower planned vs. actual; inspection completion linkage","Procore (native linkage via scheduled work FKs); P6 + field apps (manual reconciliation)","High — scheduled work logs link to schedule tasks via FK; daily logs capture planned vs. actual; RFIs flag schedule impact",Schedule accuracy improves when validated against independent field data,"P6 has no field data. Native field-to-schedule linkage is a differentiated capability for project management platforms vs. standalone scheduling tools."
