Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Field Operations,Foreman / General Foreman,"Trade-specific field leader who manages a crew of 4-20 workers on a daily basis — daily work assignments, material coordination, quality of installed work, safety compliance, productivity. The link between management and craft workers. Active from Construction through Closeout. Decision authority: Low — manages own crew's daily work; escalates to super or PM.","OSHA 29 CFR 1926 (competent person); union agreements (foreman classification); trade-specific certifications","Foreman; general foreman; GF; lead hand; working foreman","Procore (daily logs — may submit for crew, T&M tickets); timekeeping systems; subcontractor field apps","Medium — daily_log_construction_reports tracks foreman_hours; daily_log_manpower captures crew-level data; foreman not individually classified",Compare foreman crew sizes and crew productivity rates across trades and project types,"A good foreman maximizes crew productivity. Cross-domain: Resources (Trades), Field Operations (manpower tracking)."
Field Operations,Journeyman / Craft Worker,"Skilled tradesperson who performs the physical construction work — licensed or certified in their trade. Installs trade-specific work per drawings and specs, maintains quality workmanship, complies with safety procedures. The people who actually build the building. Active during Construction. Decision authority: None — executes work as directed; reports unsafe conditions.","State licensing (electricians, plumbers); OSHA 10 (safety); union journeyman certification; trade-specific certifications","Journeyman; mechanic; tradesman; craft worker; skilled laborer","Procore (daily logs — reported by foreman/super); timekeeping systems; union dispatch systems","Medium — daily_log_construction_reports tracks journeyman_hours and headcounts; daily_log_manpower captures individual or crew-level data",Compare journeyman headcount trends and labor productivity across trades and project phases,"Licensed electricians, plumbers, ironworkers, operators, etc. Union or non-union. Apprenticeship programs feed the pipeline. Cross-domain: Resources (Trades)."
Field Operations,Apprentice,"Trades worker in training — learning under journeyman supervision as part of a formal 3-5 year program. Performs assigned tasks, attends trade school, progresses toward journeyman status. Active during Construction. Decision authority: None — works under direct journeyman supervision. Apprentice-to-journeyman ratio is regulated.","DOL (Department of Labor — registered apprenticeship); state apprenticeship standards; union apprenticeship programs","Apprentice; first-year through fourth-year; indentured apprentice","Procore (daily logs — reported as crew); timekeeping systems; apprenticeship management systems; union training centers","Medium — daily_log_construction_reports tracks apprentice_hours separately; headcount captured in manpower logs",Compare apprentice utilization rates and apprentice-to-journeyman ratios across trades and project types,"Formal apprenticeship programs are the primary skilled labor pipeline. Required on many public projects with workforce development mandates. Cross-domain: Resources (Trades)."
"--- SAFETY & QUALITY: personnel responsible for safety compliance and quality assurance ---",,,,,,,,
Safety & Quality,Safety Manager / Safety Director,"Dedicated safety professional responsible for the project's or company's safety program — site inspections, incident investigation, OSHA compliance, safety training, subcontractor safety oversight. Consumes OSHA regulations, safety plans, incident reports, observation reports, EMR data. Produces safety metrics (TRIR, DART, EMR), corrective actions, training records. Active primarily during Construction; extends into Preconstruction for planning. Decision authority: Medium — can stop unsafe work immediately; recommends corrective actions.","OSHA 29 CFR 1926; ANSI Z10 (safety management); BCSP CSP/CHST certifications","Safety manager; safety director; HSE manager; EHS director","Procore (observations — safety, daily log safety violations, incidents); Safety Reports; iAuditor; SiteDocs; Predictive Solutions","Medium — project_role_memberships tracks Safety Manager role (confirmed in data mapping); safety observations and incidents capture activity",Compare safety manager-to-worker ratios and TRIR outcomes across project types and sizes,"On large projects, full-time dedicated. On smaller projects, superintendent may double as safety. Third-party consultants common. Cross-domain: Quality & Safety Records, Recurring Violations (insight #11)."
Safety & Quality,Safety Officer / Safety Coordinator,"Field-level safety personnel conducting daily site safety activities — safety walks, toolbox talks, new worker orientation, PPE compliance, housekeeping inspections, near-miss documentation. Boots-on-the-ground safety presence. Active during Construction. Decision authority: Low-Medium — can stop unsafe work; reports to safety manager.","OSHA 29 CFR 1926; BCSP OHST/STS certifications; OSHA 30-hour","Safety officer; safety coordinator; site safety; safety tech","Procore (observations — safety, daily logs); safety management apps; inspection checklists","Low — may be tracked in project_users but no dedicated safety officer role in project_role_memberships; activity captured through safety observations",Compare safety observation volume per safety officer and near-miss reporting rates across projects,"Multiple safety officers on large projects. Subcontractor safety officers supplement GC staff. Cross-domain: Quality & Safety Records (observations)."
Safety & Quality,Quality Manager / QC Inspector,"Dedicated quality professional responsible for QA/QC across the project — inspection coordination, deficiency tracking, specification compliance, material testing coordination, non-conformance management. Consumes specifications, approved submittals, test reports, inspection results. Produces inspection reports, NCRs, deficiency logs, quality metrics. Active from Construction through Closeout. Decision authority: Medium — can reject non-conforming work; requires corrective action.","ISO 9001 (quality management); ASQ CQM/CQE certifications; project-specific quality plans","QC manager; quality manager; QA/QC inspector; quality engineer","Procore (inspections, observations — quality, punch items); quality management systems; Bluebeam","Medium — inspections and observations track QC activity; project_role_memberships may include QC roles; no dedicated quality management workflow",Compare quality inspection pass rates and NCR frequency across project types and complexity levels,"Dedicated QC roles more common on large/complex projects (healthcare, data centers, federal). On typical commercial, quality falls to super and PE. Cross-domain: Quality & Safety Records."
"--- PRECONSTRUCTION & ESTIMATING: personnel who plan the project before construction ---",,,,,,,,
Preconstruction & Estimating,Estimator / Chief Estimator,"Develops cost estimates from conceptual through detailed pricing — quantity takeoff, unit pricing, subcontractor bid solicitation and leveling, risk pricing, GMP development, value engineering. Consumes drawings, specifications, bid documents, historical cost data, subcontractor bids. Produces cost estimates, bid proposals, GMP packages, VE logs, bid tabulations. Active during Preconstruction. Decision authority: Medium — cost opinions inform major decisions; recommends contingency levels.","AACE CEP (certified estimating professional); ASPE (American Society of Professional Estimators)","Estimator; chief estimator; senior estimator; cost estimator","Procore (Estimating, bidding); On-Screen Takeoff; Planswift; HCSS HeavyBid; Sage Estimating; ProEst; Excel","Medium — Procore Estimating tables exist (estimates, estimate_layers); bidding module supports bid solicitation; adoption growing",Compare estimate accuracy (estimate vs. actual) and bid hit rates across project types and estimators,"Estimating is where projects are won or lost. Accuracy depends on experience and historical data. Conceptual ±20%, detailed ±5%. Cross-domain: Financial Instruments (budget origination)."
Preconstruction & Estimating,Preconstruction Manager,"Leads the preconstruction effort — coordinates estimating, scheduling, constructability, client presentations, GMP negotiation, value engineering facilitation, risk assessment, subcontractor prequalification. Active during Preconstruction. Decision authority: Medium-High — leads GMP development; recommends scope and budget decisions; negotiates with owner.","CMAA; DBIA (design-build preconstruction); AGC CM/GC preconstruction standards","Precon manager; preconstruction director; BD/precon lead","Procore (Estimating, bidding, schedule); Building Connected (prequalification); P6; MS Project; Excel","Low — no dedicated preconstruction manager role in project_role_memberships; precon activity spans estimating and bidding modules",Compare GMP development timelines and win rates across delivery methods and project types,"The GC's lead during the pre-award phase. Win rate depends on ability to build trust with owner and architect. Cross-domain: Organizations (CM at Risk), Phases (Preconstruction)."
"--- PROJECT CONTROLS: personnel who manage schedule, cost, and risk data ---",,,,,,,,
Project Controls,Scheduler / Project Controls Manager,"Manages the project schedule and schedule-related analytics — schedule development, updates, critical path analysis, delay analysis, resource loading, earned value management, schedule risk assessment. Active across all phases from preconstruction through closeout. Decision authority: Medium — schedule analysis informs decisions but does not authorize them; provides forensic basis for claims.","AACE PSP (planning and scheduling professional); PMI-SP (scheduling professional); Guild of Project Controls","Scheduler; planner; project controls manager; planning engineer","Procore (schedule_task, schedule_lookahead); Oracle P6; MS Project; Asta Powerproject; Primavera Risk Analysis; Deltek","Medium — schedule_task and schedule_lookahead tables exist; schedule_task_changes tracks deltas; but no resource loading or earned value",Compare schedule update frequency and critical path stability across project types and scheduling tools,"Schedule management ranges from basic bar charts (small) to full P6 with EVM (large). Delay analysis expertise is critical for claims. Cross-domain: Schedule (all elements), Phases (milestone tracking)."
Project Controls,Document Controller,"Manages the project document management system — document numbering, drawing distribution, revision control, submittal routing, RFI routing, transmittal management, archiving. Active across all phases. Decision authority: Low — manages process and routing; does not make content decisions.","CSI (document management standards); ISO 9001 (document control); AIA (document numbering)","Document controller; DC; document manager; records manager","Procore (documents, drawings, submittals, RFIs, transmittals); Aconex; ProjectWise; Newforma; SharePoint; BIM 360 Docs","Medium — Procore document management, drawing revision tracking, and transmittal modules support DC workflows; no dedicated DC role tracking",Compare document control compliance rates and revision distribution timeliness across project types,"On large projects, a full-time role. On smaller projects, the APM handles it. Discipline (or lack thereof) affects every other role. Cross-domain: Documents & Communications (all elements)."
Project Controls,Cost Engineer / Cost Analyst,"Tracks and forecasts project costs — cost tracking, forecast updates, change order impact analysis, cash flow projections, earned value analysis, budget variance reporting. More common on large projects ($50M+). Active from Procurement through Closeout. Decision authority: Low-Medium — provides financial analysis; recommends cost actions; does not authorize expenditures.","AACE CCE (certified cost engineer); AACE EVP; PMI PMP (cost management)","Cost engineer; cost analyst; project controls analyst; financial analyst (project)","Procore (budget, commitments, change orders, pay applications); Sage 300; Viewpoint Vista; CMiC; Excel; EcoSys","Medium — Procore financial modules (budget, commitments, change orders, pay apps) provide cost tracking data; no native earned value or forecasting",Compare cost forecast accuracy and budget variance trends across project types and cost engineer involvement,"Cost engineering and scheduling increasingly converge in project controls. On smaller projects, the PM handles cost management directly. Cross-domain: Financial Instruments (all cost surfaces)."
"--- BIM & TECHNOLOGY: personnel managing digital models and technology ---",,,,,,,,
BIM & Technology,BIM Manager / VDC Coordinator,"Manages the building information model and virtual design and construction processes — BIM execution plan, model management, clash detection, trade coordination, 4D scheduling, quantity extraction, reality capture management. Bridges design and construction. Active from Preconstruction through Closeout. Decision authority: Medium — drives coordination decisions; model is the authority for spatial coordination.","AIA E203 (BIM protocol); BIMForum LOD Spec; AGC BIM education; buildingSMART (IFC/openBIM)","BIM manager; VDC coordinator; VDC manager; BIM lead; digital construction manager","Procore (coordination issues, models, drawings); Navisworks; BIM 360; Revit; Trimble Connect; Synchro","Medium — coordination_issue table captures BIM-driven coordination; models can be linked; but no native BIM model management in Procore",Compare clash detection rates and coordination issue resolution times across project sizes and BIM maturity levels,"BIM/VDC roles are standard on projects over $20M. LOD specification governs model reliability. Cross-domain: Phases (Above-Ceiling Coordination), Building Elements (all systems)."
BIM & Technology,Technology Manager,"Manages project technology infrastructure — software deployment, mobile device management, network infrastructure, system integration, data management, user training. Increasingly important as construction becomes more technology-dependent. Active across all phases. Decision authority: Low — enables technology; does not make construction decisions.","CompTIA; ITIL; construction-specific IT certifications","IT manager; technology director; construction technology manager","Procore (administration, integrations); enterprise IT systems; MDM platforms; cloud services","Low — Procore admin and integration settings; technology manager role not tracked in project_role_memberships",Compare technology adoption rates and system utilization across project types and company sizes,"Field tablets, drones, 360 cameras, IoT sensors all require technology management. Cross-domain: all domains (technology enables data capture across every domain)."
"--- PROCUREMENT & CONTRACTS: personnel managing commercial relationships ---",,,,,,,,
Procurement & Contracts,Procurement Manager,"Manages the procurement process from bid solicitation through contract execution — bid package development, bid solicitation, bid leveling, scope review, contract negotiation, insurance and bonding verification. Active from Preconstruction through Procurement; extends into Construction for POs. Decision authority: Medium — recommends awards; negotiates contracts; does not authorize commitments without PM/PE approval.","ISM (Institute for Supply Management); AGC (procurement standards)","Procurement manager; buyout manager; purchasing manager","Procore (bidding, commitments, vendors, insurance); Building Connected; SmartBid; PlanHub; Excel","Medium — bidding and commitment modules support procurement workflows; vendor prequalification available; bid tables not in analytics gold layer",Compare buyout completion timelines and bid coverage rates across project sizes and delivery methods,"On large projects, a dedicated role. On smaller projects, PM handles procurement. Early procurement of long-lead items is schedule-critical. Cross-domain: Organizations (Trade Contractors), Financial Instruments (Commitments)."
Procurement & Contracts,Contract Administrator,"Manages contract compliance and commercial processes after execution — change order processing, pay application review, lien waiver collection, insurance certificate tracking, retainage management. Active from Construction through Closeout. Decision authority: Low-Medium — processes commercial transactions; ensures compliance; does not authorize scope or cost changes.","AIA A201 (contract administration); CMAA; state lien law","Contract admin; CA; commercial manager; contracts manager","Procore (commitments, change orders, pay applications, insurance, lien waivers); Sage 300; Viewpoint; Textura; CMiC","Medium — Procore financial modules (commitments, change orders, pay apps, insurance tracking) support contract admin workflows",Compare change order processing times and lien waiver collection completeness rates across project types,"Often combined with APM role on mid-size projects. The commercial backbone of the project. Cross-domain: Financial Instruments (all commercial instruments), Organizations (Trade Contractors)."
"--- COMMISSIONING & STARTUP: personnel managing systems verification ---",,,,,,,,
Commissioning & Startup,Commissioning Agent (CxA),"Independent professional who verifies building systems perform as designed — commissioning plan development, pre-functional testing, functional performance testing, deficiency tracking, seasonal testing, final report. Not part of design or construction team. Active from Construction through Post-Construction (seasonal). Decision authority: Medium — identifies deficiencies and requires correction; does not authorize design changes or additional cost.","ASHRAE Guideline 0; ASHRAE 202; LEED EAp1; BCxA certification (BCA); ACG certification","CxA; commissioning agent; commissioning authority; Cx manager","Procore (observations, inspections); Cx Alloy; FacilityONE; CxPlanner; BAS systems","Low — observations and inspections can informally track CxA findings; no dedicated commissioning workflow or role classification",Compare commissioning deficiency rates and seasonal test completion timelines across building types,"CxA independence is key — represents owner's interest in system performance. LEED requires CxA. Enhanced CxA extends to envelope. Cross-domain: Organizations (CxA firm), Phases (Commissioning)."
Commissioning & Startup,TAB Technician,"Testing, Adjusting, and Balancing technician who measures and adjusts air and water flow rates to design values — air system balancing, hydronic balancing, sound and vibration measurement. TAB firm independence from MEP contractor is important for objectivity. Active during Commissioning phase. Decision authority: Low — measures and adjusts to design values; reports deficiencies; does not redesign systems.","AABC (certification); NEBB (certification); ASHRAE 111 (testing and balancing)","TAB technician; TAB engineer; air balance technician; water balance technician","TAB instruments (flow hoods, manometers, balometers); BAS systems; Procore (observations — informal)","None — TAB activity not tracked in Procore; TAB reports stored as documents only",Compare TAB deficiency rates and re-balancing frequency across building types and HVAC complexity,"TAB data is foundational — HVAC commissioning depends on balanced systems. Results directly affect occupant comfort. Cross-domain: Phases (Testing Adjusting & Balancing), Building Elements (HVAC)."
"--- OFFICE & ADMINISTRATIVE: personnel supporting project operations ---",,,,,,,,
Office & Administrative,Office Manager / Project Admin,"Manages the project office and administrative operations — office operations, filing, correspondence management, meeting scheduling, visitor management, event coordination. Active across all phases. Decision authority: Low — supports project operations; does not make construction or commercial decisions.","No specific industry standard — general office management","Office manager; project admin; project coordinator; admin assistant","Procore (meeting minutes, correspondence, daily log visitors); office management tools; MS Office; scheduling tools","Low — Procore meeting and correspondence modules capture admin output; no office manager role tracking",Compare administrative support ratios (admin staff per project team size) across project sizes,"On large projects, a dedicated role managing a trailer with 10-30 people. On smaller projects, admin tasks fall to APM or PE."
Office & Administrative,Accountant / Financial Analyst,"Manages project financial transactions and reporting — invoice processing, pay application processing, job cost tracking, financial reporting, audit support, tax compliance. Company-level role supporting multiple projects. Active across all phases. Decision authority: Low — processes financial data; does not authorize expenditures (PM/PE authorize).","AICPA; state CPA requirements; construction-specific accounting (percentage of completion)","Project accountant; financial analyst; AP/AR; cost accountant; controller (project)","Procore (pay applications, invoices, commitments); Sage 300; Viewpoint Vista; CMiC; Foundation; QuickBooks","Medium — Procore financial modules (pay apps, invoices, commitments) feed accounting workflows; integration with ERP systems common",Compare invoice processing cycle times and financial reporting timeliness across project types,"On large projects, may have dedicated project accountant. Financial close each month drives reporting cadence. Cross-domain: Financial Instruments (billing and payment)."
"--- STANDARD MEASURES: KPIs and metrics derived from role performance and staffing ---",,,,,,,,
Standard Measures,Staffing Ratio,"Ratio of management staff (PM, super, PE, APM) to project value or subcontractor count — indicates project resourcing adequacy. Calculated as management headcount / project value band or management headcount / active subcontractor count.","PMI PMBOK (resource management); AGC staffing benchmarks","Typical: 1 PM per $20-50M; 1 super per 10-15 active subs; 1 APM per 8-12 trades managed","Procore (project_role_memberships, project_users); HR systems; staffing tools","High — project_role_memberships and project_users provide headcount per role per project",Compare staffing ratios across project types and value bands to identify under/over-resourced projects,"Under-staffed projects correlate with higher deficiency rates, slower RFI response, and more schedule slippage."
Standard Measures,Role Coverage Rate,"Percentage of key project roles filled at any point in the project timeline — filled roles / required roles × 100. Tracks gaps in project team staffing that create risk.","PMI PMBOK; AGC project staffing standards","Expressed as percentage; target: 100% for core roles (PM, super, safety); typical: 85-95%","Procore (project_role_memberships); HR systems; staffing tools","High — project_role_memberships shows which roles are assigned per project; gaps detectable by missing role assignments",Compare role coverage rates across project types and identify which roles are most frequently vacant,"Safety manager and QC roles are the most commonly vacant on mid-size projects. Cross-domain: Organizations (staffing responsibility)."
Standard Measures,PM Workload Index,"Number of active projects per project manager — indicates workload balance and risk of attention dilution. Calculated from PM role assignments across the active project portfolio.","PMI (resource management); CMAA (CM staffing)","Typical: 1-2 projects (large/complex); 2-4 projects (mid-size); 3-6 projects (small)","Procore (project_role_memberships across projects); HR systems; portfolio tools","High — project_role_memberships enables cross-project PM assignment analysis",Compare PM workload distribution and correlate with project performance outcomes (cost growth, schedule variance),"PMs managing too many projects show degraded performance across all projects. Cross-domain: Project Attributes (project size and complexity)."
Standard Measures,Superintendent Span of Control,"Number of active subcontractors and direct reports managed by a single superintendent — indicates field coordination burden. Calculated from active vendor count and crew headcount per superintendent.","AGC (field management staffing); OSHA competent person requirements","Typical: 8-15 active subs per super (manageable); 15-25 (stretched); 25+ (high risk)","Procore (project_vendors, daily_log_manpower, project_role_memberships); field management tools","High — project_vendors count and project_role_memberships superintendent assignments enable calculation",Compare superintendent span of control and correlate with safety incident rates and daily log completion rates,"High span of control correlates with lower daily log compliance, more safety incidents, and more punch items. Cross-domain: Field Operations, Quality & Safety Records."
Standard Measures,Safety Staffing Ratio,"Ratio of dedicated safety personnel to total workforce — safety staff headcount / peak daily workforce × 100. Indicates safety program investment and correlates with incident rates.","OSHA recommendations; company safety programs; owner safety requirements","Typical: 1 safety person per 50-100 workers; owner requirements may be stricter (1:25 on some projects)","Procore (project_role_memberships — safety roles, daily_log_manpower — peak headcount); safety management systems","Medium — project_role_memberships tracks safety manager; daily_log_manpower provides peak workforce; but safety officer count may be incomplete",Compare safety staffing ratios and correlate with TRIR and observation density across project types,"Higher safety staffing ratios consistently correlate with lower incident rates. Cross-domain: Quality & Safety Records, Recurring Violations (insight #11)."
