Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
"--- DESIGN TEAM: the firms that design the project ---",,,,,,,,
Design Team,Architect of Record (AOR),"Licensed architecture firm responsible for building design and construction documents — stamp on architectural drawings. Performs construction administration (CA): submittal review, RFI response, field observation, punch list walk. Active from Preconstruction through Closeout. Contracts with owner (design-bid-build/CM) or with design-builder.","AIA B101 (design services); AIA A201 (general conditions — architect's role); state architecture licensing; NCARB","Architect; AOR; design architect; architect of record","Procore (submittals, RFIs, drawings, observations); Revit; AutoCAD; Bluebeam; Newforma; BIM 360","Medium — tracked in project_vendors and project_role_memberships (design_team group); submittals and RFIs reference architect as reviewer",Compare architect CA responsiveness (RFI response time, submittal review duration) across project types,"Quality of construction administration varies enormously and directly impacts project quality. Cross-domain: Documents (RFIs, submittals), Phases (Preconstruction through Closeout)."
Design Team,Structural Engineer,"Licensed engineering firm responsible for structural system design — foundation design, connection design, structural calculations. Stamp on structural drawings. Performs submittal review and RFI response for structural scope. Active from Preconstruction through Construction. Typically subconsultant to architect or direct contract with owner.","ASCE 7 (structural loads); ACI 318 (concrete); AISC 360 (steel); IBC Chapter 16; state PE licensing","Structural engineer; EOR (engineer of record); structural consultant","Procore (submittals, RFIs); Revit Structure; ETABS; RAM; RISA; Bluebeam","Medium — tracked in project_vendors; submittals and RFIs reference structural engineer as reviewer",Compare structural RFI volume and submittal review turnaround across structural system types,"Shop drawing review is critical — especially steel connections and concrete reinforcing. Special inspections are often driven by structural requirements."
Design Team,MEP Engineer,"Licensed engineering firm(s) responsible for mechanical, electrical, and plumbing system design — HVAC, plumbing, electrical, fire protection. Energy code compliance, load calculations, equipment schedules. Performs submittal review and RFI response. Active from Preconstruction through Commissioning. Subconsultant to architect or direct owner contract.","ASHRAE (HVAC design); NEC/NFPA 70 (electrical); IPC/UPC (plumbing); ASHRAE 90.1 (energy); state PE licensing","MEP engineer; mechanical engineer; electrical engineer; plumbing engineer","Procore (submittals, RFIs); Revit MEP; AutoCAD MEP; Trane Trace; carrier HAP; Bluebeam","Medium — tracked in project_vendors; submittals and RFIs reference MEP as reviewer; no structured engineer-type classification",Compare MEP RFI volume and coordination issue rates across building complexity levels,"MEP may be one firm or multiple specialists. Coordination issues during construction often trace back to design-phase decisions. Cross-domain: Building Elements (HVAC, Plumbing, Electrical)."
Design Team,Civil Engineer,"Licensed engineering firm responsible for site design — grading, utilities, stormwater, roadways, erosion control. Stamp on civil drawings. Active from Preconstruction through Sitework. Subconsultant to architect or direct owner contract.","ASCE (civil engineering); local stormwater codes; EPA NPDES; ASTM (earthwork); state PE licensing","Civil engineer; site engineer; land development engineer","Procore (submittals, RFIs); Civil 3D; AutoCAD; HydroCAD; StormCAD; Bluebeam","Low — tracked in project_vendors but civil engineering is primarily pre-construction; limited Procore usage during site design",Compare civil engineering RFI volume and utility conflict rates across site complexity,"Civil work is first constructed and last finished (site improvements). Utility conflicts between civil and structural are common. Cross-domain: Building Elements (Site & Earthwork, Site Utilities)."
Design Team,Fire Protection Engineer,"Licensed engineering firm responsible for fire protection and life safety system design — sprinkler design, fire alarm design, smoke control, egress analysis, fire code compliance. Active from Preconstruction through Commissioning. Subconsultant to architect or MEP engineer, or direct owner contract.","NFPA 13 (sprinklers); NFPA 72 (fire alarm); NFPA 92 (smoke control); IBC Chapter 9; state PE licensing","Fire protection engineer; life safety consultant; FPE","Procore (submittals, RFIs); AutoSprink; Revit; HydraCalc; Bluebeam","Low — tracked in project_vendors; fire protection submittals and RFIs exist but engineer type not classified",Compare fire protection RFI volume and fire marshal review pass rates across building types,"Fire protection engineering is increasingly specialized. Smoke control on high-rises and atriums is complex. Fire marshal review is a critical permitting step."
Design Team,Geotechnical Engineer,"Licensed engineering firm investigating subsurface conditions and recommending foundation design — soil borings, lab testing, foundation recommendations, earthwork specs, dewatering recommendations. Produces the geotechnical report, one of the first project documents. Active from Preconstruction through Foundations. Typically direct contract with owner, engaged before architect.","ASTM D1586 (SPT); ASTM D2166 (unconfined compression); ASCE (geotechnical); state PE licensing","Geotechnical engineer; soils engineer; geotechnical consultant","Procore (document management); gINT (boring logs); geotechnical lab LIMS; Bluebeam","Low — geotechnical reports stored in documents but no structured geotechnical data; engaged before Procore typically set up",Compare foundation type recommendations and differing conditions claim rates across geographies,"Foundation type selection (spread footings vs. piles vs. caissons) driven by this report. Differing conditions claims reference it. Cross-domain: Building Elements (Foundations), Phases (Preconstruction)."
Design Team,Landscape Architect,"Licensed design firm responsible for exterior landscape, hardscape, irrigation, and site amenity design. Produces planting plans, irrigation plans, hardscape details. Active during Preconstruction and Site Improvements phase. Subconsultant to architect or direct owner contract.","ASLA standards; state landscape architecture licensing; SITES (sustainable sites)","Landscape architect; LA; landscape designer","Procore (submittals, RFIs); AutoCAD; Land F/X; Revit; Bluebeam","Low — tracked in project_vendors; landscape submittals exist but landscape architect not classified as type",Compare landscape scope completion rates and seasonal planting window impacts across climates,"Landscape work is among the last site work completed. Plant material availability and seasonal planting windows affect schedule. Cross-domain: Building Elements (Site Improvements)."
"--- SPECIALTY CONSULTANTS: firms providing specialized design or advisory services ---",,,,,,,,
Specialty Consultants,Specifications Writer,"Firm or individual that writes the project manual (specifications) governing materials and installation methods. Product research, code cross-referencing, coordination with design team. Specifications are the legal backbone of construction quality. Active during Preconstruction. Subconsultant to architect or independent contract with owner.","CSI MasterFormat; CSI SectionFormat; CSI PageFormat; ASTM product standards","Spec writer; specifier; project manual author","Procore (specifications module); MasterSpec; SpecLink; BSD; Bluebeam","Low — specifications stored in documents but not parsed or structured; spec section references exist on submittals",Compare specification completeness and spec-to-drawing conflict rates (RFI generators) across project types,"Conflicts between specs and drawings generate RFIs. Many architects have in-house spec writers. Cross-domain: Documents (specifications, addenda)."
Specialty Consultants,Lighting Designer,"Firm specializing in architectural and functional lighting design — lighting layout, fixture selection, controls design, daylighting analysis, energy code compliance. Bridges engineering and architecture. Active from Preconstruction through Finishes. Subconsultant to architect or electrical engineer.","IES (Illuminating Engineering Society); ASHRAE 90.1 (energy — lighting power density); ADA (emergency lighting)","Lighting designer; lighting consultant; LD","Procore (submittals); Revit; AGi32; DIALux; Bluebeam; lighting manufacturer tools","Low — tracked in project_vendors; lighting submittals exist but lighting designer not classified as type",Compare lighting fixture submittal cycle times and controls programming commissioning rates,"LED revolution has changed fixture selection. Controls complexity increasing (DALI, DMX, wireless). Cross-domain: Building Elements (Electrical — Lighting)."
Specialty Consultants,Acoustics Consultant,"Firm specializing in sound isolation, room acoustics, and noise control — STC/IIC ratings, room finish recommendations, mechanical noise criteria, environmental noise assessment. Critical for healthcare, education, residential, and performing arts. Active from Preconstruction through Commissioning. Subconsultant to architect or direct owner contract.","ASTM E90/E413 (STC); ASTM E492/E989 (IIC); ANSI S12.60 (classroom acoustics); FGI (healthcare)","Acoustics consultant; acoustic engineer; vibration consultant","Procore (submittals, observations); acoustic modeling software; sound level meters; Bluebeam","None — no acoustics-related tracking in Procore; acoustic test results not captured",Compare acoustic performance compliance rates across occupancy types (healthcare vs. residential vs. education),"Speech privacy (healthcare), classroom acoustics (education), and impact isolation (residential) are the primary drivers. Cross-domain: Building Elements (Interiors — acoustical elements)."
Specialty Consultants,Building Envelope Consultant,"Firm specializing in design and performance of the building exterior skin — air/water/thermal barrier design, curtain wall engineering review, mock-up testing oversight, field quality inspection. Increasingly common as energy codes tighten and envelope litigation grows. Active from Preconstruction through Enclosure. Direct owner contract or subconsultant to architect.","ASTM E2178/E2357 (air barrier); AAMA 501 (mock-up testing); ABAA standards; energy codes","Envelope consultant; building science consultant; waterproofing consultant","Procore (observations, inspections); WUFI (hygrothermal); THERM; Bluebeam; thermal imaging","Low — observations and inspections can track envelope issues but no dedicated envelope performance module",Compare envelope deficiency rates and mock-up test pass rates across climate zones,"Often independent from architect for objectivity. Cross-domain: Building Elements (Exterior Enclosure), Phases (Building Enclosure)."
Specialty Consultants,Sustainability / LEED Consultant,"Firm managing green building certification and sustainability requirements — LEED/WELL credit tracking, energy modeling coordination, material documentation (EPDs, HPDs, VOC content), commissioning coordination. Active across all phases from design through Commissioning. Direct owner contract or subconsultant to architect.","LEED (USGBC); WELL (IWBI); SITES; Living Building Challenge; ENERGY STAR; ASHRAE 189.1","LEED consultant; sustainability consultant; green building advisor; WELL AP","Procore (document management); ARC (LEED Online); ENERGY STAR Portfolio Manager; Bluebeam","Low — no LEED/sustainability tracking module; certification documents stored in project files",Compare LEED certification achievement rates and material documentation compliance across project types,"Material documentation (EPDs, HPDs, VOC content) is a major submittal effort across all trades. Cross-domain: Documents (certification documentation), Phases (Commissioning)."
Specialty Consultants,Code Consultant,"Firm specializing in building code interpretation and life safety compliance — code analysis, occupancy classification, egress analysis, fire resistance requirements, ADA compliance, variance applications. Critical for complex occupancies. Active from Preconstruction through Permitting. Subconsultant to architect or direct owner contract.","IBC/ICC (building code); NFPA 101 (life safety code); ADA/ICC A117.1; state building codes","Code consultant; life safety consultant; code compliance reviewer","Procore (document management); code analysis tools; Bluebeam","None — no code compliance tracking in Procore; code analysis stored as documents only",Compare code variance approval rates and permitting timelines for complex occupancies,"Can save months in permitting by facilitating AHJ conversations. Critical for healthcare, high-rise, mixed-use. Cross-domain: Phases (Permitting & Approvals)."
"--- TRADE CONTRACTORS: firms that perform the physical construction work ---",,,,,,,,
Trade Contractors,Subcontractor (Trade-Specific),"Specialty contractor performing a specific trade scope of work under contract to the GC — self-performs trade work, manages own workforce, procures trade-specific materials, responsible for quality of installed work and safety of own crews. Typical project has 25-40 subcontractors. Delivers installed work, submittals, daily manpower reports, pay applications, as-built markups, and warranty. Active from Procurement through Closeout. Subcontract with GC (or direct with owner in CM Agency).","State contractor licensing; OSHA 29 CFR 1926; CSI MasterFormat (scope definition); union agreements (where applicable)","Subcontractor; sub; trade contractor; specialty contractor; first-tier sub","Procore (vendors, commitments, pay apps, submittals, daily logs, punch items, observations); Sage 300; Viewpoint; CMiC","High — project_vendors table, commitments, pay applications, submittals, daily logs, observations, punch items all track subcontractor activity",Compare subcontractor performance (quality deficiency rates, safety incident rates, schedule compliance) across trades and project types,"The building blocks of construction. Each sub manages their own labor, procurement, and quality. GC coordinates between them. Cross-domain: Resources (Trades), Financial Instruments (Commitments), all quality domains."
Trade Contractors,Self-Performing GC Division,"GC's own workforce performing specific trade work — typically concrete, carpentry, general conditions, demolition. Same scope as subcontractor but with GC-employed labor. Costs tracked as direct costs rather than commitments. Active from Construction through Closeout.","State contractor licensing; OSHA 29 CFR 1926; union agreements (where applicable)","GC self-perform; in-house crew; direct labor","Procore (direct costs, daily logs — manpower, equipment); Sage 300; Viewpoint; timekeeping systems","Medium — daily logs track crew manpower; direct costs track financial; but no formal self-perform vs. sub classification",Compare self-perform vs. subcontracted cost and quality outcomes for common GC trades (concrete, carpentry),"Self-perform work tracked as direct costs rather than commitments — different financial reporting path. Cross-domain: Financial Instruments (Direct Costs), Resources (Trades)."
"--- SUPPLIERS & FABRICATORS: firms that provide materials and fabricated products ---",,,,,,,,
Suppliers & Fabricators,Material Supplier,"Company that sells construction materials — manufacturer or distributor. Supplies materials per purchase order, schedules deliveries, provides product documentation and warranties. Delivery reliability directly impacts schedule. Active from Procurement through Construction. Purchase order from GC or subcontractor.","ASTM (material standards); UL (product certification); CSI MasterFormat (material specification sections)","Supplier; vendor; distributor; manufacturer rep","Procore (vendors, purchase orders, daily log deliveries); supplier portals; ERP systems; Excel","Medium — tracked in project_vendors via purchase orders; daily_log_delivery captures on-site deliveries; no supplier classification",Compare material delivery reliability rates and shortage frequency across material types and suppliers,"Material suppliers tracked via POs, not subcontracts. Material shortages are a top delay cause. Cross-domain: Resources (Materials), Phases (Procurement)."
Suppliers & Fabricators,Fabricator,"Company that manufactures custom construction components from approved shop drawings — steel fabricators, curtain wall fabricators, precast producers, custom casework shops. Fabrication per approved shop drawings with factory QC. Active from Procurement through Construction. Purchase order or subcontract (if fabricator also installs).","AISC (steel fabrication); PCI (precast); AAMA (curtain wall); AWI (architectural woodwork)","Fabricator; manufacturer; shop; mill; precast plant","Procore (submittals — shop drawings, vendor tracking); fabricator ERP/MRP systems; Tekla; SDS2","Medium — tracked in project_vendors; submittals track shop drawing approval; no fabrication progress or factory QC tracking",Compare fabrication lead times and shop drawing resubmittal rates across fabrication types,"Fabrication lead time is often critical path. Factory QC reports are key deliverables. Cross-domain: Phases (Fabrication & Long-Lead Items), Building Elements (by system)."
Suppliers & Fabricators,Equipment Rental Company,"Company providing construction equipment on a rental basis — tower cranes, excavators, aerial lifts, temporary fencing, generators. Equipment mobilization, maintenance, and operator support (if provided). Active during Construction. Rental agreement typically month-to-month or project duration.","OSHA 29 CFR 1926 Subpart N (cranes); OSHA Subpart L (scaffolding); ANSI/ASME (equipment standards)","Equipment rental; crane rental; aerial lift provider; temp power provider","Procore (daily log equipment, vendors); equipment rental portals; fleet management systems; Excel","Medium — daily_log_equipment tracks on-site equipment usage; vendors table tracks rental companies; no rental agreement tracking",Compare equipment utilization rates and rental cost per unit across project types and sizes,"Equipment costs are a significant general conditions line item. Tower crane planning dominates logistics on high-rise. Cross-domain: Resources (Equipment), Financial Instruments (Direct Costs)."
"--- TESTING & INSPECTION: firms that verify quality and compliance ---",,,,,,,,
Testing & Inspection,Special Inspection Agency,"Independent testing firm performing code-required special inspections — structural steel connections, concrete testing, fireproofing thickness, welding inspection. Code requires independence from contractor. Active from Construction through Commissioning. Direct contract with owner (required by code).","IBC Chapter 17 (special inspections); AISC (steel inspection); ACI 318 (concrete inspection); AWS D1.1 (welding)","Special inspector; third-party inspector; testing agency","Procore (inspections, observations); testing lab LIMS; inspection reporting tools; Bluebeam","Medium — inspections and inspection_items tables track third-party inspections; observations capture findings; no formal agency classification",Compare special inspection deficiency rates and test pass rates across structural system types,"Common inspections: structural connections, concrete cylinders, fireproofing thickness. Cross-domain: Phases (throughout Construction), Building Elements (Structural Frame)."
Testing & Inspection,Materials Testing Lab,"Laboratory that tests construction materials for specification compliance — concrete cylinder testing (7-day and 28-day strength), soil compaction, steel tensile testing, asphalt testing, mortar testing. Active during Construction. Contract with owner, GC, or subcontractor depending on specification.","ASTM C31/C39 (concrete); ASTM D698/D1557 (compaction); ASTM A370 (steel); ASTM D6927 (asphalt)","Testing lab; materials lab; soils lab; concrete testing","Procore (inspections, daily logs); lab LIMS systems; field testing equipment; concrete testing databases","Low — inspection hold points can be tracked but test results (break strengths, compaction percentages) are not structured in Procore",Compare concrete cylinder break pass rates and compaction test results across project types and geographies,"Concrete cylinder breaks are the most common test. Failing tests can require coring, load testing, or removal — expensive consequences."
Testing & Inspection,Commissioning Agent (CxA),"Independent firm verifying building systems perform to design intent — pre-functional testing, functional performance testing, seasonal testing. Produces commissioning plan, checklists, test reports, deficiency lists, final commissioning report. Active from Construction through Post-Construction (seasonal). Direct contract with owner for independence.","ASHRAE Guideline 0 (commissioning); ASHRAE 202; LEED EAp1; IgCC","Commissioning agent; CxA; commissioning authority","Procore (observations, inspections); Cx Alloy; FacilityONE; CxPlanner; BAS systems","Low — observations and inspections can informally track commissioning; no dedicated CxA workflow or commissioning module",Compare commissioning deficiency rates and seasonal performance verification outcomes across building types,"LEED and many jurisdictions now require independent CxA. Enhanced commissioning extends to envelope beyond MEP. Cross-domain: Phases (Commissioning), Building Elements (HVAC, Electrical)."
Testing & Inspection,Environmental Monitoring Firm,"Firm monitoring environmental compliance during construction — air quality monitoring, noise monitoring, stormwater sampling, hazmat oversight, regulatory reporting. Required for projects with contaminated soil, asbestos abatement, noise-sensitive neighbors, or stormwater permits. Active during Construction. Contract with owner or GC.","EPA regulations; NESHAP (asbestos); OSHA 29 CFR 1926.1101 (asbestos); state environmental regulations","Environmental consultant; hazmat monitor; industrial hygienist","Procore (daily logs, observations); environmental monitoring instruments; regulatory reporting systems","Low — daily logs can capture environmental events; no dedicated environmental monitoring or compliance tracking",Compare environmental compliance incident rates and remediation costs across project types with contamination,"Cross-domain: Phases (Demolition & Site Clearing, Earthwork), Regulatory Authorities (EPA)."
"--- REGULATORY AUTHORITIES: government entities that approve and inspect ---",,,,,,,,
Regulatory Authorities,Building Department,"Local government agency that reviews plans, issues building permits, performs progress inspections, and issues certificates of occupancy. Permit timeline varies from 2 weeks to 12+ months. Plan review comments generate design revisions. Failed field inspections require correction and re-inspection. Active during Preconstruction (permitting) and Construction through Closeout (CO).","IBC/ICC (building code); state building codes; local amendments","Building department; building inspector; plan reviewer; code official","Procore (inspections); municipal e-permitting portals; permit tracking systems","Medium — inspections module can track building department inspections and hold points; no permit tracking",Compare permit approval timelines and inspection pass rates across jurisdictions,"CO is the gate to occupancy. TCO is common when portions remain. Cross-domain: Phases (Permitting & Approvals, Final Inspections)."
Regulatory Authorities,Fire Marshal / Fire Department,"Fire authority having jurisdiction (AHJ) for fire and life safety compliance — fire protection plan review, fire alarm plan review, field inspections, acceptance testing, hydrant flow testing. Fire marshal sign-off is required for CO. Active from Preconstruction through Commissioning.","NFPA 1 (fire code); NFPA 13 (sprinklers); NFPA 72 (fire alarm); IBC Chapter 9; state fire codes","Fire marshal; fire inspector; AHJ; fire department","Procore (inspections); fire department scheduling systems","Medium — inspections track fire marshal visits and acceptance testing; no fire code compliance module",Compare fire marshal inspection pass rates and acceptance testing timelines across building types,"Acceptance testing of fire alarm and sprinkler systems is witnessed by fire marshal. Fire watch may be required during construction. Cross-domain: Building Elements (Fire Protection)."
Regulatory Authorities,Health Department,"Government agency regulating health-related construction — healthcare facilities, food service, pools, labs, childcare. Plan review for health-related spaces, field inspections, operational permits. Active from Preconstruction through Closeout.","FGI Guidelines (healthcare); state health codes; FDA (food service); CDC; local health ordinances","Health inspector; health department reviewer; environmental health","Procore (inspections); health department portals","Low — inspections can track health department visits; no health code compliance tracking",Compare health department inspection requirements and approval timelines across facility types,"Required for hospitals, commercial kitchens, pools, childcare. Adds to closeout timeline."
Regulatory Authorities,Environmental / EPA Agency,"Federal, state, or local environmental regulatory authority — environmental impact review, stormwater permit oversight, air quality compliance, hazmat oversight. NEPA review on federal projects can add years. Active from Preconstruction through Construction.","NEPA; CEQA (California); EPA Clean Water Act; Clean Air Act; RCRA (hazardous waste); state environmental laws","EPA; state DEQ/DEP; environmental regulator","Procore (daily logs — environmental observations); EPA reporting systems; state environmental portals","Low — daily logs can capture environmental compliance events; no environmental permit or compliance tracking",Compare environmental permit timelines and compliance incident rates across project types and geographies,"SWPPP compliance monitored throughout construction. Contaminated site remediation adds significant cost and time. Cross-domain: Phases (Preconstruction, Earthwork)."
Regulatory Authorities,OSHA / Safety Authority,"Federal or state occupational safety and health authority — workplace safety regulation, site inspections (scheduled and unscheduled), citation issuance, fatality investigation. Focus areas: fall protection, scaffolding, excavation, crane operations, struck-by hazards. Active during Construction.","OSHA 29 CFR 1926 (construction safety); state OSHA plans; ANSI safety standards","OSHA; state OSHA; safety inspector; compliance officer","Procore (observations — safety, daily log safety violations); OSHA reporting systems","Medium — safety observations and daily_log_safety_violation track safety events; incident reporting exists; no OSHA citation tracking",Compare OSHA recordable incident rates and citation frequencies across project types and GCs,"OSHA can inspect any jobsite. Citations carry financial penalties and can shut down work. Cross-domain: Recurring Violations (insight #11), Resources (Safety Professional)."
Regulatory Authorities,Zoning / Planning Authority,"Local government agency controlling land use, density, setbacks, and project approvals — zoning compliance review, variance review, site plan approval, community review facilitation. Zoning approval is a prerequisite for building permit. Active during Preconstruction.","Local zoning codes; state planning statutes; APA (American Planning Association) standards","Zoning board; planning commission; zoning administrator","Procore (document management); local zoning portals; GIS systems","None — no zoning or land use tracking in Procore; zoning documents stored in project files",Compare zoning variance approval rates and conditions-of-approval impact across jurisdictions,"Variances require public hearings. Conditions of approval can significantly affect project scope and cost. Cross-domain: Phases (Permitting & Approvals), Project Attributes (location)."
"--- FINANCIAL INSTITUTIONS: firms providing financial services and risk transfer ---",,,,,,,,
Financial Institutions,Construction Lender,"Bank or financial institution providing construction financing — construction loan funding, draw review, progress inspection (lender's inspector), compliance monitoring. Lender draws tied to percent complete — monthly pay applications scrutinized. Active across all phases (funding drives everything). Loan agreement with owner/developer.","OCC (banking regulation); Uniform Commercial Code; state lending laws","Construction lender; bank; financial institution; loan officer","Procore (pay applications — lender reviews); banking systems; draw management platforms (Built Technologies, Rabbet)","Low — pay applications exist and are reviewed by lenders, but no lender-specific workflow or draw tracking",Compare construction loan draw frequency and cost overrun trigger rates across project types and sizes,"Cost overruns can trigger loan covenant issues. Lender's inspector verifies progress independently. Cross-domain: Financial Instruments (Pay Applications, Retainage)."
Financial Institutions,Surety / Bonding Company,"Insurance company issuing performance and payment bonds guaranteeing contractor's obligations. Bonds protect owner (performance bond) and subcontractors (payment bond). Public projects require bonds by law (Miller Act federal, Little Miller Act state). Active from Procurement through Closeout. Bond agreement with GC.","Miller Act (federal bonding); Little Miller Act (state); state surety regulations","Surety; bonding company; performance bond; payment bond","Procore (vendor insurance tracking); surety bond portals; contractor prequalification systems","Low — company_vendor_insurances and project_vendor_insurances track insurance certificates; no bond-specific tracking",Compare bond claim rates and contractor default frequencies across project types and sizes,"Bond capacity limits how much work a GC can take on. Consent of surety required for final payment. Cross-domain: Financial Instruments (Contract Closeout)."
Financial Institutions,Insurance Broker / Carrier,"Companies providing construction insurance — general liability, workers' comp, builders risk, professional liability, umbrella, OCIP/CCIP wrap-up programs. Certificate of insurance collection is a major administrative task. Active across all phases. Insurance policies held by each project party.","State insurance regulations; ISO (Insurance Services Office); NCCI (workers' comp classification)","Insurance broker; carrier; GL; WC; builders risk; OCIP; CCIP","Procore (vendor insurance certificates); insurance certificate management (PINS, myCOI, Evident); Excel","Medium — company_vendor_insurances and project_vendor_insurances track certificates of insurance; insurance compliance monitoring available",Compare insurance compliance rates and builders risk claim frequencies across project types,"Wrap-up (OCIP/CCIP) programs consolidate insurance under one policy. Builders risk covers property damage during construction."
"--- UTILITIES: service providers for permanent building infrastructure ---",,,,,,,,
