Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Procurement,Material Ordering & Delivery Coordination,"Standard materials ordered and delivery sequenced to match construction schedule — PO issuance, delivery scheduling, staging area planning, just-in-time coordination, material tracking. Material shortages and delivery delays are a top cause of schedule disruption. Gate: materials staged for installation start.","CSI MasterFormat (material sections); ASTM (material standards)","Purchase orders; delivery schedules; material tracking logs; receiving reports; shortage notifications","Procore (daily log deliveries); Sage 300; Viewpoint Vista; CMiC; Excel; supplier portals","Medium — daily_log_delivery tracks on-site deliveries; daily_log_delay has structured Material delay type (84K records)",Compare material delay frequency and duration across project types and geographies,"Staging space is a constant constraint on urban sites. Cross-domain: Resources (materials), Material Shortage (insight #2 — delay_type = Material is primary signal)."
"--- CONSTRUCTION – EARLY: mobilization, sitework, foundations, and underground work ---",,,,,,,,
Mobilization,Site Setup,"Establish temporary facilities and infrastructure to support construction — temporary fencing, construction entrance, trailer placement, temporary utilities (power, water, sanitation), site signage, erosion control, tree protection. First impression for owner and community. Gate: site ready for production work. Duration: 1-3%.","OSHA 29 CFR 1926 (site safety); EPA NPDES (stormwater — SWPPP); local ordinances","Site logistics plan implemented; temporary utilities active; SWPPP installed; construction entrance operational","Procore (daily logs); Raken; Fieldwire; PlanGrid; Excel","Medium — daily logs track site activity but no dedicated mobilization workflow",Compare mobilization duration across project sizes and site constraint levels,"SWPPP must be in place before disturbing soil. Temporary power is critical path for MEP startup. Cross-domain: Project Attributes (site logistics driven by location)."
Mobilization,Safety & Environmental Orientation,"Establish safety culture and environmental compliance from day one — site-specific safety orientation, toolbox talks, emergency action plan, hospital route, environmental awareness training, hazard communication. Every worker must complete orientation. Gate: all workers oriented and safety systems active.","OSHA 29 CFR 1926.21 (safety training); OSHA 1926.35 (emergency action plans); EPA environmental awareness","Safety orientation records; emergency action plan; site-specific safety plan; environmental compliance binder","Procore (observations, safety logs); Safety Reports; iAuditor; SiteDocs; Excel","Medium — safety observations and daily_log_safety_violation tables exist; orientation tracking is partial",Compare orientation completion rates and initial safety incident rates across projects,"Sets the safety culture for the entire project. Cross-domain: Recurring Violations (insight #11 — safety observation patterns start here)."
Sitework & Foundations,Demolition & Site Clearing,"Remove existing structures and vegetation to prepare for new construction — building demolition, selective demolition, clearing and grubbing, underground obstruction removal, hazmat abatement if required. Gate: site cleared and ready for earthwork. Duration: 2-5%.","OSHA 29 CFR 1926.850 (demolition safety); EPA NESHAP (hazmat/asbestos); local demolition permits","Cleared site; hazmat clearance reports; demolition completion certificate; waste manifests","Procore (daily logs); Bluebeam; environmental consultants; waste hauling systems; Excel","Medium — daily logs and observations track demolition activity; no dedicated demolition workflow",Compare demolition duration and hazmat abatement frequency across project types,"Hazmat abatement (asbestos, lead, contaminated soil) can be critical path. Unknown conditions are a common claims source."
Sitework & Foundations,Earthwork,"Excavate and prepare the ground for foundations — bulk excavation, rock removal, shoring/sheeting, dewatering, proof rolling, structural fill, compaction, fine grading. Differing site conditions are the #1 source of construction claims. Gate: subgrade approved for foundation work. Duration: 5-10%.","ASTM D698/D1557 (compaction testing); OSHA 29 CFR 1926.650 (excavation safety); geotechnical standards","Excavation complete; compaction test reports; dewatering system operational; shoring installed","Procore (daily logs, RFIs); Trimble (GPS grading); Topcon; survey equipment; geotechnical labs","Medium — daily logs, RFIs (differing conditions), and observations track earthwork; no quantity tracking",Compare earthwork duration and differing-conditions RFI rates across geographies and soil types,"Dewatering can run for months on high water table sites. Compaction testing is quality-critical. Cross-domain: Building Elements (Site & Earthwork)."
Sitework & Foundations,Site Utilities,"Install underground infrastructure before building foundations cover access — sanitary sewer, storm drainage, domestic and fire water, gas service, electrical and telecom ductbank, grease interceptors. Must complete before foundation/slab work. Gate: utilities tested and backfilled. Duration: 3-6%.","International Plumbing Code; NFPA 24 (fire water); local utility standards; ASTM testing standards","Utility installations tested; pressure/vacuum/mandrel test reports; as-built survey of utility locations","Procore (daily logs, inspections, RFIs); Civil 3D; utility locating services; survey equipment","Medium — inspections and daily logs track utility work; no dedicated underground utility module",Compare utility installation duration and test failure rates across project types,"Utility conflicts with foundations are common — as-built surveys critical for future reference. Cross-domain: Building Elements (Site Utilities)."
Sitework & Foundations,Foundations,"Construct below-grade structural support — pile driving or drilled shafts, spread footings, grade beams, foundation walls, waterproofing, backfill, underslab plumbing and electrical. Concrete testing (cylinders) is mandatory. Gate: foundations complete and ready for slab/structure. Duration: 5-10%.","ACI 318 (concrete design); ASTM C31/C39 (concrete testing); IBC Chapter 18 (foundations); ASTM D1143 (piles)","Foundation as-built survey; concrete test reports; pile driving records; waterproofing inspection reports","Procore (daily logs, inspections, RFIs); concrete testing labs; pile driving analyzers; survey equipment","Medium — inspections (hold points), daily logs, and RFIs track foundation work; concrete tests not structured",Compare foundation duration and concrete test pass rates across project types and soil conditions,"Underslab MEP rough-in must complete before slab pour — coordination milestone. Waterproofing inspection is a hold point. Cross-domain: Building Elements (Foundations)."
Sitework & Foundations,Slab on Grade,"Pour ground-level concrete floor slab — vapor barrier, underslab insulation, rebar/WWF placement, embedded conduit, concrete placement, finishing, curing, control joint sawing. Large pours are major production events. Gate: slab cured — building ready for vertical construction. Duration: 2-4%.","ACI 302.1R (floor slab construction); ASTM E1155 (FF/FL testing); ACI 360R (slabs on ground)","Slab on grade complete; concrete test reports; floor flatness/levelness (FF/FL) test reports; cure complete","Procore (daily logs, inspections); concrete testing labs; laser screed equipment; FF/FL testing equipment","Medium — daily logs capture pour events; inspection hold points tracked; no structured FF/FL data",Compare slab FF/FL scores and pour productivity rates across project types,"FF/FL testing required for specified tolerances. Cure time (typically 28 days full strength) affects loading schedule. Cross-domain: Building Elements (Foundations)."
"--- CONSTRUCTION – STRUCTURE: vertical construction — structural frame and building envelope ---",,,,,,,,
Structure,Structural Steel Erection,"Erect the steel frame including columns, beams, girders, metal deck, and shear studs — connection bolting/welding, plumbing and aligning. Tower crane operations dominate logistics. Fall protection is the primary safety concern. Gate: steel topped out (last piece set). Duration: 10-15%.","AISC 360 (steel design); AISC 303 (standard practice); AWS D1.1 (welding); OSHA 29 CFR 1926.750 (steel erection)","Steel erection complete per area; connection inspection reports; bolt torque records; welding inspection reports","Procore (daily logs, inspections, observations); Tekla; SDS2; Fabtrol; steel erector tracking","High — daily logs (manpower, equipment), inspections (connections), observations (safety), RFIs all active",Compare steel erection rates (tons/day) and connection inspection pass rates across project sizes,"Connection inspections (bolts and welds) are quality-critical hold points. Cross-domain: Building Elements (Structural Frame), Resources (ironworkers, cranes)."
Structure,Elevated Concrete,"Place concrete on metal deck or formwork for elevated floor slabs — deck prep, rebar/post-tensioning placement, embedded items, concrete pumping, finishing, curing, PT stressing. Follows deck erection floor-by-floor. Gate: floor slabs complete and cured for loading.","ACI 318 (concrete design); PTI DC20.9 (post-tensioning); ASTM C31/C39 (concrete testing)","Concrete test reports; PT stressing records; floor survey; embedded item as-builts","Procore (daily logs, inspections); concrete testing labs; PT stressing equipment; survey tools","Medium — daily logs track pours; inspections track hold points; PT stressing data not structured",Compare pour cycle times per floor and concrete test results across structural systems,"PT stressing has specific timing requirements. Slab edge forming at curtain wall line is coordination-critical. Duration included in structural steel."
Structure,Concrete Frame,"For concrete-framed buildings: form and pour columns, beams, and slabs floor-by-floor — formwork erection, rebar placement, embedded items, concrete placement, form stripping, shoring/reshoring, curing. Formwork cycle time drives schedule. Gate: concrete frame topped out. Duration: 10-15%.","ACI 318 (concrete design); ACI 347 (formwork); ASTM C31/C39 (testing); IBC Chapter 19","Concrete test reports; form strip records; reshoring plan compliance; floor survey","Procore (daily logs, inspections, RFIs); formwork systems (PERI, Doka); concrete testing labs","Medium — daily logs and inspections track concrete work; formwork cycle data not structured",Compare floor cycle times and concrete strength development across project types,"Alternative to steel frame. Reshoring requirements affect lower floor loading and when MEP can start. Cross-domain: Building Elements (Structural Frame)."
Structure,Stairs & Miscellaneous Metals,"Install permanent stairs, handrails, embed plates, lintels, shelf angles, bollards, and equipment supports. Shelf angles for masonry/exterior panels must be in place before enclosure starts. Stairs provide worker access between floors. Gate: all structural and misc metals complete.","AISC (misc metals); AWS D1.1 (welding); ADA/ICC A117.1 (stair dimensions and handrails)","Stairs installed; misc metals complete per area; welding inspection reports","Procore (daily logs, inspections); Tekla; steel fabricator tracking; survey equipment","Medium — daily logs and inspections track installation; no dedicated misc metals tracking",Compare misc metals completion timing relative to structure completion milestone,"Shelf angles are coordination-critical — bridge between structure and enclosure phases. Duration included in structure. Cross-domain: Building Elements (Structural Frame, Exterior Enclosure)."
Building Enclosure,Curtain Wall & Glazing,"Install exterior glass and aluminum systems to enclose the building — curtain wall units (unitized or stick-built), windows, storefronts, structural silicone, perimeter sealant. Long-lead fabrication means installation readiness is schedule-critical. Water testing is a major quality milestone. Gate: curtain wall substantially complete. Duration: 5-10%.","AAMA 501 (water testing); ASTM E283/E331 (air/water performance); NFPA 285 (fire testing); IGCC (glazing)","Water test reports; installation progress by floor; sealant inspection reports","Procore (daily logs, inspections, observations, RFIs); curtain wall fabricator systems; Bluebeam","High — observations (quality), inspections, RFIs (details), daily logs, coordination issues all active",Compare curtain wall installation rates and water test pass rates across project types,"MEP penetration coordination through curtain wall is essential. Cross-domain: Building Elements (Exterior Enclosure), Procurement (longest fabrication lead)."
Building Enclosure,Masonry & Cladding,"Install opaque exterior wall systems — brick veneer, precast panels, metal panels, backup wall, through-wall flashing, weep systems, control joints. Weather-sensitive: masonry can't be laid below 40°F without protection. Gate: opaque walls substantially complete. Duration: 5-10%.","TMS 402/602 (masonry); PCI MNL-117 (precast tolerances); ASTM C270 (mortar); SMACNA (metal panels)","Masonry completion per area; panel erection reports; flashing inspection reports","Procore (daily logs, observations, inspections, RFIs); Bluebeam; survey equipment; precast erector systems","High — observations (quality — mortar joints, flashing), inspections, daily logs all track masonry work",Compare masonry/cladding installation rates and flashing deficiency rates across climate zones,"Flashing and weep details critical for long-term water management — hidden work with major consequences. Cross-domain: Building Elements (Exterior Enclosure)."
Building Enclosure,Air & Moisture Barrier,"Establish continuous air and moisture barrier across the building envelope — fluid-applied or sheet membrane, transition detailing at openings, penetration sealing, inspection and testing. Hidden work — once cladding covers it, inspection is impossible. Gate: air barrier complete and inspected. Duration: 2-4%.","ASTM E2178/E2357 (air barrier testing); ABAA (Air Barrier Association); IBC Section 2603; energy codes","Air barrier inspection reports; adhesion test reports; continuity inspection sign-off","Procore (observations, inspections); specialty applicator QC systems; third-party testing firms; Bluebeam","Medium — observations and inspections track barrier work; no dedicated envelope commissioning module",Compare air barrier deficiency rates and third-party inspection pass rates across project types,"Many jurisdictions require third-party inspection. Failures cause long-term moisture damage. Cross-domain: Building Elements (Exterior Enclosure)."
Building Enclosure,Roofing,"Install roof membrane system to achieve weather-tight condition — roof insulation, cover board, membrane installation, flashing, sheet metal, roof drainage, penetration detailing. Dry-in is a major project milestone enabling interior work. Gate: roof substantially complete — building is weather-tight. Duration: 3-5%.","NRCA (roofing standards); ASTM D4434/D6878 (membrane); FM Global (insurance requirements); SMACNA (sheet metal)","Roof completion certificate; manufacturer warranty; water test reports; flashing inspection reports","Procore (daily logs, observations, inspections); Bluebeam; manufacturer rep tracking; roofing contractor QC","High — daily logs, observations (quality), inspections all track roofing; manufacturer rep visits documented",Compare dry-in milestone achievement rates and roofing deficiency rates across project types,"Dry-in is one of the most important project milestones — enables all interior work. Manufacturer rep on-site during install is typical for warranty. Cross-domain: Building Elements (Roofing)."
"--- CONSTRUCTION – FIT-OUT: MEP rough-in, interior framing, finishes, and device installation ---",,,,,,,,
MEP Rough-In,Above-Ceiling Coordination,"Resolve spatial conflicts between MEP systems before installation — 3D coordination / BIM clash detection, routing prioritization, trade coordination meetings, clearance verification. The difference between a smooth MEP install and chaos. Gate: coordination drawings approved. Duration: 1-2% (overlaps with installation).","BIM Execution Plan (AGC/AIA); LOD Spec (BIMForum); ASHRAE (duct sizing); SMACNA (duct standards)","Coordinated MEP drawings; clash resolution log; signed-off coordination sections","Procore (coordination issues); Navisworks; BIM 360 Glue/Coordinate; Revit; Trimble Connect","Medium — coordination_issue table exists with issue types (Clash, Coordination, Design Review)",Compare clash detection rates and coordination issue resolution times across project complexity,"Trades that install without coordination cause rework. BIM coordination standard on $10M+ projects. Cross-domain: Building Elements (HVAC, Plumbing, Electrical, Fire Protection)."
MEP Rough-In,HVAC Distribution,"Install ductwork and hydronic piping — main duct and branch installation, HVAC piping (chilled/hot water), equipment pads, duct and pipe insulation, hanger installation. Ductwork is the largest spatial consumer in the ceiling. Gate: HVAC rough-in complete and pressure tested. Duration: 5-8%.","SMACNA (duct construction); ASHRAE (design); ASTM (insulation); IMC (mechanical code); NFPA 90A","HVAC rough-in complete per area; pressure test reports; insulation inspection; hanger inspection","Procore (daily logs, inspections, RFIs, observations); AutoSprink; Revit MEP; HVAC contractor systems","High — daily logs, inspections, RFIs, observations, and coordination issues all active during HVAC install",Compare HVAC rough-in duration per floor and inspection pass rates across building types,"Main duct runs installed first to establish routing priority. Insulation must be inspected before ceiling closes. Cross-domain: Building Elements (HVAC)."
MEP Rough-In,Plumbing Rough-In,"Install supply and waste piping — domestic water distribution, sanitary waste and vent, gas piping, pipe insulation, fire stopping at penetrations. Testing is a critical hold point: pressure test for supply, DWV test for waste. Gate: plumbing rough-in complete and tested. Duration: 4-6%.","International Plumbing Code (IPC); UPC; ASTM (pipe standards); NFPA (gas piping)","Plumbing rough-in complete per area; pressure test reports; DWV test reports; fire stop inspection","Procore (daily logs, inspections, RFIs); Revit MEP; plumbing contractor systems; testing equipment","High — inspections (pressure and DWV tests), daily logs, RFIs, observations track plumbing work",Compare plumbing test pass rates and fire stop deficiency rates across project types,"Fire stopping at penetrations is a code requirement and major punch item generator. Cross-domain: Building Elements (Plumbing)."
MEP Rough-In,Electrical Rough-In,"Install conduit, wire, and power distribution — main conduit and feeder installation, branch circuits, wire pulling, panel and switchgear installation, transformer setting, cable tray, grounding. Permanent power energization is a major milestone. Gate: switchgear energized. Duration: 4-6%.","NEC/NFPA 70 (electrical code); NETA (testing); IEEE (power distribution); OSHA electrical safety","Electrical rough-in complete per area; meggering reports; panel schedule verification; switchgear energization","Procore (daily logs, inspections, RFIs); Revit MEP; Accubid/Trimble; electrical contractor systems","High — daily logs, inspections, RFIs, observations track electrical work across all phases",Compare switchgear energization milestone timing and inspection pass rates across project sizes,"Permanent power eliminates temporary power cost. Switchgear lead time often critical path. Cross-domain: Building Elements (Electrical), Procurement (switchgear)."
MEP Rough-In,Fire Protection,"Install sprinkler mains, branches, standpipe risers, and fire pump — main and branch line installation, sprinkler head rough-in, seismic bracing, FDC installation. Sprinkler head layout drives ceiling coordination. Gate: system tested and tagged. Duration: 3-5%.","NFPA 13 (sprinklers); NFPA 14 (standpipes); NFPA 20 (fire pumps); NFPA 72 (fire alarm); IBC Chapter 9","Fire protection rough-in complete; hydrostatic test reports; fire pump test; FDC installation","Procore (daily logs, inspections, RFIs, observations); AutoSprink; Revit MEP; fire protection systems","High — inspections (hydrostatic test), daily logs, RFIs (head layout), observations all active",Compare hydrostatic test pass rates and sprinkler head coordination conflict rates across building types,"Head conflicts with lights, diffusers, and detectors are the most common coordination issue. Cross-domain: Building Elements (Fire Protection)."
MEP Rough-In,Low Voltage Rough-In,"Install raceways and cabling for data, security, fire alarm, and AV — conduit and cable tray, backbone and horizontal cabling, fire alarm wiring, security wiring. Often the last trade into the ceiling space. Gate: cabling complete and tested. Duration: 2-4%.","TIA-568 (cabling); TIA-569 (pathways); NFPA 72 (fire alarm); BICSI (design and installation)","Low voltage rough-in complete per area; cable test reports (certification); pathway inspection","Procore (daily logs, RFIs); Fluke testing equipment; cable management systems; security integrator systems","Medium — daily logs and RFIs track low voltage work; no dedicated cable certification tracking",Compare cable certification pass rates and data room readiness timelines across project types,"Data room buildout is a coordination milestone. Cable testing and certification required for warranty. Cross-domain: Building Elements (Low Voltage & Technology)."
Interior Rough-In,Metal Stud Framing,"Frame interior partitions, soffits, and bulkheads — wall layout, metal stud framing, blocking for fixtures/casework, door frame setting, fire-rated assembly framing. Blocking for grab bars, casework, TV mounts must be coordinated with MEP. Gate: framing complete — ready for drywall. Duration: 3-5%.","ASTM C645/C754 (steel framing); GA-600 (fire-rated assemblies); UL fire-rated assembly listings; IBC Ch. 7","Framing complete per area; frame inspection (fire-rated walls); blocking location verification","Procore (daily logs, inspections, RFIs, observations); Bluebeam; framing contractor layout tools","Medium — inspections (fire-rated assemblies) and daily logs track framing; blocking coordination not structured",Compare framing inspection pass rates and fire-rated wall deficiency rates across project types,"Fire-rated wall framing inspection is a hold point. Missing blocking discovered during finish installation causes rework. Cross-domain: Building Elements (Interiors)."
Interior Rough-In,Drywall,"Hang and finish gypsum board — drywall hanging, taping and finishing, sanding, specialty boards (moisture/abuse/fire-rated), patching around MEP. Above-ceiling inspection must happen BEFORE drywall closes the ceiling. Gate: drywall complete — walls ready for finishes. Duration: 3-5%.","GA-216 (gypsum application); GA-600 (fire-rated assemblies); ASTM C840; UL assemblies","Drywall complete per area; fire-rated assembly inspection; Level 4/5 finish verification","Procore (daily logs, inspections, observations); drywall contractor tracking; Bluebeam","High — observations (quality — cracks, finish level), inspections (fire-rated), daily logs all track drywall",Compare drywall quality deficiency rates and fire-rated assembly pass rates across project types,"Drywall damage from other trades is a constant issue and major punch item source. Cross-domain: Building Elements (Interiors), Quality Issues."
Interior Rough-In,Ceiling Grid,"Install suspension system for acoustic ceilings — main tee and cross tee, hanger wire, seismic bracing, grid leveling, access panel framing. Grid installation signals all above-ceiling MEP work must be complete. Gate: grid installed — above-ceiling work must be complete. Duration: 1-2%.","ASTM C635/C636 (ceiling suspension); CISCA (ceiling standards); IBC (seismic bracing)","Ceiling grid installed and level per area; above-ceiling MEP confirmed complete","Procore (daily logs, inspections, coordination issues); ceiling contractor tools; laser leveling equipment","Medium — daily logs and inspections track ceiling grid; coordination issues flag above-ceiling conflicts",Compare above-ceiling inspection completion rates before grid installation across project types,"Grid layout coordinates with light, sprinkler head, and diffuser locations. Last chance for above-ceiling inspection. Cross-domain: Building Elements (Interiors, HVAC, Electrical, Fire Protection)."
Finishes & MEP Trim,Paint & Wall Coatings,"Apply primers, paint, and specialty coatings — primer, first coat, second coat, touch-up, specialty coatings, wall protection. Paint is the most common punch item across ALL project types. Typically the first finish in a space. Gate: paint substantially complete. Duration: 3-5%.","MPI (Master Painters Institute); SSPC (surface preparation); VOC regulations","Paint complete per area; color verification; touch-up complete","Procore (daily logs, punch items, observations); paint contractor tracking; color matching tools","High — punch items (touch-up is #1 category), observations (quality), daily logs all track paint",Compare paint deficiency rates and touch-up punch item volume across project types,"Other trades damaging paint is a constant problem requiring multiple touch-up rounds. Cross-domain: Quality Issues (paint/finish is #1 punch category universally)."
Finishes & MEP Trim,Flooring,"Install floor finishes — tile (ceramic, porcelain, stone), carpet (broadloom, tile), resilient (LVT, VCT, rubber), specialty (epoxy, terrazzo, polished concrete), base, transitions. Sequence: tile before casework, carpet last. Gate: flooring complete. Duration: 3-5%.","TCNA Handbook (tile); CRI 104/105 (carpet); ASTM F710 (substrate prep); RFCI (resilient)","Flooring complete per area; grout sealed; transitions installed; base complete","Procore (daily logs, punch items, observations); flooring contractor systems; moisture testing equipment","High — punch items (cracks, lippage, seams), observations (quality), daily logs all track flooring",Compare flooring deficiency rates by material type across project types,"Floor protection critical after installation. Tile lippage and grout are common punch items. Cross-domain: Building Elements (Interiors), Quality Issues."
Finishes & MEP Trim,Ceilings,"Install acoustic ceiling tile and specialty ceiling finishes — acoustic tile, specialty ceilings (wood, metal, drywall), ceiling access panels, edge trim. One of the last overhead activities. Gate: ceilings complete. Duration: 1-2%.","ASTM E1264 (acoustical ceiling products); ASTM C423 (sound absorption); CISCA standards","Ceilings complete per area; grid and tile aligned; access panels operational","Procore (daily logs, punch items); ceiling contractor tools; laser leveling equipment","Medium — punch items (damaged tiles, alignment, sag) and daily logs track ceiling work",Compare ceiling tile damage rates and replacement volume during punch list phase,"Damaged tiles from other trades working above are a frequent punch item. Cross-domain: Building Elements (Interiors)."
Finishes & MEP Trim,Doors & Hardware,"Install door slabs and finish hardware — door hanging, hinges, closers, locksets, pulls, keying, access control coordination, fire-rated door labeling. Top-3 punch item category on every project type. Gate: all doors hung and hardware operational. Duration: 2-3%.","DHI (Door and Hardware Institute); BHMA (hardware standards); NFPA 80 (fire doors); ADA/ICC A117.1","Doors and hardware complete; keying schedule implemented; fire door inspection","Procore (punch items, inspections, submittals); Allegion; ASSA ABLOY; hardware distributor systems","High — punch items (door adjustment, hardware alignment, closer force), inspections (fire doors) all active",Compare door/hardware punch item rates and fire door inspection pass rates across project types,"Hardware schedule is one of the most detailed submittals. Access control integration adds complexity. Cross-domain: Quality Issues (top-3 punch category)."
Finishes & MEP Trim,Casework & Millwork,"Install cabinets, countertops, trim, and built-in furnishings — cabinet installation, countertop templating and installation, trim and base molding, built-in shelving, toilet partitions and accessories. Gate: casework and accessories complete. Duration: 2-3%.","AWI (Architectural Woodwork Institute); NACC (casework standards)","Casework and millwork complete per area; countertops installed; accessories installed","Procore (punch items, daily logs, submittals); casework fabricator tracking; countertop templating systems","Medium — punch items (scratches, chips, alignment) and daily logs track casework; no dedicated module",Compare casework deficiency rates and damage-during-installation rates across project types,"Countertop templating happens after casework for exact dimensions. Toilet accessories typically one of the last installed items. Cross-domain: Building Elements (Interiors)."
Finishes & MEP Trim,HVAC Trim & Controls,"Install visible HVAC devices and controls — diffusers, grilles, thermostats, VAV box controls, damper actuators, BAS device installation, final duct connections. Must be complete before TAB. Gate: HVAC devices complete — ready for commissioning. Duration: 1-2%.","ASHRAE (controls); BACnet/ASHRAE 135 (BAS protocol); SMACNA (ductwork connections)","HVAC devices installed; controls wired and communicating; ready for TAB","Procore (daily logs, punch items); BAS systems (Honeywell, Johnson Controls, Tridium)","Medium — punch items (diffuser alignment, thermostat location) and daily logs; commissioning via observations",Compare HVAC device installation rates and controls commissioning timelines across building types,"Controls programming often continues through commissioning. Thermostat/diffuser placement coordination with architect important. Cross-domain: Building Elements (HVAC)."
