Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Safety & Hazard Classifications,OSHA Recordkeeping Classification,"The OSHA system for classifying workplace injuries and illnesses by severity — determines which incidents are 'recordable' and drive TRIR and DART rate calculations. Recordable = medical treatment beyond first aid, restricted duty, days away from work, or fatality. The classification directly determines a company's safety metrics for prequalification.","OSHA 29 CFR 1904 (Recording and Reporting); OSHA Forms 300, 300A, 301; BLS Survey of Occupational Injuries and Illnesses","First Aid Only (not recordable), Medical Treatment, Restricted Duty, Days Away, Transfer, Fatality; OSHA 300 Log categories","Procore (incident, incident_record); OSHA electronic reporting; company safety databases; EMR calculation tools","Medium — incident and incident_record tables capture severity details, but OSHA recordability classification may require manual determination from incident_record fields.",Compare TRIR and DART rates computed from incident classification across companies and project types,"OSHA recordkeeping classification is the foundation for TRIR and DART metrics. Accurate classification requires trained safety professionals. Under-classification (recording a recordable as first-aid) distorts safety metrics."
Safety & Hazard Classifications,ANSI Injury Classification,"The ANSI/BLS system for classifying injuries by nature (laceration, fracture, sprain), body part (hand, back, knee), and cause (fall, struck by, overexertion) — provides detailed injury taxonomy for pattern analysis. More granular than OSHA recordkeeping which only classifies severity. Used for root cause analysis and targeted prevention programs.","ANSI Z16.1 (Injury Classification); BLS Occupational Injury and Illness Classification System (OIICS)","Nature: laceration, contusion, fracture, sprain/strain, burn. Body part: hand/finger, back, knee, head, eye. Cause: fall, struck by, overexertion, caught in, contact with","Procore (incident_record body part and nature fields); safety management platforms; workers comp systems","Medium — incident_record table captures injury details but nature/body part/cause fields depend on data entry quality and consistency.",Compare injury nature and body part distributions across trades to identify trade-specific injury prevention priorities,"Injury classification enables trade-specific prevention: fall-related hand/wrist injuries in steel erection, back injuries in concrete, eye injuries in welding. Cross-reference with OSHA hazard categories for complete safety risk profiling."
"--- BUILDING CODES & REGULATORY STANDARDS: codes that govern what and how to build ---",,,,,,,,
Building Codes & Regulatory,International Building Code (IBC),"The model building code adopted (with local amendments) by most US jurisdictions — governs structural design, fire safety, egress, accessibility, and building system requirements. IBC classification determines construction type (Type I–V), occupancy group (A, B, E, H, I, M, R, S, U), and fire rating requirements. These classifications directly affect project cost, schedule, and building system requirements. Updated on a 3-year cycle.","ICC International Building Code (IBC 2021, 2024); adopted with amendments by state/local jurisdictions","Construction Type: I-A, I-B, II-A, II-B, III-A, III-B, IV-A through IV-C, V-A, V-B. Occupancy: Assembly (A), Business (B), Educational (E), Factory (F), High Hazard (H), Institutional (I), Mercantile (M), Residential (R), Storage (S), Utility (U)","Building code analysis software; Procore (as project attributes — construction type, occupancy); permit tracking systems","Low — IBC classifications tracked as project attributes or custom fields, not as structured code data. Construction type and occupancy are project-level attributes, not dedicated tables.",Compare project cost and schedule by IBC construction type and occupancy to benchmark code-driven cost impacts,"IBC construction type directly affects cost — Type I-A (most fire resistant) costs significantly more than Type V-B (least). Occupancy group affects egress, sprinkler, and fire alarm requirements. Cross-reference with Building Elements domain for system-level code requirements."
Building Codes & Regulatory,NFPA Standards,"National Fire Protection Association standards governing fire protection, life safety, and electrical systems — the technical basis for fire code requirements. NFPA 13 (sprinklers), NFPA 72 (fire alarm), NFPA 101 (Life Safety Code), and NEC/NFPA 70 (electrical) are the most impactful on construction. NFPA standards define system design criteria, installation methods, testing requirements, and inspection frequencies.","NFPA 13 (Sprinkler Systems), NFPA 72 (Fire Alarm), NFPA 101 (Life Safety Code), NFPA 70/NEC (Electrical), NFPA 25 (Inspection/Testing of Water Systems)","Sprinkler system design (ordinary/extra hazard), Fire alarm system type (addressable/conventional), Egress capacity, Electrical service capacity, Fire pump requirements","Procore (inspections, observations — reference NFPA in criteria); specialized fire protection design software; code analysis tools","Low — NFPA standards referenced in inspection criteria and specification sections but not structured as classification data in Procore.",Compare fire protection system costs and inspection deficiency rates by NFPA standard requirements across project types,"NFPA standards drive significant cost in fire protection building elements. NFPA 13 sprinkler requirements vary by occupancy and construction type. Fire protection inspection deficiency rates (Quality & Safety domain) can be segmented by NFPA standard."
Building Codes & Regulatory,ADA / Accessibility Standards,"Americans with Disabilities Act Accessibility Guidelines (ADAAG) and ICC A117.1 — govern accessible design requirements for public and commercial buildings. Affects door widths, ramp slopes, restroom layouts, signage, elevator requirements, and path of travel clearances. Compliance is both a legal requirement and a project completion condition. Accessibility violations are common punch list items.","ADA/ADAAG (federal); ICC A117.1 (Accessible and Usable Buildings); Fair Housing Act (residential); state accessibility codes","Accessible route (36"" min clear), Door clearance (32"" min), Ramp slope (1:12 max), Accessible restroom, Elevator requirements, Signage (Braille), Parking (van accessible)","Code analysis software; Procore (inspections, punch items — accessibility deficiencies); accessibility consultants","Low — ADA requirements referenced in inspections and punch items but not structured as classification data. Accessibility violations appear in punch_item.name via keyword clustering.",Compare accessibility-related punch item frequency across project types to benchmark compliance risk,"Accessibility violations are a common source of punch items and rework — particularly in restrooms, door hardware, and signage. ADA compliance inspections may be third-party or by the building department."
Building Codes & Regulatory,Energy Code Standards,"Energy conservation codes (IECC, ASHRAE 90.1) and above-code programs — govern building envelope performance, HVAC efficiency, lighting power density, and renewable energy requirements. Energy code compliance affects construction cost (insulation, glazing performance, equipment efficiency) and requires specific testing and commissioning. Increasingly stringent with each code cycle.","IECC (International Energy Conservation Code); ASHRAE 90.1 (Energy Standard for Buildings); state energy codes (Title 24 in CA); stretch codes","Climate zones 1–8, Envelope U-values, SHGC requirements, Lighting power density (LPD), HVAC efficiency (SEER, EER, COP), Air barrier testing, Commissioning requirements","Energy modeling software (eQUEST, EnergyPlus); Procore (as commissioning inspections); blower door testing equipment","Low — energy code compliance tracked through commissioning inspections and forms, not as structured classification data. Climate zone is a project attribute.",Compare energy code compliance testing results across climate zones and project types,"Energy code stringency varies dramatically by jurisdiction (California Title 24 vs. minimum IECC states). Code-driven system requirements affect HVAC, envelope, and lighting building element costs. Cross-reference with Building Elements and Phases (commissioning)."
"--- SUSTAINABILITY & CERTIFICATION: green building and performance standards ---",,,,,,,,
Sustainability & Certification,LEED Certification,"Leadership in Energy and Environmental Design — the most widely recognized green building certification system. Point-based system across categories: Sustainable Sites, Water Efficiency, Energy & Atmosphere, Materials & Resources, Indoor Environmental Quality, Innovation. Certification levels: Certified (40–49 pts), Silver (50–59), Gold (60–79), Platinum (80+). LEED requirements affect material selection, construction waste management, commissioning scope, and documentation.","USGBC LEED v4.1 (BD+C, ID+C, O+M); LEED Online documentation requirements","Certified, Silver, Gold, Platinum; credit categories: Sustainable Sites, Water, Energy, Materials, IEQ, Innovation","Procore (project attributes, waste tracking via daily_log_waste for MR credits); LEED Online; energy modeling software","Low — LEED certification level tracked as project attribute. Construction waste diversion (daily_log_waste) supports Materials & Resources credits. No dedicated LEED tracking table.",Compare LEED certification level distribution and cost premium across project types and regions,"LEED projects require specific documentation that maps to UCDM domains: waste diversion (Field Operations), commissioning (Quality & Safety), material submittals (Documents), energy modeling (Building Elements). LEED cost premium typically 2–8%."
Sustainability & Certification,WELL Building Standard,"A performance-based standard focused on occupant health and wellness — covers air, water, nourishment, light, fitness, comfort, and mind. Less common than LEED but growing rapidly, especially in commercial office and healthcare. WELL requirements affect HVAC design (air quality), lighting design (circadian), and finishes (low-VOC materials). Requires ongoing performance testing.","IWBI WELL Building Standard v2; WELL Performance Rating","Silver, Gold, Platinum; categories: Air, Water, Nourishment, Light, Movement, Thermal Comfort, Sound, Materials, Mind, Community, Innovation","WELL Online; Procore (project attribute); air quality monitoring systems; commissioning tools","None — not tracked in Procore. WELL certification is a project attribute managed outside construction management systems.",Compare WELL certification adoption rates across project types and regions,"WELL is gaining traction in commercial office, healthcare, and education. Requirements overlap with LEED (air quality, materials) but add occupant-focused performance testing. Cross-reference with Building Elements (HVAC, lighting, finishes)."
Sustainability & Certification,Resilience & Net Zero Standards,"Emerging standards for climate resilience (RELi, FORTIFIED) and net-zero energy/carbon performance — increasingly required by institutional owners and government agencies. Resilience standards address flood, wind, seismic, and wildfire hazards. Net-zero standards require energy production to equal or exceed consumption. Both drive building system design decisions and construction scope.","RELi 2.0 (Resilience); IBHS FORTIFIED (Wind/Hail); ILFI Living Building Challenge; Architecture 2030; local net-zero mandates","Net Zero Energy, Net Zero Carbon, Net Zero Water; FORTIFIED Roof, Gold, Silver; Living Building Challenge Petals","Procore (project attributes); energy modeling; resilience assessment tools; renewable energy monitoring","None — not tracked in Procore. Resilience and net-zero certifications are project attributes managed outside construction management systems.",Compare resilience and net-zero adoption rates and cost impacts across regions and project types,"Resilience requirements are jurisdiction-specific (coastal flood zones, hurricane regions, wildfire-urban interface). Net-zero mandates are expanding — several states and cities require net-zero for new government buildings."
"--- CONTRACT & DELIVERY STANDARDS: standards governing project delivery and contractual frameworks ---",,,,,,,,
Contract & Delivery Standards,AIA Contract Documents,"The American Institute of Architects standard contract document series — the most widely used contract forms in US construction. Key documents: A101 (Owner-Contractor, Stipulated Sum), A201 (General Conditions), A401 (Contractor-Sub), G-series (administrative forms: G701 Change Order, G702 Pay Application, G704 Certificate of Substantial Completion). AIA documents define roles, responsibilities, and workflows that directly shape how financial instruments, documents, and quality records flow.","AIA A101, A201, A401, B101 (Owner-Architect), G-series (G701, G702, G703, G704, G706); updated every ~10 years","A101 Stipulated Sum, A102 Cost Plus Fee, A133 CM at Risk, A141 Design-Build; B101 Owner-Architect; G701 Change Order, G702 Pay App, G703 Continuation Sheet, G704 Substantial Completion","Contract management in Procore; DocuSign; physical contracts; AIA Contract Documents Online","Low — AIA document types are not classified in Procore. Contracts uploaded as documents. Change order forms (G701), pay applications (G702/G703), and certificates (G704) are tracked functionally but not classified by AIA document number.",Compare contract form usage (AIA vs. ConsensusDocs vs. custom) across project types and delivery methods,"AIA documents define the workflows modeled in the UCDM — change order flow (G701 → Financial Instruments), pay application flow (G702/G703 → Billing & Payment), substantial completion (G704 → Phases). Understanding which AIA forms a project uses predicts which UCDM workflows will have structured data."
Contract & Delivery Standards,Delivery Method Classification,"The taxonomy of project delivery methods that determines how design, construction, and risk are allocated between parties. Each delivery method creates different document flows, change order patterns, and financial instrument relationships. Key methods: Design-Bid-Build (DBB), CM at Risk (CMAR), Design-Build (DB), Integrated Project Delivery (IPD), Multi-Prime, Construction Management Agency.","AIA delivery method documents (A-series); AGC project delivery guidelines; DBIA Design-Build Institute; Lean Construction Institute (IPD)","Design-Bid-Build (traditional), CM at Risk (GMP), Design-Build, Integrated Project Delivery (IPD), Multi-Prime, CM Agency, Progressive Design-Build","Procore (project attribute); contract documents; company setup","Low — delivery method tracked as project attribute or custom field. Not a structured classification in Procore. Significantly affects which financial instruments and change order workflows are active.",Compare cost growth, schedule growth, and change order rates across delivery methods to benchmark delivery strategy effectiveness,"Delivery method is the single most important project attribute for benchmarking — it determines contract structure, risk allocation, change order patterns, and financial instrument usage. CM at Risk (GMP) projects have contingency; Design-Bid-Build do not. IPD projects have shared savings/risk."
Contract & Delivery Standards,AACE Cost Engineering Standards,"The Association for the Advancement of Cost Engineering recommended practices — define cost estimating, scheduling, and project controls methodologies. Key standards: 18R-97 (Cost Estimate Classification), 10S-90 (Cost Engineering), EVMS practices. AACE standards provide the methodology framework for financial metrics (EAC, CPI, SPI) and cost classification (estimate classes 1–5).","AACE International Recommended Practices: 18R-97 (Estimate Classification), 10S-90 (Cost Engineering), 29R-03 (Forensic Schedule Analysis), 86R-14 (Earned Value)","Estimate Class 1 (definitive, ±5-10%), Class 2 (detailed, ±10-15%), Class 3 (budget, ±15-25%), Class 4 (feasibility, ±25-40%), Class 5 (concept, ±40-100%)","Procore (financial modules apply AACE methodology); Primavera; cost engineering tools; estimating software","Low — AACE methodology is applied through financial tools but not classified as structured data. Estimate classification is not a tracked field.",Compare estimate accuracy (final cost vs. original estimate) by AACE estimate class to benchmark estimating performance,"AACE estimate classes map to project phases — Class 5 at feasibility, Class 1 at IFC. Tracking how estimate accuracy improves through phases benchmarks the estimating process. Cross-reference with Financial Instruments (budget variance, EAC) and Phases."
"--- STANDARD MEASURES: KPIs derived from standards adoption and classification quality ---",,,,,,,,
Standard Measures,Cost Code Standardization Rate,"Percentage of a company's projects using a consistent standard cost code list — measures data readiness for cross-project benchmarking. Formula: Projects with Standard Cost Codes / Total Projects × 100. Companies with < 50% standardization have unreliable cross-project financial data. Cost code standardization is the prerequisite for all financial benchmarking.","Company-specific quality target","Target: > 80% standardization; < 50% indicates significant data quality risk","Derived from: cost_codes, cost_code_lists, projects","High — computed from cost_codes and cost_code_lists tables",Compare cost code standardization rates across companies to assess benchmarking readiness,"Cost code standardization is the #1 data quality factor for financial benchmarking. Companies with standardized codes can compare costs across projects; those without cannot. The UCDM must normalize non-standard codes to MasterFormat."
Standard Measures,MasterFormat Mapping Coverage,"Percentage of a company's cost codes that map to recognized MasterFormat divisions — measures the degree to which company codes can be normalized for cross-company comparison. Formula: Cost Codes with Valid MasterFormat Mapping / Total Cost Codes × 100. Some codes (General Conditions, Overhead, Fee) don't map to MasterFormat building systems.","CSI MasterFormat mapping conventions","Target: > 70% of cost codes mappable to MasterFormat divisions; remainder typically General Conditions, Overhead, Fee","Derived from: cost_codes (code, name, standard_cost_code)","Medium — standard_cost_code field on cost_codes provides some mapping, but completeness varies",Compare MasterFormat mapping coverage across companies to identify normalization gaps,"MasterFormat mapping is the bridge from company-specific financial data to UCDM building system cost comparison. standard_cost_code field provides the mapping when populated. NLP on cost code names supplements for unmapped codes."
Standard Measures,Specification Section Coverage,"Percentage of project specification sections entered as structured data vs. remaining as PDF uploads — measures the quality of specification cross-referencing for submittals and RFIs. Formula: Structured Spec Sections / Estimated Total Sections × 100.","CSI section count norms by project type","Typical project: 50–200 spec sections; coverage varies widely","Derived from: specification_sections (count per project)","Medium — specification_sections table exists but adoption varies widely by project",Compare specification section data entry rates across projects to assess documentation quality,"Specification section coverage directly affects the quality of submittal-to-spec and RFI-to-spec cross-referencing. Projects with 0 structured sections lose all spec-based analytics."
Standard Measures,Safety Classification Completeness,"Percentage of safety observations with a structured hazard_name classification — measures the quality of safety data for OSHA hazard analysis. Formula: Observations with hazard_name / Total Safety Observations × 100. Currently 55% populated across the portfolio — a significant enrichment opportunity.","OSHA hazard category standards","Current: 55% populated; target: > 80% for reliable hazard analysis","Derived from: observation (category = 'Safety', hazard_name null rate)","High — computed from observation.hazard_name null rate",Compare safety classification completeness across companies to identify data quality improvement opportunities,"Safety classification completeness directly affects the reliability of hazard recurrence analysis (insight #11). Companies with > 80% hazard_name population have reliable safety risk profiles; those with < 30% do not."
Standard Measures,WBS Adoption Rate,"Percentage of projects or companies using WBS codes for cost segmentation — measures the depth of financial data granularity available for building-element-level benchmarking. Formula: Projects with WBS Codes / Total Financial Projects × 100.","PMI WBS methodology adoption","Varies: some companies use extensively (5+ segments per cost code), others not at all","Derived from: wbs_codes (count per project), budget_line_items (wbs_code_id population rate)","Medium — computed from wbs_codes table presence per project",Compare WBS adoption rates across companies to assess granularity of financial data,"WBS adoption is the key differentiator for deep financial benchmarking. Companies with WBS codes can track costs at the building-element level within a cost code (e.g., rework vs. original scope). Without WBS, only cost-code-level granularity is available."
Standard Measures,Certification Adoption Rate,"Percentage of projects pursuing third-party certification (LEED, WELL, FORTIFIED, etc.) — measures the market penetration of green building and performance standards. Formula: Certified or Pursuing Projects / Total Projects × 100. Can be segmented by certification type, level, and project type.","USGBC adoption reports; IWBI market data","LEED: ~30% of new commercial; WELL: ~5% and growing; varies widely by region and owner type","Derived from: projects (certification attributes or custom fields)","Low — certification tracked as project attributes or custom fields, not structured classification data",Compare certification adoption rates across regions and project types to benchmark sustainability trends,"Certification adoption is driven by owner requirements — government and institutional owners have higher LEED rates than private developers. Cross-reference with project cost to assess certification cost premium."
