Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
"--- PUNCH ITEMS: deficiencies requiring correction before project acceptance ---",,,,,,,,
Punch Items,Punch Item,"A documented deficiency or incomplete work item that must be corrected before the owner accepts the project — compiled during substantial completion walkthrough. The strongest closeout quality signal. Key properties: name (issue description, 0% null, avg 33 chars), punch_item_type_name (severity/priority — NOT issue type), workflow_status (Open, In Progress, Ready for Review, Closed, Not Accepted), assignee (responsible vendor via vendor_id), location, due_date. Keyword clustering on name yields 18 issue categories — Paint/Finish is #1 universally (closeout cosmetic), but #2–#4 vary by project type. 11,722 companies with punch item data. Lifecycle: Created → Assigned → In Progress → Ready for Review → Closed.","AIA A201 §9.8 (Substantial Completion); AIA G704 (Certificate of Substantial Completion); contract-specific punchlist provisions","Open, In Progress, Ready for Review, Closed, Not Accepted; 18 issue categories via keyword clustering on name field","Procore; PlanGrid (Autodesk); Fieldwire; BIM 360 Field; paper punchlists; Excel","High — punch_item table with structured workflow_status, vendor assignment, location. 11,722+ cos. Massive adoption.",Compare punch item density (items per unit or per SF) and closure rate across project types and value bands,"punch_item.name is the classification field (0% null). punch_item_type_name is severity/priority, NOT issue category. Punch items are TRAILING indicators — they appear 17 days AFTER the underlying issue. Combined with observations: 12,556 unique companies in dual-signal model (insight #4)."
Punch Items,Punch Item (by Issue Category),"A categorized view of punch items grouped by the 18 validated issue categories derived from keyword clustering on name field. Categories: Paint/Finish, Doors/Windows, Plumbing/Piping, Electrical, HVAC, Caulk/Sealant, Hardware, Drywall/Plaster, Flooring, Fire Protection, Cracks/Damage, Concrete, Roofing, Waterproofing, Insulation, Elevator, Glass/Glazing, Cleanup. Distribution varies by project type — this is the '3D hot sheet' for quality issue prioritization.","No industry standard for issue categorization; keyword taxonomy validated against Procore data","Paint/Finish (#1 everywhere), Doors/Windows, Electrical, Plumbing/Piping, HVAC, Caulk/Sealant, Hardware, Drywall — top 8 cover ~60% of clustered items","Derived from: punch_item.name keyword clustering","High — derived from structured punch_item.name field via keyword extraction",Compare issue category distribution across project types to identify type-specific quality risks,"7 project types with 99–1,358 cos for punch items. 74% of punch items cluster into named categories. This is the core of insight #4 (Common Quality Issues)."
Punch Items,Punch Item Resolution,"The lifecycle tracking of a punch item from creation to closure — measures how quickly deficiencies are corrected and by whom. Key properties: workflow_status transitions (with timestamps), assignee response, resolution description, verification. Resolution time = Closed Date − Created Date. Resolution involves: vendor fixes deficiency → PM verifies → owner/architect accepts. Not Accepted items require rework and restart the cycle.","AIA A201 §9.8; contract-specific punchlist closure requirements; typical 30-day closure window","Resolution time typical: 7–30 days for individual items; 30–90 days for full punchlist closure","Procore; PlanGrid; Fieldwire; Excel","High — punch_item workflow_status transitions with timestamps enable resolution tracking",Compare punch item resolution time by trade and issue category to benchmark closeout efficiency,"Resolution time by vendor reveals which subcontractors are responsive to punchlist items. Prolonged punch items block certificate of substantial completion and retainage release. Cross-domain: links to Financial Instruments (retainage) and Phases (closeout)."
"--- INCIDENTS: safety events requiring formal documentation and reporting ---",,,,,,,,
Incidents,Incident,"A safety event that results in injury, illness, property damage, near-miss, or environmental release — the formal record of what happened. Key properties: title, status (Draft, Open, Closed), description, date/time, location, severity, recordable (OSHA classification). Incidents trigger investigation, corrective actions, and regulatory reporting. Lifecycle: Reported → Under Investigation → Corrective Actions Assigned → Closed. More severe than observations — incidents are reactive (something happened), observations are proactive (something could happen).","OSHA 29 CFR 1904 (Recordkeeping); OSHA 300/300A/301 logs; ANSI Z16.1 (Injury Classification)","Near Miss, First Aid, Medical Treatment, Restricted Duty, Lost Time, Fatality; Property Damage, Environmental Release","Procore; Intelex; VelocityEHS; iSight; company safety databases; OSHA logs (paper/electronic)","High — incident table with structured title, status, description. incident_alert for notifications. All tables READY.",Compare incident frequency (per 200K hours) and severity distribution across project types and companies,"Incidents are the most serious safety signal. OSHA-recordable incidents drive TRIR (Total Recordable Incident Rate). Near-miss reporting is a leading indicator — high near-miss-to-incident ratio indicates strong safety culture."
Incidents,Incident Record,"A detailed record within an incident — captures specific injury details, property damage details, or environmental release information. One incident may have multiple records (e.g., two people injured in the same event). Key properties: record type (injury, damage, cost), involved person details, body part, nature of injury, cause, medical treatment, days away/restricted. The OSHA 301 equivalent.","OSHA 29 CFR 1904.7 (General Recording Criteria); OSHA Form 301 (Injury and Illness Incident Report)","Injury (body part, nature, cause), Property Damage (item, extent, cost), Environmental (release type, material, volume)","Procore; VelocityEHS; Intelex; OSHA electronic reporting","High — incident_record table with detailed entries for injury, damage, cost. READY.",Compare injury type distribution (body part, nature) across trades and project types,"incident_record provides the granular data needed for OSHA 300 log compilation. Injury body part and nature fields enable pattern detection — fall-related hand/wrist injuries in steel erection, back injuries in concrete. Links to Organizations via involved company."
Incidents,Incident Witness Statement,"A documented account from a person who witnessed a safety event — captured as part of the incident investigation. Key properties: witness identity, statement text, date. Witness statements support root cause analysis and regulatory compliance. Required for OSHA investigations and insurance claims.","OSHA investigation requirements; company safety investigation procedures","Free-text statement with witness identification, date, and signature","Procore; paper forms; investigation software","High — incident_witness_statement table. READY.",N/A — witness statements are qualitative records not suited to quantitative benchmarking,"Witness statements support incident investigation but are free-text — no structured data for analytics. Volume of witness statements per incident may indicate investigation thoroughness."
Incidents,Corrective Action / Incident Action,"A required remediation or preventive measure assigned in response to an incident or recurring safety observation. Key properties: action description, assignee, due date, status (Open, In Progress, Complete), linked incident or observation. Corrective actions close the loop between identifying a problem and fixing it. Lifecycle: Assigned → In Progress → Complete → Verified.","ISO 45001 §10.2 (Incident Investigation and Corrective Action); OSHA corrective action requirements; ANSI Z10","Immediate corrective action, Root cause corrective action, Preventive action, Training, Engineering control, Administrative control","Procore; Intelex; VelocityEHS; iSight; safety management platforms","High — incident_action table with structured action tracking. READY. However, linkage to observations is sparse — only 1.2% of recurring observations have linked incident_actions.",Compare corrective action closure rate and time-to-close across incident types and companies,"Corrective action completion rate is a key safety program effectiveness metric. Sparse linkage to observations (1.2%) means most corrective actions flow through the incident pathway, not the observation pathway. Cross-domain: may trigger financial instruments (cost of corrective measures)."
"--- FORMAL NOTICES & REPORTS: documented deviations, violations, and non-conformances ---",,,,,,,,
Formal Notices,Safety Violation,"WARNING: daily_log_safety_violation is UNUSABLE for analytics — subject 66% null, vendor_name is free text (no FK). Use observation.category = 'Safety' with hazard_name for structured violation tracking instead. Formal regulatory violation record — OSHA citation, code violation, or safety rule infraction. More formal than observation — implies specific regulation breached. Key properties: violation type, regulation cited, responsible party, corrective action, abatement date.","OSHA 29 CFR 1926 (Construction Safety Standards); state OSHA plans; local safety ordinances","OSHA Serious, OSHA Other-than-Serious, OSHA Willful, OSHA Repeat; company-specific violation categories","Procore (daily_log_safety_violation); safety management platforms; OSHA citation records; paper forms","Medium — daily_log_safety_violation table exists but subject is 66% null, vendor_name is free text (no FK). Usable for volume tracking only, not structured analysis.",Compare safety violation frequency per 200K hours across project types,"Daily log safety violations validated as UNUSABLE for recurrence tracking (insight #11) — too sparse and unstructured. For structured violation tracking, use observation.category = 'Safety' with hazard_name instead."
Formal Notices,Non-Conformance Report (NCR),"A formal documented deviation from specifications, drawings, or quality standards — triggers investigation and disposition (accept as-is, rework, reject/replace). More rigorous than an observation or deficiency — NCRs require root cause analysis and formal disposition authority (typically architect or engineer of record). Key properties: description, specification reference, drawing reference, root cause, disposition, responsible party.","ISO 9001 §8.7 (Control of Nonconforming Outputs); ISO 19011 (audit); company QC procedures","Accept as-is, Rework, Reject and Replace, Use as-is with concession; root cause categories","Procore (as observations with type_name = 'Non-Conformance' or as forms); NCR tracking software; Excel; paper forms","Medium — tracked through observation table (type_name = 'Non-Conformance') or custom forms. No dedicated NCR table, but the observation structure captures the core workflow.",Compare NCR frequency by building system and trade to identify quality problem areas,"NCRs bridge quality records to financial instruments — rework disposition drives cost (rework vs. replacement). NCR frequency by specification section identifies problematic design details. Cross-domain: references specific drawings and specification sections."
Formal Notices,Deficiency Notice,"A formal written notification to a subcontractor or vendor that their work does not meet contract requirements — triggers contractual obligations to correct. More formal than an observation — a deficiency notice is a contractual instrument with potential financial consequences (backcharges, liquidated damages). Key properties: description, contract reference, specification reference, cure period, financial consequences.","AIA A201 §12.2 (Correction of Work); contract-specific cure provisions","Written notice, Cure period (typically 7–14 days), Backcharge if uncured, Contract termination for repeated deficiencies","Procore (as correspondence or form); contract management systems; paper letters","Low — no dedicated deficiency notice table. Tracked as correspondence, observations, or letters. The formal contractual weight is in the document, not the tracking system.",Compare deficiency notice frequency by trade to identify subcontractor performance patterns,"Deficiency notices connect quality records to financial instruments (backcharges) and organizations (vendor performance). High deficiency notice frequency for a vendor across projects signals systemic quality issues."
"--- COORDINATION ISSUES: design and constructability problems identified during coordination ---",,,,,,,,
Coordination Issues,Coordination Issue,"A design or constructability problem identified during BIM coordination, drawing review, or field coordination — captures clashes, design conflicts, and constructability concerns before they become field problems. Key properties: issue_type (structured: Clash, Coordination, Design Review, Constructability, Requirement Change, Existing Condition, Client Feedback, Building Code, Other), trade (free text — NOT standardized), status, priority, rfi_header_id (links to RFIs, 4,967 linked issues across 204 cos). Lifecycle: Identified → Under Review → Resolved → Closed.","BIM Execution Plan requirements; AGC BIMForum Level of Development; company coordination procedures","Clash, Coordination, Design Review, Constructability, Requirement Change, Existing Condition, Client Feedback, Building Code","Procore; Navisworks; Solibri; BIM 360 Glue; BIM Track; dRofus; Excel","High — coordination_issue table with structured issue_type, status, priority. rfi_header_id provides direct linkage to RFIs. READY.",Compare coordination issue density by issue_type and discipline across project types,"coordination_issue.trade is free text, NOT standardized ('Plumbing' vs '22 Plumbing' vs '22 00 00 Plumbing'). MEP-heavy. 17,999 design-typed issues (Design Review, Constructability, Requirement Change) across 327 cos. Links to RFIs and change events for cost impact tracing."
Coordination Issues,Coordination Issue (Design-Related),"Coordination issues with issue_type in (Design Review, Constructability, Requirement Change) — the subset that signals design quality and completeness problems. These issues often become RFIs (via rfi_header_id link) and ultimately change events with cost impact. Part of the design-related change impact tracing path (insight #31): Coordination Issue → RFI → Change Event → Cost.","AGC BIMForum; AIA E203 (BIM Protocol); design coordination meeting protocols","Design Review, Constructability, Requirement Change; trade distribution: MEP-dominated","Derived from: coordination_issue filtered by issue_type","High — structured issue_type field, direct RFI linkage via rfi_header_id",Compare design-related coordination issue volume across project types to benchmark design completeness,"4,967 coordination issues linked to RFIs via rfi_header_id across 204 cos. Design-typed coordination issues are a V2 signal for insight #31 (Design-Related Change Impact). Cross-domain: links to Documents (RFIs), Financial Instruments (change events), and Building Elements (affected systems)."
"--- TEST REPORTS: material and system testing results ---",,,,,,,,
Test Reports,Material Test Report,"Results of material testing required by specifications and building codes — concrete cylinder breaks, soil compaction tests, steel mill certifications, fireproofing adhesion tests, waterproofing tests. Conducted by independent testing laboratories. Pass/fail results directly affect whether construction can proceed. Key properties: test type, material, specification reference, result (pass/fail/value), tested by (lab), date.","ASTM test standards (C39 concrete, D1557 soil, E119 fire); ACI 318; AISC; IBC §1704","Concrete compressive strength, Soil compaction (Proctor), Steel tensile strength, Fireproofing thickness, Air/water infiltration, Welding inspection","Testing laboratory portals; Procore (as forms or documents); paper reports; LIMS software","Low — no dedicated test report table. Results uploaded as attachments or tracked through forms/inspections. Testing data is highly structured at the lab but loses structure when entered into project management systems.",Compare test failure rate by material type and project type to benchmark quality control effectiveness,"Material test failures trigger rework (re-pour concrete, re-compact soil, replace steel). Test report data connects quality records to building elements (which system was tested) and financial instruments (cost of retest and rework). Testing labs are Organization domain entities."
Test Reports,System Performance Test,"Results of functional testing for building systems — HVAC air balance, electrical load testing, fire alarm testing, plumbing pressure tests, elevator load tests, generator load bank tests. Conducted during commissioning phase. Key properties: system tested, test procedure, acceptance criteria, actual results, pass/fail, deficiencies noted, retest requirements.","ASHRAE standards (HVAC); NFPA 72 (fire alarm), NFPA 25 (sprinkler); NEC (electrical); ASME A17.1 (elevator); manufacturer-specific procedures","HVAC air balance, Electrical load test, Fire alarm test, Plumbing pressure test, Elevator load test, Generator load bank, Building envelope air/water","Procore (as inspections or forms); commissioning software (Cx Alloy); TAB reports; paper test reports","Low — tracked through inspections tool or commissioning forms. No dedicated system test table. Test results are typically uploaded as documents rather than structured data.",Compare system test pass rate and retest frequency across project types to benchmark commissioning quality,"System performance tests are the quality gate for building system handover. Failed tests trigger commissioning observations and corrective actions. Cross-domain: directly linked to Building Elements (which system), Phases (commissioning), and Organizations (commissioning agent, TAB contractor)."
"--- ACTION PLANS: structured remediation and task tracking linked to quality/safety findings ---",,,,,,,,
Action Plans,Action Plan,"A structured set of tasks created in response to quality or safety findings — groups related corrective actions into a trackable plan with assignees, due dates, and approval workflows. Key properties: title, status, assignees, due dates, approval workflow. Action plans aggregate individual tasks (line items) that may reference observations, punch items, inspections, or incidents as source records. Lifecycle: Created → In Progress → Under Review → Approved → Closed.","ISO 9001 §10.1 (Improvement); ISO 45001 §10.2; company-specific corrective action procedures","Quality improvement plan, Safety corrective action plan, Environmental remediation plan, Commissioning deficiency plan","Procore; corrective action tracking software; Excel; project management tools","High — action_plan table with structured status and workflow. READY.",Compare action plan closure rate and cycle time across project types and categories,"Action plans are the management response layer — they organize individual findings into structured remediation. Cross-domain: action plan tasks reference source records across observations, inspections, incidents, and punch items."
Action Plans,Action Plan Line Item (Task),"An individual task within an action plan — the atomic unit of remediation work. Key properties: description, assignee, due date, status, linked record (the source observation, punch item, or incident that triggered this task). The action_plan_line_item_record linkage connects tasks to their source issues, creating traceability from finding to resolution.","Follows parent action plan standard/format","Task description, assignee, due date, status (Open, In Progress, Complete), priority, linked source record","Procore; task management tools; Excel","High — action_plan_line_item table with structured task tracking. action_plan_line_item_record provides cross-reference to source issues. READY.",Compare task completion rate and overdue task percentage across action plan types,"action_plan_line_item_record is the key linkage table — it connects remediation tasks back to the specific observation, punch item, or incident that triggered the action. This creates the full quality/safety lifecycle: Finding → Action Plan → Task → Resolution."
"--- STANDARD MEASURES: KPIs and metrics derived from quality and safety record performance ---",,,,,,,,
Standard Measures,Observation Density,"Total observations per unit of project size — measures the intensity of quality and safety monitoring. Formula: Total Observations / Project Value (per $M) or Total Observations / Project SF. Can be segmented by category (Quality vs. Safety). High observation density indicates proactive monitoring culture, not necessarily more problems.","Company-specific safety observation targets; industry benchmarks","Typical: varies widely; 50–500+ observations per project depending on size and safety culture","Derived from: observation (count by category), projects (total_value or square_footage)","High — computed from observation and project tables",Compare observation density across project types and companies to benchmark safety/quality monitoring intensity,"Higher observation density correlates with better safety outcomes — proactive identification prevents incidents. Companies with < 10 observations per $M may have underreporting."
Standard Measures,Deficiency Rate,"Percentage of inspection items found deficient — measures quality conformance. Formula: Deficient Items / Total Inspected Items × 100. Can be segmented by inspection type, building system, and trade. Deficiency rate 2–6% is typical across 5,470 companies.","ISO 9001 quality metrics; company QC program benchmarks","Typical: 2–6% deficiency rate by inspection type; > 10% indicates systemic quality problems","Derived from: inspection_items (status = 'Deficient' / total items)","High — computed from structured inspection_items.status field",Compare deficiency rate across inspection types and project types to identify quality risk areas,"inspection_items.status values are CAPITALIZED. Deficiency rate by trade (via responsible_contractor_id, 48% populated) reveals which subcontractors have quality issues."
Standard Measures,Punch Item Density,"Total punch items per unit of project size at substantial completion — measures closeout quality. Formula: Punch Items / Gross SF or Punch Items / Unit Count. Lower density = cleaner handover. Can be segmented by issue category (18 categories) and responsible trade.","Industry closeout benchmarks; AIA substantial completion criteria","Typical: 1–5 punch items per 1,000 SF depending on project type and quality standards","Derived from: punch_item (count), projects (square_footage or unit_count)","High — computed from punch_item table with massive adoption (11,722 cos)",Compare punch item density across project types and value bands to benchmark closeout quality,"Punch item density is the most widely available quality outcome metric in Procore due to massive adoption. Paint/Finish items inflate density — consider excluding cosmetic items for structural quality benchmarks."
Standard Measures,Total Recordable Incident Rate (TRIR),"The number of OSHA-recordable incidents per 200,000 worker hours — the standard safety performance metric in construction. Formula: (Recordable Incidents × 200,000) / Total Worker Hours. Recordable = medical treatment beyond first aid, restricted duty, days away from work, fatality. The primary safety benchmark used by owners for prequalification.","OSHA 29 CFR 1904; BLS industry averages; EMR calculation methodology","Construction industry average: ~3.0; best-in-class: < 1.0; OSHA uses 200K hours (≈ 100 FTE-years)","Derived from: incident + incident_record (recordable count), daily_log_manpower (worker hours)","Medium — requires combining incident data with workforce hours from daily logs. Both tables exist but linkage requires computation.",Compare TRIR across project types and company sizes to benchmark safety performance,"TRIR depends on accurate worker hour tracking (daily_log_manpower) and incident classification. Companies that underreport incidents or overcount hours distort TRIR. Cross-validate with observation density — low TRIR + low observation density = possible underreporting."
Standard Measures,DART Rate,"Days Away, Restricted, or Transferred rate — incidents per 200,000 hours that result in days away from work, restricted duty, or job transfer. A subset of TRIR that measures more severe incidents. Formula: (DART Incidents × 200,000) / Total Worker Hours. More meaningful than TRIR because it focuses on incidents with actual impact.","OSHA 29 CFR 1904; BLS industry DART averages","Construction industry average: ~1.5; best-in-class: < 0.5","Derived from: incident_record (days_away, restricted_duty flags), daily_log_manpower (hours)","Medium — requires incident severity classification from incident_record details",Compare DART rate across project types and company sizes,"DART rate is a better predictor of safety program effectiveness than TRIR because it excludes minor first-aid incidents. Owner prequalification increasingly uses DART rate alongside TRIR."
Standard Measures,Hazard Recurrence Rate,"Percentage of identified hazards that recur within the same project — measures safety program effectiveness at eliminating root causes. Formula: Recurring Hazards / Total Unique Hazards × 100. A recurring hazard = same hazard_name appearing in 2+ consecutive weeks on the same project. 3+ consecutive weeks = systemic.","ISO 45001 continual improvement metrics; company safety program KPIs","Typical: 29–45% recurrence rate by hazard type across 1,296 cos","Derived from: observation (category = 'Safety', hazard_name, date, project) with LAG window function",Medium — requires consecutive-week detection via window functions on observation data,Compare hazard recurrence rate by hazard type and project type to benchmark safety program effectiveness,"Recurrence detection uses 14-day gap tolerance between consecutive observations. Fall Protection has highest volume; Infrastructure projects average 14.4 weeks of recurring hazards. From insight #11 (Recurring Violation Tracking)."
Standard Measures,Rework Cost Percentage,"Rework-attributable cost as a percentage of total project cost — the financial impact of quality failures. Formula: Rework Cost / Total Project Cost × 100. Rework cost sourced from four signals: backcharges (CE/CCO with rework change_reason, deduplicated via GREATEST), direct costs (WBS-coded rework), budget modifications (to rework-coded lines), and observation/punch item linkage. Conservative total: ~$4.8B structured; with NLP: ~$5.8B.","CII (Construction Industry Institute) rework benchmarks; typical 5–15% of project cost","Industry benchmark: 5–15% of project cost; best-in-class: < 3%","Derived from: change_events, commitment_change_orders, direct_costs, budget_modifications (all via rework codes + NLP)","Medium — requires multi-surface cost model combining financial instruments with quality record signals",Compare rework cost % across project types and value bands to benchmark quality management effectiveness,"From insight #1 (Rework Cost). CE→CCO deduplication is CRITICAL — use GREATEST(CE, CCO), never sum. Four independent cost surfaces. 40,441 projects across all surfaces. Tiered design: Tier 1 (activity only) 65%, Tier 2 (partial cost) 15%, Tier 3 (full cost) 20%."
Standard Measures,Observation Resolution Time,"Average elapsed time from observation creation to closure — measures how quickly quality and safety findings are addressed. Formula: Closed Date − Created Date (in business days). Can be segmented by category (Quality vs. Safety), type_name (severity), and responsible vendor.","Company-specific SLA targets; ISO 9001 corrective action timeliness","Typical: 3–14 days for routine findings; > 30 days for complex corrective actions","Derived from: observation (created_at, closed_at, category, vendor_id)","High — computed from observation timestamps and status",Compare observation resolution time by category and severity to benchmark responsiveness,"Resolution time by vendor reveals subcontractor responsiveness to quality/safety findings. Safety observations should resolve faster than quality observations due to hazard urgency."
Standard Measures,Inspection Pass Rate,"Percentage of inspections that pass on first attempt — measures work quality at the point of formal examination. Formula: Passed Inspections / Total Inspections × 100 (or at item level: Conforming Items / Total Items). First-pass yield is a stronger quality signal than overall pass rate.","ISO 9001 first-pass yield; Six Sigma quality metrics","Typical: 85–95% first-pass rate; < 80% indicates systemic quality issues","Derived from: inspections (result/status), inspection_items (status counts)","High — computed from structured inspection and inspection_items status fields",Compare first-pass inspection rate across inspection types and project types,"First-pass yield by inspection type reveals which quality gates catch the most deficiencies. Pre-cover and pre-pour inspections with low pass rates signal workmanship issues in hidden work."
