Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Workflow Patterns,Sequential Approval,"Approvers review in a defined order — each must act before the next receives the item. Ensures layered review (PM → Architect → Owner). Most formal and slowest pattern.","AIA A201 (review sequence); PMI","Budget change: PM → Controller → Exec. CO: PM → Owner.","Procore; Sage 300; Viewpoint; Newforma; Aconex","Medium — workflow_steps tables define sequence for some records (owner_invoice ready), but most workflow tables not in gold layer","Compare sequential chain length to cycle time — each additional step adds measurable days","In Procore, sequential approval is configured per record type. The number of steps varies by company configuration."
Workflow Patterns,Parallel Review,"Multiple reviewers evaluate simultaneously — all must respond before the workflow advances. Faster than sequential but requires all parties to be available. Common on design submittals with multiple discipline reviewers.","AIA A201 (simultaneous review); DBIA","Structural + MEP + Architectural review on shop drawings","Procore; Bluebeam; Newforma; Submittal Exchange","Medium — submittal_approvers supports parallel reviewer assignment, but parallel vs. sequential distinction isn't always explicit","Parallel review effectiveness depends on reviewer response time variance — one slow reviewer negates the parallel benefit","submittal_approvers tracks individual reviewer responses. Parallel patterns can be inferred when multiple approvers have the same sequence position."
Workflow Patterns,Submit and Approve,"Single submission followed by one or more approval decisions. The simplest and most common construction workflow pattern — the creator sends, the reviewer decides.","AIA A201; AGC; DBIA","Submittal → Approved. CO → Approved. Invoice → Paid.","Procore; Sage 300; Viewpoint; CMiC; Bluebeam; PlanGrid","High — basic status field pattern on virtually every record type in Procore","Submit-and-approve cycle time is the most universally comparable workflow metric","This is the default pattern. More complex patterns (sequential, parallel) are variations on this base."
Workflow Patterns,Review and Respond,"A question or information request requiring a formal written response. The RFI pattern — question asked, answer provided, response becomes part of the project record. Response may have cost/schedule impact.","AIA A201 (RFI procedures); AGC; ConsensusDocs","RFI: Question → Response → Closed. Correspondence: Sent → Replied → Archived.","Procore; Newforma; PlanGrid; Aconex; Oracle Unifier","High — RFI workflow fully structured with question, response, BIC, predicted_topic, cost/schedule impact tracking","Review-and-respond metrics (volume, cycle time, cost impact rate) are among the strongest project health indicators","RFIs are the most structured Review & Respond implementation. Correspondences follow a similar pattern with less structure."
Workflow Patterns,Inspect and Disposition,"Field evaluation of installed work against defined criteria, resulting in a conforming/deficient judgment. The quality assurance pattern — inspector walks the work, checks each item, renders a disposition.","ISO 9001; OSHA; IBC; NFPA","Inspection: Uninspected → Conforming/Deficient. Observation: Open → Closed.","Procore; PlanGrid; Fieldwire; BIM 360 Field","High — inspection_items with structured status (Conforming/Deficient/Not Applicable), observations with workflow_status","Inspect-and-disposition pass rates by trade, phase, and template type are core quality benchmarks","The inspect-and-disposition pattern generates the richest quality signal when combined with keyword analysis on item names."
Workflow Patterns,Create and Close,"Simplest lifecycle: an item is created, worked on, and closed. No formal approval chain — the responsible party resolves and closes. The punch list and field finding pattern.","AIA A201 (punch list procedures); AGC","Punch: Open → In Progress → Closed. Observation: Open → Ready for Review → Closed.","Procore; PlanGrid; Fieldwire; BIM 360 Field","High — punch items and observations have structured workflow_status with clear create-to-close lifecycle","Create-to-close cycle time by priority, trade, and category reveals field responsiveness","Simple but high-volume. Punch items (~22.3M records) and observations (~1.3M) generate massive workflow data for benchmarking."
Workflow Patterns,Multi-Stage Financial Review,"A change progresses through independent budget, cost, and revenue stages — each with its own approval status. The change management pattern where a single event triggers parallel financial workflows across different ledgers.","AACE 10S-90; PMI PMBOK; AIA A201","Budget stage: Open → Approved → Closed. Cost stage: Pending → Approved. Revenue stage: Active → Complete.","Procore; Sage 300; Viewpoint; CMiC; Oracle Unifier","High — budget_stage_status, cost_stage_status, revenue_stage_status columns on change event line items with structured values","Cross-stage velocity (how fast changes move from budget recognition to cost commitment to revenue billing) reveals financial process maturity","Three independent stage statuses on each CE line item. Some stages may be skipped (e.g., no revenue stage if not billing T&M)."
"--- FINANCIAL WORKFLOW STAGES: multi-stage lifecycle tracking for change management ---",,,,,,,,
Financial Workflow Stages,Budget Stage,"The budget approval phase of a change event — tracks whether the budget impact has been formally recognized and approved. First stage in the three-stage financial workflow. Controls whether the project budget is adjusted.","AACE 10S-90; PMI PMBOK Cost Management","Open, Approved, Closed","Procore; Sage 300; Viewpoint; CMiC","High — budget_stage_status is a structured column on change event line items","Budget stage approval velocity reveals how quickly orgs recognize cost changes — slow recognition creates hidden overruns","budget_stage_in_status_since tracks dwell time. Budget stage can be approved while cost/revenue stages remain pending."
Financial Workflow Stages,Cost Stage,"The cost commitment phase of a change — tracks whether costs have been formally committed to subcontractors or vendors via change orders. Second stage. Controls whether the commitment is updated.","AACE 10S-90; PMI PMBOK","Pending, Approved, Rejected","Procore; Sage 300; Viewpoint; CMiC","High — cost_stage_status is a structured column on change event line items","Cost stage lag (time from budget approval to cost commitment) reveals procurement bottleneck duration","cost_stage_in_status_since tracks dwell time. The CE→CPCO→CCO chain is the Procore path from cost stage to executed change order."
Financial Workflow Stages,Revenue Stage,"The owner billing phase of a change — tracks whether the approved change has been incorporated into owner invoicing. Third and final stage. Controls whether the GC bills the owner for the change.","AACE 10S-90; AIA G702/G703","Active, Complete","Procore; Sage 300; Viewpoint; CMiC","High — revenue_stage_status is a structured column on change event line items","Revenue stage completion rate reveals billing capture — incomplete revenue stages mean approved changes not yet billed","revenue_stage_in_status_since tracks dwell time. Not all changes have a revenue component (e.g., backcharges deducted, not billed)."
Financial Workflow Stages,Change Event Lifecycle,"The end-to-end progression of a change from identification through budget recognition, cost commitment, and revenue billing. The composite view across all three financial stages for a single change event.","AACE 10S-90; PMI PMBOK Integrated Change Control","Identified → Budget Approved → Cost Committed → Revenue Billed → Closed","Procore; Sage 300; Viewpoint; CMiC; Oracle Unifier","High — change_event_status plus three stage statuses provide full lifecycle visibility. mapped_to_status normalizes.","Full lifecycle velocity (identification to close) is the ultimate change management efficiency metric","mapped_to_status normalizes domain-specific statuses for cross-record comparison. Use mapped_to_status != 'void' to exclude voided changes."
Financial Workflow Stages,Mapped Status,"A standardized status field that normalizes domain-specific statuses into a common vocabulary for cross-record comparison. Allows consistent filtering and aggregation across record types that use different status taxonomies.","Internal normalization (not an industry standard)","Open, Pending, Approved, Closed, Void","Procore","Medium — mapped_to_status exists on change events but is not universally applied across all record types","Enables cross-record-type workflow analysis by providing a common status vocabulary","Procore-specific normalization field. Other systems achieve this through status mapping configurations. Essential for UCDM analytics that span record types."
"--- ELECTRONIC SIGNATURE WORKFLOWS: digital signing overlays on standard approval chains ---",,,,,,,,
Electronic Signature Workflows,E-Signature Request,"A digital signing request sent through an integrated e-signature platform (e.g., DocuSign). Overlays the standard approval workflow — the record's internal status and the e-signature status track independently.","ESIGN Act; UETA; eIDAS (EU)","Sent, Delivered, Viewed, Signed, Completed, Declined, Voided","Procore (DocuSign integration); PlanGrid; Autodesk Build; Aconex","Medium — docusign_status field on commitments, commitment COs, and potential COs. Integration exists but not all records use it.","E-signature adoption rate and signing cycle time benchmark digital transformation maturity","docusign_status tracks the e-sign lifecycle independently from the record's approval status. Both must be 'complete' for full execution."
Electronic Signature Workflows,E-Signature Ball in Court,"The signer currently expected to act on a digital signature request. Mirrors the construction ball-in-court concept within the e-signature workflow — identifies who is holding up execution.","ESIGN Act; UETA","Sent (awaiting view), Delivered (viewed, not signed), Completed (signed)","Procore (DocuSign integration); Autodesk Build; Aconex","Medium — docusign_ball_in_court_status field on commitments and change orders. Tracks per-signer status.","E-signature BIC aging reveals which signers delay contract execution — useful for identifying organizational bottlenecks","Separate from the main BIC tracking. A record can have ball-in-court with an architect for review while simultaneously having e-signature BIC with an owner for execution."
"--- STANDARD MEASURES: KPIs and metrics derived from workflow and status data ---",,,,,,,,
Standard Measures,Average Approval Cycle Time,"Mean elapsed time from formal submission to final approval decision. The primary workflow efficiency metric. Formula: AVG(approval_date - submitted_date) in business days. Segment by record type, reviewer, and project phase.","PMI PMBOK (schedule performance); AIA A201 (response time standards)","RFIs: 7-14 days. Submittals: 14-21 days. COs: 14-30 days.","Procore; P6; Newforma; Aconex","High — computable from native date fields on RFIs, submittals, change orders, and most approval records","Core benchmark: compare cycle times across projects, companies, and record types to identify best-in-class performers","Exclude Draft and Void records. Use business days (exclude weekends). Filter by ball-in-court party for accountability attribution."
Standard Measures,Overdue Rate,"Percentage of records that exceed their due date before reaching the expected next state. Formula: COUNT(overdue_records) / COUNT(records_with_due_dates). Segment by record type and responsible party.","PMI PMBOK (schedule variance)","RFIs: 10-25% overdue typical. Submittals: 15-30% overdue typical.","Procore; Newforma; PlanGrid","High — overdue flag on submittals, due_date_variance on RFIs, computable on any record with due_date","Overdue rates by party type reveal systemic bottlenecks — architect overdue rate vs. sub overdue rate","Use native overdue boolean on submittals. For RFIs, use due_date_variance > 0. For other records, compute from due_date vs. status transition date."
Standard Measures,First-Pass Approval Rate,"Percentage of submissions approved on first review without requiring revision or resubmission. Formula: COUNT(approved_first_pass) / COUNT(total_submissions). Higher rate = better pre-submission quality.","ISO 9001 (first-pass yield); Six Sigma","Submittals: 60-80% first-pass typical. COs: 85-95%.","Procore; Newforma; Bluebeam; Submittal Exchange","Medium — requires tracking revision count or submission cycle number. Procore tracks submittal revisions but not universally.","First-pass rates by trade, spec section, and project phase identify where coordination quality is strongest and weakest","Requires identifying the first submission vs. resubmissions. On submittals, revision number tracks this. On other records, may need to count status transitions."
Standard Measures,Resubmission Rate,"Percentage of submissions that are rejected or returned for revision before eventual approval. Formula: COUNT(rejected_or_returned) / COUNT(total_submissions). The inverse complement of first-pass approval.","ISO 9001; PMI","Submittals: 20-40% resubmission typical. High-complexity: 30-50%.","Procore; Newforma; Bluebeam; Submittal Exchange","Medium — computable from status history showing Rejected or Revise and Resubmit transitions","Resubmission rates by spec division reveal which building systems generate the most design coordination churn","Track not just rate but resubmission count per item. 1 resubmission = normal. 3+ = systemic coordination failure. Cross-reference with CSI division."
Standard Measures,Ball-in-Court Aging,"Average time a record sits with the current responsible party before action is taken. Formula: AVG(current_date - bic_assignment_date) for active records. Identifies the slowest link in the workflow chain.","PMI PMBOK; AGC (accountability metrics)","Architect: 5-10 days avg. GC PM: 2-5 days avg. Owner: 7-14 days avg.","Procore; Newforma; Aconex","High — rfis_bic and submittal_ball_in_courts tables track BIC history with timestamps","BIC aging by party type is the most actionable accountability metric — names the bottleneck","Compute from BIC assignment timestamp to response/transition timestamp. Current active BIC aging = current_date - last_bic_change."
Standard Measures,Status Dwell Time,"Average time a record spends in each status before transitioning to the next state. Identifies which statuses are bottlenecks in the workflow. Formula: AVG(next_status_date - current_status_date) per status.","PMI PMBOK (process efficiency); Lean (waste identification)","Draft: 2-5 days. Pending: 3-7 days. Under Review: 5-14 days.","Procore; Newforma; Aconex","Medium — requires status change history. Available through changelog or *_in_status_since fields on financial records.","Dwell time heat maps by status and record type reveal exactly where workflows stall — actionable process improvement","Financial records have *_in_status_since columns (e.g., budget_stage_in_status_since). Other records require changelog analysis."
Standard Measures,Workflow Completion Rate,"Percentage of records that reach a terminal state (Closed, Approved, Complete) vs. remaining active or stalled. Formula: COUNT(terminal_status) / COUNT(total_created) over a time period.","PMI PMBOK (project closure)","Punch items: 85-95% close rate. RFIs: 90-98%. Submittals: 80-90%.","Procore; P6; Newforma; PlanGrid","High — computable from status fields on all record types","Completion rates by project phase reveal whether teams close items or let them accumulate — backlog growth signals project health risk","Filter by creation date cohort to track completion curves over time. Exclude Void from numerator but include in denominator."
Standard Measures,Escalation Rate,"Percentage of workflow items that require elevation to a higher authority because the assigned party failed to act within the allowed time. Formula: COUNT(escalated) / COUNT(total_actionable). Higher rate = more workflow friction.","PMI PMBOK (issue escalation)","5-15% escalation rate typical on well-run projects. >25% signals systemic problems.","Newforma; Aconex; Oracle Unifier","None — Procore does not track escalation events natively. Must be inferred from BIC changes after overdue threshold.","Escalation rates benchmark process discipline — low rates indicate responsive teams, high rates indicate capacity or authority problems","Since Procore lacks native escalation, approximate by identifying BIC reassignments that occur after the due date has passed."
