Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Requests & Clarifications,Request for Proposal (RFP) / Pricing Request,"Formal request from GC to subcontractor or supplier for pricing on a change, additional work, or alternate scope. Not the same as a bid-phase RFP — this is a construction-phase pricing exercise. Includes scope description, affected drawings/specs, and requested response date. The returned proposal becomes a cost input to the change management process.","No universal standard; follows company/contract procedures","RFP for change pricing, T&M request, Unit price request, Alternate pricing","Procore (request_for_quotes table), email, Excel, company-specific forms","Medium — request_for_quotes, request_for_quote_quotes, and request_for_quote_responses tables exist and are Ready. Structured with quotes and responses.","RFP turnaround time; number of quotes received per RFP; pricing variance between quotes","LINKED_TO change events. The response (quote) feeds into change event line items for cost estimation. ASSIGNED_TO subcontractors for their scope. Pricing velocity affects change management cycle time."
"--- SUBMITTALS & APPROVALS: product and fabrication data submitted for design team review ---",,,,,,,,
Submittals & Approvals,Submittal,"Formal submission of product data, shop drawings, samples, or other documentation to the design team for review and approval before procurement or installation. Every specified material requires a submittal. Submittals have a structured workflow: created → submitted → under review → approved/rejected/revise & resubmit. Ball-in-court tracking identifies the current responsible party. Submittal titles describe the specific product or material.","CSI standards, AIA A201 §3.12 (Shop Drawings, Product Data, Samples), spec section Part 1.3 (Submittals)","Approved, Approved as Noted, Revise and Resubmit, Rejected, Submitted, Under Review, Draft, Closed; Types: Shop Drawing, Product Data, Sample, Test Report, Closeout, O&M Manual","Procore, Submittal Exchange, PlanGrid, Newforma, Aconex, Bluebeam (for review markups)","High — submittals table is highly structured and widely adopted. Fields: title (product description), status, specification_section_id, overdue flag, due_date, submitted_date, approved_date, ball_in_court, type, received_date, actual_delivery_date (1% populated), required_on_site_date (6% populated). Companion tables: submittal_approvers, submittal_ball_in_courts, submittal_distributions. 15K+ cos with overdue data.","Submittal volume per project; approval cycle time; overdue rate; revise-and-resubmit rate; submittals per spec section; approval time by reviewer","The primary material and product documentation pathway. Submittal titles are the strongest material signal in Procore — every material is specified through a submittal. REFERENCES spec sections (specification_section_id). PRECEDES procurement and installation. Overdue submittals are a leading indicator of material delays."
Submittals & Approvals,Submittal Response / Review,"The design team's review action on a submittal — approve, approve as noted, reject, or revise and resubmit. Reviewer markups on shop drawings are binding design modifications. 'Approved as Noted' is the most common disposition — the notes become part of the contract documents. The review cycle (submit → review → resubmit if needed → re-review) can take 2-6 weeks per round.","AIA A201 §4.2.7 (Review of Submittals)","Approved, Approved as Noted, Rejected, Revise and Resubmit, No Exception Taken, Make Corrections Noted","Procore, Submittal Exchange, Bluebeam, Newforma","High — submittal_approvers table tracks each reviewer's action, response date, and approval status. submittal_ball_in_courts tracks current responsible party.","Review cycle time (submit to approval); rejection rate; resubmittal rate; reviewer response time","RESPONDS_TO the submittal. Review duration is a key schedule metric — slow reviews delay procurement. Multiple reviewer chains (sub → GC → architect → engineer) compound delay. APPROVED_AS status drives procurement release."
Submittals & Approvals,Shop Drawing,"A subcontractor-prepared or fabricator-prepared detailed drawing showing dimensions, connections, materials, and fabrication details for their specific scope — submitted for design team review. Shop drawings translate design intent into constructable details. Steel connections, curtain wall anchoring, precast panel layouts, and MEP coordination drawings are among the most complex and schedule-critical.","AIA A201 §3.12, AISC Code of Standard Practice (steel), PCI (precast)","Structural steel connection details, Curtain wall anchor layouts, Precast panel elevations, Mechanical coordination drawings, Electrical riser diagrams, Plumbing isometrics","Procore (as submittal), Bluebeam, SDS/2 (steel), AutoCAD/Revit (subcontractor), Tekla","High — tracked as submittal records in Procore. Shop drawing submittals are among the highest-volume and most tracked. Title field identifies the scope.","Shop drawing turnaround time by trade; revision count; approval cycle length for structural vs. MEP vs. architectural","TYPED_AS a submittal. Shop drawings are where design errors surface — discrepancies between design drawings and shop drawings generate RFIs. Steel shop drawings are typically critical path. DESIGNED_BY subcontractor/fabricator, APPROVED_AS by architect/engineer."
Submittals & Approvals,Product Data Submittal,"Manufacturer's published literature, cut sheets, performance data, and test reports submitted to demonstrate that a specific product meets specification requirements. Less complex than shop drawings but higher volume — every specified product needs a product data submittal. Submittal includes model numbers, finishes, dimensions, and performance ratings.","CSI submittals classification, ASTM/UL/FM test standards referenced in specs","Fixture cut sheets, Equipment performance data, Material safety data sheets (SDS), Manufacturer warranties, Test/certification reports","Procore (as submittal), Submittal Exchange, Newforma, manufacturer websites","High — tracked as submittal records. Product data submittals are the highest-volume submittal type on most projects.","Product data submittal volume; cycle time vs. shop drawings; rejection rate by spec section","TYPED_AS a submittal. Product data drives the procurement pipeline — approved product data triggers purchase orders. SPECIFIES the exact product that will be installed. REFERENCES spec sections for compliance."
Submittals & Approvals,Sample Submittal,"Physical material sample submitted for design team review and approval — colors, textures, finishes, and material quality. Includes mockup panels, paint samples, flooring tiles, stone selections, hardware finishes. Physical samples must be delivered and reviewed in person, adding logistics complexity. Approved samples become the standard for field acceptance.","AIA A201 §3.12 (Samples)","Paint color samples, Flooring samples, Stone/tile samples, Hardware finish samples, Curtain wall mockup, Brick/masonry sample panel","Procore (as submittal), physical delivery + in-person review","Medium — tracked as submittal records in Procore, but the physical sample review component is outside the system. Approval status is captured; the physical sample itself is not.","Sample submittal count per project; sample approval cycle time; sample-to-installation lead time","TYPED_AS a submittal. Samples are the quality standard — field work is accepted or rejected based on approved sample. Mockup panels for exterior enclosure are expensive and schedule-critical. GOVERNS installation quality for visual trades (paint, tile, masonry)."
"--- CORRESPONDENCE & NOTICES: formal communications between project parties ---",,,,,,,,
Correspondence & Notices,Correspondence,"Formal written communication between project parties — letters, emails tracked as project records, and notices that require acknowledgment or response. Correspondence types are configurable per project (letters, notices, memos, transmittals). Each has sender, recipient(s), date, subject, and response tracking. Used for contractual notifications, design directives, schedule notices, and claims documentation.","AIA A201 (various notice provisions), contract-specific notice requirements","Letter, Notice, Memo, Transmittal, Email (tracked), Owner Directive, Claim Notice, Delay Notice, Change Directive","Procore, Newforma, Aconex, email (unstructured), physical mail","High — correspondences table with structured type (via correspondence_types), status, assignees, responses. correspondence_responses tracks reply chain. correspondence_types defines the taxonomy per project. Ready for import.","Correspondence volume by type; response time; notice frequency (delay notices, change directives)","Correspondence is the contractual communication backbone. Delay notices, claim notices, and change directives have legal significance. DOCUMENTS project decisions and directives. ASSIGNED_TO responsible parties for response. Types are configurable per project — cross-project normalization required."
Correspondence & Notices,Transmittal,"Cover document accompanying a package of drawings, specifications, submittals, or other documents sent between parties. Records what was sent, to whom, when, and for what purpose (for review, for approval, for information, for construction). The transmittal itself is not the content — it's the record of transmission. Increasingly replaced by digital distribution but still required on many projects.","AIA G810 (Transmittal Letter)","For Review, For Approval, For Information, For Construction, For Record, As Requested","Procore (as correspondence type), Newforma, Bluebeam, Aconex, paper forms","Medium — tracked as a correspondence type in Procore. Not a separate table — uses the correspondences framework with a 'Transmittal' type.","Transmittal volume; documents per transmittal; transmittal acknowledgment time","CONTAINS document references. The metadata layer on document distribution. Being replaced by digital distribution (Procore's built-in document sharing) but still contractually required on many projects."
Correspondence & Notices,Notice of Delay,"Formal written notification that a delay event has occurred or is anticipated — required by most contracts within a specified timeframe (often 7-14 days) to preserve delay claim rights. Must identify the cause, affected activities, anticipated duration, and responsible party. Failure to provide timely notice can waive the right to a time extension or delay damages.","AIA A201 §15.1.6 (Claims for Additional Time), ConsensusDocs 200 §6.3","Weather delay notice, Material delay notice, Owner-caused delay notice, Design delay notice, Force majeure notice, Differing conditions notice","Procore (as correspondence), email, AIA forms, contract-specific forms","Low — no dedicated delay notice table. Tracked as correspondence with a 'Notice' or custom type. The structured delay data lives in daily_log_delay, not in the notice itself.","Delay notice frequency; notice-to-time-extension conversion rate; average days between event and notice","Contractually critical — late notice can waive claims. TRIGGERED_BY delay events (daily_log_delay). BECOMES basis for time extension requests and change orders. REFERENCES schedule activities and delay analysis."
Correspondence & Notices,Change Directive / Construction Change Directive (CCD),"Owner-issued directive requiring the contractor to proceed with changed work before the cost and time impact is agreed upon. Used when urgency prevents waiting for a negotiated change order. The contractor must proceed but preserves the right to dispute cost and time later. This is NOT a change order — it's a unilateral directive.","AIA A201 §7.3 (Construction Change Directives), AIA G714","CCD-001, CCD-002; Proceed immediately; Cost to be determined; Time impact TBD","Procore (as correspondence or site instruction), AIA forms, email","Low — no dedicated CCD table. Typically entered as correspondence, site instruction, or tracked in change events. Cost implications flow through change_events.","CCD frequency; CCD-to-change-order resolution time; disputed CCD rate","Contentious document — contractor must comply but may dispute cost. TRIGGERS change events. ORIGINATED_FROM owner or design team. BECOMES negotiated change order when cost/time is agreed. The gap between CCD issuance and CO agreement is where disputes live."
"--- MEETING RECORDS: formal records of project decisions and commitments ---",,,,,,,,
Meeting Records,Meeting,"Formally scheduled project meeting with defined attendees, agenda, and documented outcomes. Meetings are the primary decision-making forum on construction projects. Common types: OAC (Owner-Architect-Contractor), progress, coordination, safety, preconstruction. Meeting frequency and attendee mix vary by project phase.","No universal standard; governed by contract and project-specific requirements","OAC Meeting, Progress Meeting, Coordination Meeting, Safety Meeting, Preconstruction Meeting, Subcontractor Meeting, Scheduling Meeting, Closeout Meeting","Procore, Microsoft Teams/Outlook, Google Calendar, Newforma, paper minutes","High — meeting table tracks meeting records with title, date, location, status, attendees. meeting_attendee tracks participation. Structured and widely adopted.","Meeting frequency by type; attendee count; action item generation rate per meeting","Meetings are where DOCUMENTS relationship is strongest — meeting minutes document decisions, commitments, and action items. CONTAINS meeting items (agenda/action items). Regular meeting cadence is a project health indicator."
Meeting Records,Meeting Minutes / Meeting Item,"Individual agenda item or action item within a meeting — captures topic, discussion, responsible party, due date, and status. Meeting items carry forward between meetings (rolling action item log). Items can be categorized by topic (schedule, budget, safety, quality, design). The meeting minutes document is the formal record of what was discussed and decided.","AIA G712 (Project Meeting Minutes form)","Open, Closed, In Progress, Carried Forward; Categories: Schedule, Budget, Design, Safety, Quality, Closeout, General; Priority: Normal, High, Critical","Procore, Microsoft Word, Newforma, meeting-specific apps","High — meeting_item table tracks individual items with description, status, assignees (meeting_item_assignee), due dates, and category. Items carry forward across meetings. Well-structured.","Open action items per meeting; action item aging; closure rate; items by category","ASSIGNED_TO responsible parties for action. Action items that stay open across multiple meetings signal blocked issues. LINKED_TO other project records (RFIs, submittals, change events) when items reference them. Meeting minutes are admissible as project records in disputes."
"--- FIELD COMMUNICATIONS: information created and exchanged during daily construction operations ---",,,,,,,,
Field Communications,Daily Report / Daily Log,"Comprehensive daily site record compiled by the superintendent or project engineer — combines weather, manpower, equipment, deliveries, visitors, delays, notes, safety violations, and work performed into a single daily project narrative. The daily report is the legal record of what happened on site each day. In a dispute, daily reports are the most-referenced project document.","No universal standard; contractually required on most projects; OSHA recordkeeping requirements for safety events","One report per project per day; sections: Weather, Manpower, Equipment, Deliveries, Delays, Notes, Safety, Visitors, Scheduled Work, Productivity","Procore (20+ daily_log_* tables), Raken, FieldWire, Excel, paper forms","High — Procore has the most comprehensive daily log system in the industry: daily_log_note, daily_log_manpower, daily_log_equipment, daily_log_delivery, daily_log_delay, daily_log_safety_violation, daily_log_visitor, daily_log_waste, daily_log_phone_call, daily_log_plan_revision, daily_log_scheduled_work, daily_log_productivity, daily_log_observed_weather_condition, daily_log_construction_reports. All Ready.","Daily log completion rate; entries per log section; projects with consistent daily logging; delay days logged per project","The richest daily data source in construction. DOCUMENTS field activity for every project day. daily_log_delay.delay_type is a structured enum (Weather, Material, Safety, etc.). daily_log_manpower.trade_name is the most direct trade signal. Cross-domain: feeds schedule variance, safety tracking, and productivity analysis."
Field Communications,Daily Log Note,"Free-text field observation entered as part of the daily log — captures site conditions, work progress, issues, coordination problems, or any noteworthy event that doesn't fit structured log categories. Notes may be flagged as issue days. Attachments (photos) can be linked. Notes are the unstructured narrative complement to the structured log sections.","No standard; company/project specific","Free-text observations; is_issue_day flag; photo attachments; keyword-rich descriptions of site conditions","Procore (daily_log_note), Raken, paper logs","High — daily_log_note table with comment field, is_issue_day flag, attachments. Widely used. ~130K+ Tier 1 records for keyword-based signals (rework, shortage, etc.).","Note volume per project; issue-day frequency; keyword hit rates for specific topics (rework, material shortage, design issue)","Primary NLP signal source. Keywords in daily log notes identify rework (~130K records), material shortages (0.09% hit rate for 'shortage'), design issues, and schedule concerns. DOCUMENTS daily field conditions. Low structured value but high NLP potential."
Field Communications,Site Instruction,"Written directive from the GC superintendent or project manager to a subcontractor or crew — directs specific field action. Site instructions address means and methods, sequence changes, safety corrections, or quality requirements. They are NOT design changes (those come from the architect via ASI). Site instructions are GC-to-sub directives.","No universal standard; governed by subcontract terms","Directive to correct work, Sequence change, Safety correction, Access restriction, Work area assignment, Temporary protection requirement","Procore (site_instructions table), paper forms, email","Medium — site_instructions table exists and is Ready. Has title, description, status, assignees, distribution list, cost impact fields. Less widely adopted than RFIs or submittals but structured when used.","Site instruction volume per project; instruction-to-change-order rate; instructions by trade","ASSIGNED_TO subcontractors. ORIGINATED_FROM field conditions, safety concerns, or coordination issues. If a site instruction changes scope, it may TRIGGER a change event. Important for documenting GC directives vs. design team directives."
Field Communications,Phone Call Log,"Record of field phone calls tracked as part of the daily log — documents who called whom, subject, and outcome. Captures communications that don't have a formal paper trail. Historically important for documenting verbal directions and commitments on construction sites.","No standard","Caller, recipient, subject, notes, date/time","Procore (daily_log_phone_call), paper logs","Medium — daily_log_phone_call table exists and is Ready. Structured fields for caller, recipient, subject, notes. Adoption varies — not all projects track phone calls.","Phone call log volume; calls per day; percentage of projects using phone call tracking","Declining in relevance as text/email replaces phone calls. Still used on some projects to document verbal directions. DOCUMENTS verbal communications that may have contractual significance."
Field Communications,Plan Revision Notice,"Field-level record that a new drawing revision has been received and acknowledged on the jobsite. Ensures the construction team is working from current documents. Tracked in the daily log as a notification event — which drawings were updated, when received, and who was notified.","No standard; best practice for document control","Drawing number, revision number, date received, distributed to","Procore (daily_log_plan_revision), field document control logs","Medium — daily_log_plan_revision table exists and is Ready. Captures the field receipt of drawing revisions. Links to drawing_revision records.","Plan revision receipt frequency; time from issuance to field receipt; drawings updated per revision notice","LINKED_TO drawing_revision records. Ensures field teams are working from current documents. Late distribution of revised drawings is a common cause of rework. FOLLOWS the drawing revision event."
"--- ACTION PLANS & TASKS: structured work assignments and tracking ---",,,,,,,,
Action Plans & Tasks,Action Plan,"Structured set of tasks with assignments, due dates, and completion tracking — used for punch list management, commissioning tasks, closeout activities, safety action items, or any coordinated work sequence. Action plans have approval workflows and completion notifications. Each plan contains line items (tasks) that are individually assigned and tracked.","No universal standard; project-specific","Punch List Action Plan, Commissioning Action Plan, Safety Corrective Action Plan, Closeout Action Plan, Pre-Occupancy Action Plan","Procore (action_plan, action_plan_line_item tables), Excel, Microsoft Planner, Asana","High — action_plan and action_plan_line_item tables are structured with approvers, assignees, status, due dates, references to other records, and completion tracking. Custom fields supported. Companion tables: action_plan_approver, action_plan_completed_receiver, action_plan_line_item_assignee, action_plan_line_item_record, action_plan_line_item_reference.","Action plan count per project; task completion rate; overdue task rate; average days to complete","CONTAINS action plan line items. Action plans are the execution layer that converts identified issues (observations, punch items, inspection deficiencies) into tracked remediation work. LINKED_TO other records via action_plan_line_item_record and action_plan_line_item_reference."
Action Plans & Tasks,Action Plan Line Item (Task),"Individual task within an action plan — a specific work item assigned to a responsible party with a due date and status. Tasks can reference other project records (observations, punch items, RFIs) and have their own assignees distinct from the plan-level assignment. Completion requires sign-off per the plan's approval workflow.","No standard","Not Started, In Progress, Complete, Blocked; Priority: Normal, High, Urgent","Procore (action_plan_line_item), Excel task lists, project management tools","High — action_plan_line_item table with status, assignees, due dates, and cross-references to other records. action_plan_line_item_assignee tracks responsibility. action_plan_line_item_record links to source issues.","Task completion rate; average days to complete; overdue rate; tasks per assignee","ASSIGNED_TO responsible parties. LINKED_TO source records (the observation, punch item, or deficiency that created the task). The task is the atomic unit of tracked remediation work."
Action Plans & Tasks,Project Task,"General-purpose task tracked at the project level — not tied to an action plan. Used for ad-hoc work items, reminders, and assignments that don't fit the formal action plan structure. Lighter weight than action plan tasks but less structured.","No standard","Open, Complete; Assigned to individual; Due date","Procore (task table), email reminders, personal task managers","Medium — task table exists and is Ready. Simple structure with status, assignee, due date, and description. Less adoption than action plans.","Task volume per project; completion rate; overdue rate","Simpler than action plan line items. Used for ad-hoc coordination. Less cross-referencing to other project records."
"--- VISUAL DOCUMENTATION: photos, videos, and visual records of site conditions ---",,,,,,,,
Visual Documentation,Photo,"Photograph documenting site conditions, work progress, quality issues, safety hazards, or installed work. Photos are attached to locations, observations, inspections, daily logs, and punch items. Geotagged and timestamped photos are increasingly used as legal evidence of conditions. Photo management is one of the highest-volume documentation activities on a project.","No standard; ASTM E1020 (Standard Practice for Reporting Photographic Documentation)","Progress photos, Quality documentation, Safety hazard, Pre-existing condition, Punch item photo, Inspection photo, Delivery photo, Weather condition","Procore (photo table), PlanGrid, OpenSpace, HoloBuilder, smartphone cameras, drones","High — photo table is structured with title, description, location, date, trade, category. Photos can be attached to observations, punch items, inspections, and daily logs via attachment tables. Very widely adopted.","Photo volume per project; photos per day; photos by category; percentage of observations with photos","ATTACHED_TO nearly every other document type (observations, punch items, inspections, daily logs). Photos are the visual evidence layer — they prove conditions at a point in time. LOCATED_AT specific locations. DOCUMENTS field conditions."
Visual Documentation,Video,"Video recording of site conditions, work-in-progress, or safety events. Increasingly used for progress documentation (time-lapse), drone flyovers, quality recording (concrete pours, waterproofing installation), and safety incident documentation. 360-degree video enables virtual site walks.","No standard","Progress time-lapse, Drone flyover, Work-in-progress recording, Safety event recording, Quality documentation, Pre-existing condition survey","Procore (as photo/attachment), OpenSpace, Matterport, DroneDeploy, HoloBuilder, smartphone video","Low — no dedicated video table. Videos stored as attachments to photos, observations, or daily logs. No structured metadata specific to video (duration, camera location, etc.).","Video documentation frequency; percentage of projects with drone documentation","Growing in importance with drone and 360-camera adoption. DOCUMENTS conditions with richer context than photos. CAPTURED_BY drones, 360 cameras, or body cameras. Storage and retrieval at scale remains a challenge."
"--- REGULATORY & COMPLIANCE DOCUMENTS: records required by authorities and regulations ---",,,,,,,,
Regulatory & Compliance Documents,Permit Application / Building Permit Record,"Documentation submitted to and received from regulatory authorities — building permit applications, permit issuance records, permit conditions, and inspection cards. Tracks permit status from application through issuance. Critical path item — construction cannot start without a building permit.","IBC (International Building Code), local building codes, local permit application requirements","Applied, Under Review, Approved, Issued, Conditional, Expired; Permit types: Building, Electrical, Plumbing, Mechanical, Fire Protection, Demolition","Procore (as form or document), city/county permitting portals, paper applications","Low — no dedicated permit table. Permits tracked as forms, documents, or custom fields on projects. The permit itself lives in the jurisdiction's system, not in Procore.","Permit application-to-issuance time; permit revision count; conditional permit frequency","DEPENDS_ON design document completion. ENABLES construction activities. Permit conditions may restrict work hours, noise, traffic, or require specific inspections. GOVERNS what can be built. Cross-domain: LINKED_TO phases (permitting phase) and regulatory authorities."
Regulatory & Compliance Documents,Certificate of Insurance (COI),"Proof of insurance coverage provided by a subcontractor, vendor, or other project party — verifies they meet the contractual insurance requirements (general liability, workers' comp, auto, umbrella, builders risk). COI collection and compliance tracking is a major administrative task on every project. Missing or expired COIs can prevent a sub from working on site.","ACORD 25 (Certificate of Liability Insurance), ACORD 28 (Evidence of Property Insurance)","General Liability, Workers Compensation, Auto Liability, Umbrella/Excess, Builders Risk, Professional Liability; Status: Compliant, Non-Compliant, Expiring, Expired","Procore (project_vendor_insurances, company_vendor_insurances), myCOI, PINS, BCS, Excel tracking","High — project_vendor_insurances and company_vendor_insurances tables in core schema. Structured insurance tracking with policy types, limits, and expiration dates. Compliance status tracking.","COI compliance rate; expired COI count; average days to obtain compliant COI; vendors with missing coverage","REQUIRED_BY contract terms. COI compliance is a precondition for site access. LINKED_TO vendors/subcontractors. Expired COIs are a risk signal — working without proper insurance exposes the GC and owner to liability."
Regulatory & Compliance Documents,Lien Waiver,"Legal document in which a contractor, subcontractor, or supplier waives their right to file a mechanic's lien against the property — exchanged with payment. Four types: conditional progress, unconditional progress, conditional final, unconditional final. Collection from all tiers is required before owner makes final payment. Statutory forms required in many states.","State-specific lien waiver statutes (e.g., California Civil Code §8132-8138), AIA G706/G706A","Conditional Progress, Unconditional Progress, Conditional Final, Unconditional Final; Status: Requested, Submitted, Accepted","Procore (payments_lien_waivers, payments_subtier_waivers), DocuSign, paper forms","High — payments_lien_waivers and payments_subtier_waivers tables. Structured lien waiver tracking integrated with payment workflow. Widely adopted where payment tools are active.","Lien waiver collection rate; outstanding waivers at closeout; days from payment to waiver receipt","BILLED_AGAINST payments — exchanged with each payment cycle. Missing lien waivers can block final payment and retainage release. A major closeout bottleneck. LINKED_TO payment instruments and vendor contracts."
