Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
"--- SURETY & INSURANCE: risk transfer instruments that protect parties from financial loss ---",,,,,,,,
Surety & Insurance,Bid Bond,"A surety bond submitted with a bid guaranteeing the bidder will enter into the contract at the bid price if awarded. Typically 5-10% of bid amount. Protects the owner against bidders who withdraw after bid opening.","Miller Act (federal); Little Miller Acts (state); AGC","5% of bid amount (standard), 10% on public work","Surety companies; not tracked in PM software","None — bid bonds are paper/PDF documents, not tracked in construction PM systems","Bid bond requirement frequency benchmarks procurement formality by owner type and project size","Required on virtually all public work. Private owners may waive bid bonds for prequalified contractors."
Surety & Insurance,Performance Bond,"Surety guarantee that the contractor will complete the work per contract terms. If the contractor defaults, the surety must complete the work or compensate the owner. Typically 100% of contract value.","Miller Act; Little Miller Acts; AIA A312","100% of contract value (standard), partial bonds on private work","Surety companies; not tracked in PM software","None — bond data not in Procore. Some tracking via compliance documents.","Bonding capacity and bond rate trends benchmark contractor financial health by trade and market","Performance bonds are required on all federal projects >$150K and most public projects. Private owners increasingly require them on large projects."
Surety & Insurance,Payment Bond,"Surety guarantee that the contractor will pay subcontractors, suppliers, and laborers. Protects the project from mechanic's liens filed by unpaid parties. Typically 100% of contract value.","Miller Act; Little Miller Acts; AIA A312; state lien laws","100% of contract value (standard)","Surety companies; not tracked in PM software","None — bond data not in Procore","Payment bond claims frequency benchmarks subcontractor payment practices and financial health","Payment bonds replace mechanic's lien rights on public projects (where liens can't attach to government property). On private work, subs have both lien rights and bond claims."
Surety & Insurance,Insurance Certificate,"Proof of insurance coverage — documents that the contractor carries required general liability, workers' comp, auto, umbrella, and builders risk coverage. Verified before work begins and tracked throughout the project.","ACORD forms (25, 28); AIA A201 (11.1); ISO CGL","GL ($1M/$2M), WC (statutory), auto ($1M), umbrella ($5-10M), builders risk, professional liability","Procore; myCOI; PINS; Exigis; BCS; Jones","High — company_vendor_insurances and project_vendor_insurances tables are ready with structured policy data","Insurance compliance rates and common coverage gaps benchmark risk management maturity","Procore has structured insurance tracking with expiration dates, coverage amounts, and compliance status. One of the stronger procurement data sets in the platform."
Surety & Insurance,Builders Risk,"Insurance policy covering physical loss or damage to the building under construction. Typically carried by the owner or GC and covers all parties. Separate from the contractor's general liability.","AIA A201 (11.3); ISO Builders Risk","Project value-based premium, named perils vs. all-risk, deductible structures","Insurance carriers; not typically in PM software","None — builders risk is an insurance policy, not tracked in construction PM systems","Builders risk claims frequency and severity benchmark construction damage risk by project type and geography","Builders risk is a project-level policy, not per-contractor. Claims (fire, water damage, theft, weather) are major project risk events but tracked outside PM software."
"--- WARRANTY & CLOSEOUT: post-construction commercial obligations ---",,,,,,,,
Warranty & Closeout,Warranty,"Post-construction guarantee that work will be free from defects for a specified period. Standard is 1 year from substantial completion; extended warranties apply to specific systems (roofing: 20 years, HVAC: 5 years, waterproofing: 10 years).","AIA A201 (3.5, 12.2); manufacturer warranties; UCC","1-year general, 2-year mechanical, 5-year HVAC, 10-year structural, 20-year roofing","Procore (limited); facility management systems; spreadsheets","Low — warranty tracking is minimal in Procore. Some use of action plans or custom tools for warranty items.","Warranty claim rates by trade and building system benchmark construction quality and material durability","Warranty management is a major gap in construction PM systems — most tracking happens in facility management or spreadsheets after project closeout."
Warranty & Closeout,Substantial Completion,"The milestone when the project is sufficiently complete for the owner to occupy and use for its intended purpose. Triggers warranty start dates, retainage release, and final completion punchlist. A contractual — not just physical — milestone.","AIA A201 (9.8); AGC; state law","Certificate of Substantial Completion (AIA G704), punch list issuance, owner occupancy","Procore; P6; MS Project; contract documents","Medium — trackable via project milestones or custom fields but no dedicated substantial completion entity in Procore","Time from substantial completion to final completion benchmarks closeout efficiency","Substantial completion is the most important contractual milestone — it shifts risk, starts warranties, and triggers final payments. Often contested."
Warranty & Closeout,Final Completion,"The point at which ALL contract work is complete — all punch items resolved, all closeout documents delivered, all training completed. Triggers final retainage release and contract closeout. The true end of the project.","AIA A201 (9.10); AGC","Final payment application, consent of surety, all closeout docs delivered","Procore; P6; Sage 300; Viewpoint","Medium — trackable via project status and punch item completion but no dedicated final completion tracking","Substantial-to-final completion duration benchmarks closeout discipline and team follow-through","The gap between substantial and final completion is often months. Long gaps signal poor closeout management and create retainage/lien exposure."
"--- COMPLIANCE DOCUMENTS: required documentation for regulatory and contractual compliance ---",,,,,,,,
Compliance Documents,Prevailing Wage Certification,"Documentation proving that workers on public projects are paid at or above the locally determined prevailing wage rate. Required on federal (Davis-Bacon) and most state public work. Submitted with each pay period.","Davis-Bacon Act; state prevailing wage laws; DOL","Certified payroll reports, WH-347 forms, apprenticeship ratios, fringe benefit statements","Procore; LCPtracker; Elation; eMars; Excel","Medium — contract_compliance_documents table exists and is ready for import","Certified payroll compliance rates benchmark labor law adherence by trade and geography","Prevailing wage enforcement is increasing. Non-compliance results in fines, contract termination, and debarment. Procore tracks compliance docs but not payroll detail."
Compliance Documents,Diversity / DBE Certification,"Documentation of participation by disadvantaged, minority, women-owned, veteran-owned, or small businesses. Required on most public projects and increasingly on private work. Tracked as percentage of contract value.","FAR (federal); DOT DBE program; state and local programs","DBE, MBE, WBE, SDVOSB, HUBZone, Section 3, local hire","Procore; B2Gnow; LCPtracker; Elation; Excel","Low — can be tracked via vendor custom fields or compliance documents but no dedicated diversity tracking","DBE/MBE/WBE participation rates benchmark equity and inclusion performance by project type and market","Diversity requirements are growing in both public and private sectors. Most tracking is manual — spreadsheets and compliance portals. Major automation opportunity."
Compliance Documents,Closeout Document Package,"The collection of documents required for project handover — as-builts, O&M manuals, warranties, training records, commissioning reports, and final lien waivers. The deliverable set that closes out the contract.","AIA A201 (9.10); owner specifications; ASHRAE (commissioning)","As-built drawings, O&M manuals, warranty letters, test reports, training records, attic stock, spare parts","Procore; Newforma; Aconex; Bluebeam; SharePoint","Medium — action plans and closeout punch lists can track deliverables, but no dedicated closeout tracking entity","Closeout document completion rates and handover timelines benchmark project delivery quality","Closeout is universally hated in construction — it's administrative work after the exciting part is done. Completion tracking is the key metric."
"--- STANDARD MEASURES: KPIs and metrics derived from procurement and contract data ---",,,,,,,,
Standard Measures,Bid Coverage Rate,"Percentage of project scope (by value) that was competitively bid vs. sole-sourced or negotiated. Formula: SUM(competitively_bid_contract_value) / total_contract_value. Higher rate = more price discovery.","AGC; owner procurement policies","60-90% competitively bid on hard-bid projects, 40-70% on negotiated/CM projects","BuildingConnected; Procore (Bidding); Excel","None — requires bid data not available in the data warehouse","Bid coverage rates by delivery method and project type benchmark procurement rigor","Hard-bid projects approach 100% coverage. CM/GC and design-build projects have lower bid coverage because scopes are negotiated."
Standard Measures,Average Bidders per Package,"Mean number of competing proposals received per bid package. Formula: AVG(bidders_per_package). More bidders = more price competition and market depth.","AGC; ENR (market indicators)","3-5 bidders typical, <3 signals tight market, >6 signals commodity scope","BuildingConnected; Procore (Bidding); Excel","None — bid response data not in the data warehouse","Bidder count by trade and market reveals subcontractor availability and competitive dynamics","Low bidder counts may indicate: market overheating, overly restrictive prequalification, unclear scope, or poor bid timing."
Standard Measures,Award Cycle Time,"Mean elapsed time from bid opening to contract execution. Formula: AVG(contract_date - bid_due_date). Shorter cycles get subs mobilized faster and reduce price escalation risk.","AGC; owner procurement policies","2-4 weeks (simple), 4-8 weeks (complex/negotiated), 8-12+ weeks (public/federal)","BuildingConnected; Procore; Excel","None — requires bid date tracking not in the data warehouse","Award cycle time by procurement method and project type benchmarks organizational decision speed","Long award cycles create risk: subcontractors may withdraw bids, material prices escalate, and schedule slips. Track from bid due date to NTP."
Standard Measures,Insurance Compliance Rate,"Percentage of active subcontractors with current, compliant insurance certificates. Formula: COUNT(compliant_vendors) / COUNT(active_vendors). Below 100% = uninsured work exposure.","AIA A201; ACORD; owner risk management policies","95-100% target, <90% is a red flag","Procore; myCOI; PINS; Exigis","High — computable from company_vendor_insurances and project_vendor_insurances with expiration dates","Insurance compliance rates benchmark risk management discipline across companies and projects","Procore has structured insurance data with expiration tracking. This is one of the most computable procurement metrics in the platform."
Standard Measures,Change Order Rate,"Ratio of total change order value to original contract value. Formula: SUM(CO_value) / original_contract_value. Higher rate = more scope change, design issues, or unforeseen conditions.","AACE; PMI; AGC","5-10% typical, >15% signals problems, <3% may signal under-scoping","Procore; Sage 300; Viewpoint; CMiC","High — computable from commitments and commitment_change_orders tables","Change order rates by contract type, trade, and project type are the most widely used procurement health metrics","This metric also appears in Financial Instruments (cost perspective). Here it's the contractual perspective — which contracts generate the most change."
Standard Measures,Subcontractor Retention Rate,"Percentage of subcontractors used on previous projects that are re-engaged on new projects. Formula: COUNT(repeat_subs) / COUNT(total_subs). Higher rate = stronger trade partner relationships.","AGC (partnering standards); Lean Construction Institute","40-60% typical for large GCs, >70% for relationship-focused builders","Procore; Sage 300; vendor management systems","Medium — computable from project_vendors across projects but requires cross-project analysis","Retention rates benchmark subcontractor relationship management — high retention correlates with fewer quality issues","Repeat subcontractors tend to have lower deficiency rates and fewer change orders. Cross-reference with quality and financial metrics."
