Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Risk Response,Mitigation Action,"A specific planned action to reduce the likelihood or impact of an identified risk — the operational response. Mitigation actions have owners, due dates, status, and cost. Examples: early procurement for supply chain risk, additional shoring for geotechnical risk, design review for coordination risk, safety training for hazard risk.","PMI PMBOK 11.5; AACE 62R-11","Corrective action, preventive action, design modification, schedule acceleration, additional inspection, training, mock-up, prototype, early procurement","Risk registers; action item trackers; meeting minutes; Procore (incident_action for safety)","Low — incident_action table tracks corrective/preventive actions for safety incidents (action_type_name, observation_id link). No general risk mitigation tracking.",Compare mitigation completion rate and effectiveness across project types,"Incident actions in Procore link to observations (observation_id) — this creates a closed-loop safety risk mitigation path. General risk mitigation has no equivalent tracking."
Risk Response,Contingency Reserve,"A budget allocation held in reserve for identified risks — financial buffer against cost uncertainty. Contingency is typically 3-10% of project cost depending on project complexity and phase (higher in early phases, drawn down as risks are resolved or materialized). Distinct from allowances (placeholder for undefined scope) and management reserve (for unknown-unknowns).","AACE 40R-08 (Contingency Estimating); AACE 10S-90","3-5% for well-defined projects; 5-10% for complex/renovation; 10-15%+ for early estimates; drawn down through change orders and direct costs","Cost estimates; budgets; project controls software; Sage 300; Viewpoint; CMiC; Excel","Low — budget_line_items may contain contingency allocations via budget_code, but no structured contingency tracking. No burn-down or risk-linkage.",Compare contingency as % of total value and burn rate by project type and phase,"Contingency management is one of the least standardized practices in construction. Some owners hold contingency; some GCs hold it; some split it. The budget_code signal for 'Contingency' in Procore is the best available proxy."
Risk Response,Schedule Buffer,"Time reserves built into the project schedule to absorb schedule risk — the temporal equivalent of contingency reserve. Buffers may be explicit (milestone buffers between phases) or implicit (float in non-critical paths). Critical Chain Project Management (CCPM) formalizes buffer management.","AACE 10S-90; PMI PMBOK Schedule Management; CCPM (Goldratt)","5-15% of activity duration as buffers; milestone-to-milestone gaps of 1-4 weeks; total float on non-critical paths","P6; MS Project; Asta Powerproject; Phoenix; schedule analysis tools","Low — schedule_tasks table has float and duration but no native buffer identification or tracking. Buffer consumption must be inferred from schedule updates.",Compare total float erosion rate and milestone slippage across project types,"In practice, schedule buffers are consumed silently — contractors use float without explicit tracking. Float erosion analysis from Procore schedule data can reveal hidden buffer consumption."
Risk Response,Residual Risk,"The remaining risk exposure after mitigation actions are applied — the risk that persists despite response efforts. Residual risk may be accepted, monitored, or require additional response. It is the actual exposure the project carries, not the initial identified exposure.","PMI PMBOK 11.5; ISO 31000","Re-scored risk after mitigation (lower likelihood and/or impact); monitored via risk register updates","Risk registers; project status reports; quarterly reviews","None — no native residual risk tracking. Could be inferred by comparing pre/post-mitigation incident rates or change order frequency.",Compare residual risk levels by response type to assess mitigation effectiveness,"Residual risk is rarely tracked formally in construction. Most teams re-assess risks qualitatively at milestone reviews rather than quantitatively re-scoring."
"--- RISK CATEGORIES: the types of risk encountered in construction projects, organized by source ---",,,,,,,,
Risk Categories,Design Risk,"Risk arising from incomplete, conflicting, or evolving design — the most common source of change orders in construction. Design risk manifests as RFIs (clarification needed), design changes (revisions), coordination conflicts (clashes between disciplines), and scope growth (owner-driven additions). Design risk is highest in design-bid-build delivery and lowest in design-build.","AIA A201 (design liability); AACE 62R-11","Incomplete drawings, conflicting details, late design decisions, owner scope changes, code interpretation differences, constructability issues","RFI logs; drawing revision tracking; BIM coordination; change management systems; Procore","Medium — change_events.change_reason captures design_development (354K CEs, 6,748 cos, $54.8B). rfis.predicted_topic provides ML-classified design topics (176 categories, 17,540 cos). coordination_issues for BIM conflicts.",Compare design change rate (% of total changes) and RFI volume by project type and delivery method,"Procore signals for design risk are strong: change_reason + RFI predicted_topic + coordination_issues provide three independent detection surfaces. See Insight #31 validation."
Risk Categories,Construction Execution Risk,"Risk from means and methods, productivity, sequencing, and trade coordination — the risk of building it wrong or slow. Includes rework (built incorrectly, must redo), productivity loss (slower than planned), sequencing errors (wrong order), and coordination failures (trades interfering with each other). Owned primarily by the GC and subcontractors.","OSHA 29 CFR 1926; AACE 62R-11","Rework, out-of-sequence work, trade stacking, access conflicts, equipment failure, crew productivity variance, material waste","Field logs; productivity tracking; quality inspections; Procore; Fieldwire; PlanGrid","Medium — observations (quality category) detect during-construction issues. Punch items detect closeout deficiencies. Daily log notes capture field activity. inspection_items track checklist compliance.",Compare rework rate and punch item density by project type and trade,"Execution risk signals in Procore: observation.category='Quality' (5,923 cos), punch_item.name (11,722 cos), inspection_items.status='Deficient'. See Insights #1 and #4."
Risk Categories,Financial Risk,"Risk of cost overruns, cash flow problems, payment disputes, or contractor default — the money risks. Includes budget variance (actual > plan), cash flow gaps (invoices outpacing payments), subcontractor financial health (inability to complete), and owner funding risk (delayed payments or financing failures).","AACE 62R-11; AIA A201 (payment provisions); Miller Act (federal bond requirements)","Budget overrun, change order disputes, payment delays, subcontractor default, material price escalation, retainage disputes, lien claims","ERP systems (Sage, Viewpoint, CMiC); Procore financials; project controls; construction lending platforms","Medium — budget_line_items provide planned vs. actual variance. Change events and CCOs track cost growth. Vendor insurance tracking monitors subcontractor financial compliance. No cash flow forecasting.",Compare cost growth % and change order rate by project type and value band,"Financial risk detection in Procore relies on change order rate, budget variance, and invoice timing — all available but require computed metrics, not raw fields."
Risk Categories,Schedule Risk,"Risk of delays and timeline overruns from any cause — weather, permits, material delivery, labor shortages, design changes, differing site conditions. Schedule risk compounds: a 2-week delay to one trade can cascade into months of impact through downstream dependencies. Critical path analysis identifies which risks have the most schedule exposure.","AACE 62R-11; AACE 29R-03 (forensic schedule analysis); PMI PMBOK Schedule Management","Weather delays, permit delays, material delivery delays, labor shortages, design change delays, differing site conditions, equipment breakdown","P6; MS Project; Procore; Asta Powerproject; Tilos; lean scheduling tools","Medium — daily_log_delay.delay_type provides structured categories (Weather, Material, Owner Directive, etc. — 84K records for Material alone). schedule_task_changes tracks schedule updates. daily_log_observed_weather_condition records weather.",Compare delay frequency and duration by delay type and project type,"Procore's delay log is one of the strongest schedule risk signals in the industry — structured delay_type with duration and comments. Most competitors have unstructured delay tracking."
Risk Categories,Safety Risk,"Risk of injuries, fatalities, and safety incidents — the most regulated and consequential risk category. Safety risk is measured by incident rates (TRIR, DART, EMR), managed through hazard identification and mitigation, and regulated by OSHA. In construction, the 'Fatal Four' (falls, struck-by, electrocution, caught-in/between) account for most fatalities.","OSHA 29 CFR 1926; ANSI Z10; ISO 45001; OSHA Fatal Four","Fall hazard, struck-by, electrical, caught-in/between, trenching/excavation, scaffolding, crane operations, confined space","Procore; Safety management platforms (SafetyCulture, Predictive Solutions, SmartTagIt); OSHA logs; insurance carriers","High — incident table with hazard, contributing_behavior, contributing_condition, recordable flag. incident_record with injury details, severity, work days lost. observation.hazard_name for OSHA-aligned hazard taxonomy (16 types, 1,296 cos). daily_log_safety_violation.",Compare TRIR and hazard recurrence rates by project type and trade,"Safety is Procore's strongest risk data domain. Incident + observation + inspection create a three-layer safety risk detection system. See Insight #11 for recurrence patterns."
Risk Categories,Environmental Risk,"Risk from contamination, hazardous materials, spills, weather events, and environmental compliance — both site-condition risk (what's already there) and operational risk (what the project creates). Includes asbestos/lead discovery, soil contamination, stormwater violations, and environmental incidents.","EPA regulations; SWPPP requirements; CERCLA; state environmental laws","Soil contamination, asbestos/lead abatement, stormwater violations, spill events, endangered species, wetland impacts, air quality violations","Environmental monitoring systems; SWPPP software; incident management; Procore","Medium — incident_record.incident_environmental_type tracks environmental incidents with quantity and unit of measure. observation.category='Environmental' captures field environmental observations. No SWPPP or remediation tracking.",Compare environmental incident rate by project type and geography,"Environmental risk is often the highest-consequence risk on renovation and industrial projects but has the lowest data maturity in construction software."
Risk Categories,Regulatory and Permit Risk,"Risk from permitting delays, code changes, inspection failures, and regulatory enforcement — the risk that authorities block or delay work. Includes building permit delays, failed AHJ inspections, zoning issues, utility connection delays, and code interpretation disputes.","IBC; IRC; NFPA; local building codes; zoning ordinances; ADA","Permit delay, failed inspection, code change mid-project, zoning variance denial, utility connection delay, fire marshal rejection","Permit tracking software; city portals; project management systems; Procore (limited)","Low — no native permit tracking. Inspection_items can track code compliance on checklists. Daily_log_delay.delay_type may capture regulatory delays as custom values. Most permit data lives in city portals and email.",Compare permit timeline by jurisdiction and project type,"Permit risk is critical-path but data-poor in construction software. The data lives in municipal systems, not project management tools."
Risk Categories,Supply Chain Risk,"Risk from material shortages, delivery delays, price escalation, and sole-source dependencies — the risk that what you need isn't available when you need it. Amplified by global supply chain disruptions, long-lead procurement, and just-in-time delivery practices common in construction.","AACE 62R-11; procurement best practices","Material shortage, delivery delay, price escalation, sole-source vulnerability, fabrication delay, shipping disruption, tariff impact","Procurement systems; ERP (Sage, Viewpoint); submittal logs; delivery tracking; Procore","Medium — daily_log_delay.delay_type='Material' (84K records, 4,351 cos). submittals.overdue flag (718K records). Submittal delivery dates too sparse (1%) for gap model. See Material Shortage validation.",Compare material delay frequency and duration by material type and project type,"Procore's material delay signal (daily_log_delay) is structured and high-volume. Combined with submittal overdue tracking, it provides two independent supply chain risk indicators."
Risk Categories,Geotechnical Risk,"Risk from unforeseen subsurface conditions — the most unpredictable risk in construction. Includes unexpected soil conditions, groundwater, contamination, underground utilities, and rock. Geotechnical risk is highest on renovation, infrastructure, and greenfield sites without adequate investigation. Differing site conditions claims are among the most litigated in construction.","ASCE 21 (Geotechnical Baseline Reports); ASTM soil testing standards; AIA A201 differing conditions clause","Unexpected rock, high water table, contaminated soil, unknown utilities, settlement, unstable slopes, sinkholes","Geotechnical reports; boring logs; CPT data; GIS systems; site investigation software","None — no native geotechnical data. Daily log notes may reference soil conditions. Change events with 'unforeseen conditions' reason capture cost impact after discovery.",Compare differing site condition change order frequency by project type and geography,"Geotechnical risk is the classic 'unknown unknown' — by definition, the data doesn't exist until discovery. Pre-construction geotech reports are typically PDFs outside construction software."
Risk Categories,Labor Risk,"Risk from workforce availability, productivity variance, jurisdictional disputes, and labor relations — the people risk. Includes skilled labor shortages, productivity below plan, trade jurisdictional conflicts, union actions, and key-person dependency. Labor risk is structural in construction due to the aging workforce and project-based employment model.","Bureau of Labor Statistics; union agreements; prevailing wage requirements; Davis-Bacon Act","Skilled labor shortage, productivity loss, jurisdictional dispute, union work rules, absenteeism, key-person departure, overtime burnout","Workforce management systems; timekeeping; daily logs; labor reports; Procore","Low — daily_log_manpower records crew counts and trade_name. No native labor availability, productivity measurement, or jurisdictional tracking. Workforce schema tables exist but are NOT READY for import.",Compare manpower loading and productivity rates by trade and project type,"Labor risk is the #1 concern for US contractors but the least digitized risk category. Most labor data lives in timekeeping systems separate from project management."
Risk Categories,Coordination Risk,"Risk from trade interference, design conflicts, and inadequate planning — the risk that parallel workstreams collide. Includes spatial conflicts (two trades in the same space), temporal conflicts (wrong sequence), and information conflicts (outdated drawings). BIM coordination and pull planning are the primary mitigation tools.","BIM Execution Plan; AGC Lean Construction guidelines; ICE sessions","Trade stacking, spatial conflicts, above-ceiling congestion, MEP coordination failures, design-field discrepancies, RFI-driven rework","BIM tools (Navisworks, Solibri, BIM 360); pull planning boards; Procore (limited)","Low — coordination_issues table exists (17,999 design-typed, 327 cos) with issue_type and rfi_header_id link. Daily log notes may reference coordination. BIM data lives in Navisworks/Solibri, not Procore.",Compare coordination issue density by project complexity and MEP scope,"Coordination risk increases nonlinearly with project complexity. MEP-heavy projects (hospitals, data centers, labs) have the highest coordination risk."
"--- RISK TRANSFER & ALLOCATION: how risk is contractually managed between parties ---",,,,,,,,
Risk Transfer & Allocation,Insurance Requirement,"The contractual obligation for project participants to carry specific insurance coverages — the financial backstop for risk transfer. Standard requirements include General Liability, Workers' Compensation, Umbrella/Excess, Builders Risk, Professional Liability (for designers), and Pollution coverage. Insurance compliance is tracked at both company and project levels.","AIA A201 (insurance provisions); ConsensusDocs; state WC requirements; contract specifications","General Liability, Workers' Comp, Umbrella/Excess, Builders Risk, Professional Liability, Pollution, Auto, Property","Insurance tracking platforms; Procore; PINS; myCOI; certificate management systems","High — company_vendor_insurances and project_vendor_insurances tables track policy_number, insurance_type, insurance_provider, effective/expiration dates, limit_amounts, compliance status, and expiration notifications. Structured and widely adopted.",Compare insurance compliance rates and coverage gaps by vendor type and project size,"Procore's insurance tracking is one of the most complete risk transfer data sets in the platform — structured types, amounts, dates, and compliance status."
Risk Transfer & Allocation,Surety Bond,"A three-party guarantee that a contractor will fulfill contractual obligations — bid bonds (guarantee bid price), performance bonds (guarantee completion), and payment bonds (guarantee subcontractor/supplier payment). Required on all federal projects (Miller Act) and most public projects. Less common on private work.","Miller Act (federal); Little Miller Acts (state); AIA A312 bond forms","Bid bond (5-10% of bid), Performance bond (100% of contract), Payment bond (100% of contract), Maintenance bond","Surety companies; bond tracking systems; contract management; Procore (limited)","None — no native bond tracking. Contract-level bond requirements may be noted in commitment descriptions or custom fields. Insurance tables track insurance but not surety bonds specifically.",Compare bond rates and claim frequency by contractor size and project type,"Bonds are a critical risk transfer mechanism but poorly tracked in project management software. Most bond data lives in contract documents and surety company systems."
Risk Transfer & Allocation,Risk Allocation,"The contractual assignment of specific risks to parties — who bears the consequence when a risk materializes. Risk allocation is defined in contract terms and varies by delivery method. Design-bid-build allocates design risk to the owner/architect; design-build shifts it to the contractor. Differing site conditions, force majeure, and schedule liquidated damages are common allocation provisions.","AIA A201; ConsensusDocs 200; EJCDC; DBIA; AGC Contract Guide","Owner-retained risks (permitting, financing, code changes), Contractor-retained risks (means/methods, safety, productivity), Shared risks (weather, unforeseen conditions, force majeure)","Contract documents; legal review; project management plans; risk registers","None — risk allocation lives in contract language, not structured data. Contract terms are typically PDF/Word documents, not database fields.",Compare risk allocation patterns by delivery method and project type,"Risk allocation is the most consequential and least digitized aspect of risk management. It determines who pays when things go wrong — and it's all in contract prose."
"--- STANDARD MEASURES: KPIs and metrics derived from risk domain entities ---",,,,,,,,
Standard Measures,Risk Exposure Value,"Total financial exposure from identified risks — sum of (likelihood × cost impact) across all risks in the register. Provides a single number representing the project's aggregate risk in dollar terms. Used to justify contingency levels and prioritize mitigation spending.","AACE 40R-08; PMI PMBOK 11.4","Typically 5-15% of project value for active risk exposure","Risk registers; Monte Carlo simulation output; project controls","None — must be computed from external risk register data or inferred from Procore change/incident history.",Compare risk exposure as % of project value by project type and complexity,
Standard Measures,Contingency Burn Rate,"Rate at which contingency reserve is consumed over project duration — actual contingency usage divided by elapsed project time. A leading indicator: fast burn early signals cost risk. Formula: cumulative contingency used / (elapsed duration / total planned duration). Healthy projects show burn rate below 1.0 through the first 75% of the project.","AACE 40R-08; AACE 10S-90","Below 0.5 (healthy), 0.5-1.0 (monitor), above 1.0 (at risk)","Project controls; cost reports; budget tracking; ERP systems","Low — requires identifying contingency budget lines via budget_code, then tracking draws against them via change orders and budget modifications. Possible but not out-of-box.",Compare contingency burn rate curves by project type and delivery method,
Standard Measures,Incident Rate (TRIR),"Total Recordable Incident Rate — the standard OSHA safety metric. Formula: (number of recordable incidents × 200,000) / total hours worked. Measures overall safety risk realization. DART rate (Days Away, Restricted, or Transferred) is the severity-weighted variant.","OSHA 29 CFR 1904; BLS industry benchmarks","Construction industry avg TRIR: 2.5-3.0; top performers: <1.0; DART: ~1.5 avg","OSHA 300 logs; safety management systems; Procore; insurance carriers","High — incident table has recordable flag. incident_record has work_days_absent, work_days_restricted, work_days_transferred for DART calculation. Hours worked requires external data (timekeeping).",Compare TRIR and DART by project type and company to benchmark safety performance,"TRIR is the single most important risk metric in construction. Procore has recordable flag and severity data; the gap is hours worked (denominator), which comes from timekeeping systems."
Standard Measures,Risk Mitigation Completion Rate,"Percentage of planned mitigation actions completed on time — measures the effectiveness of risk response execution. Formula: completed actions / total planned actions. Tracks whether the team is actually doing what they planned to manage risk.","PMI PMBOK 11.6; ISO 31000","Above 80% (strong risk management), 60-80% (adequate), below 60% (risk management breakdown)","Risk registers; action trackers; meeting minutes; Procore (incident_action only)","Low — incident_action tracks safety-specific corrective actions with status. No general mitigation action tracking.",Compare mitigation completion rates by risk category and project phase,
Standard Measures,Change Order Rate,"Percentage of original contract value added through change orders — a proxy for scope and design risk realization. Formula: total approved change order value / original contract value. Higher rates indicate more realized risk. Typical range 5-15% for well-managed projects.","AACE 62R-11; industry benchmarks","5-10% (well-managed), 10-15% (typical), 15-25% (high risk realized), >25% (distressed)","Project controls; cost reports; Procore; ERP systems","High — change_events and commitment_change_orders provide complete change order data with amounts, reasons, and approval status. Deduplicate CE/CCO via GREATEST.",Compare change order rate by project type and delivery method to benchmark scope risk,
Standard Measures,Schedule Float Erosion,"Rate at which total float is consumed across the project schedule — a leading indicator of schedule risk. Formula: (baseline total float - current total float) / baseline total float. Rapid float erosion signals that the schedule is tightening and risk of delay is increasing.","AACE 10S-90; DCMA 14-point assessment","0-20% consumed (healthy), 20-50% (monitor), >50% (critical)","P6; MS Project; Procore (limited); schedule analysis tools","Low — schedule_tasks has float data but limited baseline comparison capability. schedule_task_changes tracks updates but reason field is generic free text.",Compare float erosion patterns by project phase and type,
