Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Site Utilities,Gas Service,"Underground gas piping from meter to building. Small scope on most projects but requires specialty inspection. Trades: plumbers/pipefitters.",MasterFormat 33 50 00,"Steel/PE gas pipe, fittings, valves, meter","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — often too small for its own cost code,Compare gas service cost per project type,Inspection records for gas testing are a distinct signal when present.
Site Utilities,Site Electrical & Telecom Ductbank,"Underground electrical and telecom conduit banks, manholes, and handholes. Coordinates with power company. Trades: electricians, equipment operators.",MasterFormat 33 70 00 – 33 80 00,"PVC conduit, concrete encasement, handholes, manholes","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — usually grouped under site electrical,Compare ductbank cost per LF by conduit count,Less field data visibility than building MEP. Often utility company coordination delays.
"--- SUPERSTRUCTURE: Structural frame and primary load-bearing systems above grade. ---",,,,,,,,
Structural Frame,Columns,"Steel or concrete vertical load-bearing members. Steel columns: W-shapes, HSS, pipe. Concrete columns: CIP with rebar cages, formwork. Trades: ironworkers (steel), concrete workers (concrete). Critical path activity.",MasterFormat 03 30 00 / 05 12 00,"W-shapes, HSS, CIP concrete, rebar cages","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla; Revit",Medium — under general structural code; RFIs help differentiate elements,Compare structural steel cost per ton or concrete cost per CY by building type,Cost codes usually cover all structural concrete or all structural steel — not individual elements. RFI topics help differentiate.
Structural Frame,Beams & Girders,"Steel or concrete horizontal spanning members. Steel: W-shapes, built-up sections. Concrete: CIP or precast. Camber and deflection are key design parameters. Trades: ironworkers, concrete workers.",MasterFormat 03 30 00 / 05 12 00,"W-shapes, built-up sections, precast beams, CIP beams","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla; Revit",Medium — same structural code as columns; RFIs and observations provide element detail,Compare beam deflection RFI rates by span length,RFIs and observations provide element-level detail that cost codes don't separate.
Structural Frame,Floor Slabs & Metal Deck,"Composite metal deck with concrete topping, post-tensioned slabs, or precast plank. Deck erection and concrete pours are major scheduling milestones. Trades: ironworkers (deck), concrete workers (topping).",MasterFormat 03 30 00 / 05 31 00,"1.5"" and 3"" composite deck, lightweight concrete topping, PT slabs, precast hollow core","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla; Revit",Medium — daily logs capture pour records well,Compare concrete topping cost per SF and pour cycle times,Concrete pour records in daily logs are a strong signal. Deck erection tracked separately on some projects.
Structural Frame,Roof Structure,"Steel or concrete roof framing — long-span joists, trusses, and moment frames. Trades: ironworkers. Often governs crane duration and pick sequence.",MasterFormat 05 12 00 / 05 21 00,"Open-web steel joists, trusses, moment frames, long-span beams","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla; Revit",Low — not easily separated from other structural steel,Compare roof structure weight per SF by span and occupancy,Usually under structural steel code. Joist and truss deliveries are scheduling milestones.
Structural Frame,Structural Connections & Embeds,"Bolted and welded connections, embed plates, anchor bolts, and base plates. Connection design generates heavy RFI activity — a leading indicator of structural complexity. Trades: ironworkers.",MasterFormat 05 12 00,"High-strength bolts, weld rod, embed plates, base plates, shear studs","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla; SDS/2",Medium — RFIs are the strongest signal for connection complexity,Compare structural connection RFI count per ton of steel,RFIs are the strongest signal — structural connections generate heavy RFI activity.
Structural Frame,Stairs & Ramps,"Cast-in-place or steel stairs and structural ramps, with handrails. Both temporary and permanent stairs. Punch items frequently reference stairs and railings. Trades: ironworkers, concrete workers.",MasterFormat 03 30 00 / 05 51 00,"Steel pan stairs, precast stairs, CIP stairs, structural ramps","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — punch items commonly reference stairs,Compare stair defect rate per floor count,Often under misc metals or concrete code. Punch items are a good signal for stairs.
Structural Frame,Miscellaneous Metals,"Lintels, loose angles, shelf angles, channels, bollards, and structural railings. Small scope individually but high coordination — nearly every other trade needs miscellaneous metals embedded. Trades: ironworkers.",MasterFormat 05 50 00,"Lintels, shelf angles, channels, bollards, railings, embed plates","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tekla",Medium — often has its own cost code; RFIs and observations are good signals,Compare misc metals cost as % of structural steel by building type,High coordination burden — lintels and shelf angles interact with masonry; embeds interact with concrete.
"--- EXTERIOR CLOSURE: Building envelope — walls, windows, roofing. Performance-critical for weather, thermal, and moisture control. ---",,,,,,,,
Exterior Enclosure,Curtain Wall,"Aluminum-framed glass curtain wall systems — unitized or stick-built. High RFI and coordination issue activity (MEP penetrations, structural anchors). Major submittal packages. Trades: glaziers, curtain wall installers.",MasterFormat 08 44 00,"Unitized curtain wall, stick-built, structural glazing, spider systems","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam; Revit",High — dedicated cost code; strong RFI and observation signals,Compare curtain wall cost per SF of glass area by system type,Coordination issues are common — MEP penetrations through curtain wall require early modeling.
Exterior Enclosure,Windows,"Punched window units in opaque wall systems. Product submittals drive procurement timeline. Trades: glaziers.",MasterFormat 08 50 00,"Aluminum, vinyl, wood-clad windows; fixed, operable, awning, casement","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",Medium — sometimes combined with curtain wall or doors in cost codes,Compare window cost per unit by type and performance rating,Submittals are a strong signal — specific product approvals and lead times.
Exterior Enclosure,Exterior Doors & Entrances,"Entrance doors, storefronts, revolving doors, overhead doors, and service doors. Door hardware drives complexity. Trades: glaziers (storefronts), carpenters (hollow metal). Doors are one of the highest punch item categories.",MasterFormat 08 10 00 – 08 42 00,"Storefront entrances, revolving doors, hollow metal, overhead coiling, sliding glass","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",High — doors are a top punch item category with strong cost code presence,Compare door hardware cost per door by building type,Doors are one of the highest punch item categories across all project types.
Exterior Enclosure,Masonry Veneer / Backup Wall,"Brick veneer, stone veneer, and CMU backup walls with through-wall flashing and weep systems. Quality depends on mortar joints, flashing, and drainage. Trades: masons.",MasterFormat 04 20 00 – 04 40 00,"Brick veneer, natural stone, manufactured stone, CMU backup, cavity wall","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",Medium — usually its own cost code; quality observations for masonry are common,Compare masonry cost per SF by material type and region,Quality observations for mortar joints and flashing failures are common signals.
Exterior Enclosure,Precast / Metal Panels,"Architectural precast concrete, insulated metal panels (IMP), ACM panels, and terra cotta. Panel layout coordination with structure and MEP is critical. Trades: ironworkers (erection), specialty installers.",MasterFormat 03 45 00 / 07 42 00,"Architectural precast, insulated metal panels, ACM, fiber cement, terra cotta","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — usually its own cost code; coordination issues common for panel layout,Compare cladding cost per SF by panel type,Coordination issues for panel layout vs. MEP penetrations and structural embed locations.
Exterior Enclosure,Air & Moisture Barrier,"Fluid-applied or sheet membrane air/vapor barriers on exterior sheathing. Performance-critical — failures here cause long-term moisture damage. Third-party inspection is common. Trades: specialty applicators.",MasterFormat 07 25 00 – 07 27 00; ASTM E2178; ASTM E2357,"Fluid-applied membrane, self-adhered sheet, spray-applied, primers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",Medium — observations and inspections are the strongest signal,Compare air barrier defect rate per SF of wall area,Critical quality item. Observation and inspection records are the strongest signal for failures.
Exterior Enclosure,Exterior Insulation,"Continuous insulation (CI) on exterior walls — mineral wool, rigid foam, or spray foam. Energy code compliance driver. Trades: specialty installers, general laborers.",MasterFormat 07 21 00; ASHRAE 90.1; IECC,"Rigid polyiso, mineral wool, EPS, XPS, spray foam","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — often combined with air barrier or cladding in cost codes,Compare CI R-value and cost per SF by climate zone,Energy code compliance increasingly requires continuous insulation. Often bundled with air barrier work.
Roofing,Roof Membrane,"Single-ply (TPO, PVC, EPDM), built-up, or modified bitumen roofing membranes. Warranty is a key deliverable — manufacturer requirements drive installation quality. Trades: roofers.",MasterFormat 07 50 00; NRCA; FM Global,"TPO, PVC, EPDM, modified bitumen, built-up roofing","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Bluebeam",High — almost always its own cost code; strong observation and punch item activity,Compare roofing cost per square and warranty claim rates by membrane type,Strong signal across observations and punch items. Submittals specify exact membrane product and warranty requirements.
Roofing,Roof Insulation & Cover Board,"Rigid insulation and tapered systems for drainage, with cover boards. Tapered layout is a design coordination item. Trades: roofers.",MasterFormat 07 22 00,"Polyiso, EPS, XPS, gypsum cover board, tapered crickets","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — often included in roofing cost code,Compare roof insulation R-value per climate zone,RFIs for roof assembly details and drainage design.
Roofing,Flashing & Sheet Metal,"Roof edge metal, copings, counterflashing, reglets, gutters, and downspouts. Flashing failures are a top source of roof leaks. Trades: roofers, sheet metal workers.",MasterFormat 07 60 00,"Aluminum copings, galvanized gutters, copper flashing, stainless counterflashing","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — observations for improper flashing are common,Compare flashing-related leak rates by material and roof type,Observations for flashing defects are a common quality signal. Sometimes its own code; sometimes under roofing.
Roofing,Roof Drainage,"Interior roof drains, scuppers, overflow drains, and conductor piping. Cross-trade coordination — roofer installs drain bodies, plumber runs pipe. Design drives structural loads (ponding).",MasterFormat 07 63 00 / 22 14 00,"Interior roof drains, scuppers, overflow drains, conductor pipe","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — coordination issues for drain-to-structure conflicts are a signal,Compare roof drainage density (drains per SF) by roof area and local code,Cross-trade coordination between roofer and plumber. Coordination issues are the best signal.
Roofing,Skylights & Roof Hatches,"Unit skylights, smoke vents, and roof access hatches. Small scope but high defect rate per unit — curb flashing is a common failure point. Trades: glaziers, specialty installers.",MasterFormat 08 62 00 / 07 72 00,"Unit skylights, tubular skylights, smoke vents, roof hatches","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — small scope; punch items capture defects,Compare skylight leak rate and cost per unit,High defect rate per unit. Curb flashing around skylights is a frequent quality issue.
"--- MEP SYSTEMS: Mechanical, electrical, plumbing, fire protection, and low-voltage technology. Highest coordination complexity. ---",,,,,,,,
HVAC,Ductwork,"Supply, return, and exhaust ductwork — sheet metal, flex, and fittings. Routing coordination with other MEP systems drives schedule. Trades: HVAC/sheet metal workers.",MasterFormat 23 31 00,"Sheet metal rectangular, round/spiral, flex duct, lined duct, fittings","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit; Navisworks",High — dedicated cost codes; strong signals across observations; punch items; RFIs; and coordination issues,Compare ductwork cost per CFM by system type and building occupancy,"Strong signals across multiple field tools. Coordination issues between mechanical, electrical, and plumbing are a major schedule driver."
HVAC,HVAC Piping,"Chilled water, hot water, condenser water, and refrigerant piping with insulation. Pipe sizing and routing are key RFI topics. Trades: pipefitters.",MasterFormat 23 21 00,"Steel, copper, CPVC pipe; chilled water, hot water, condenser water, refrigerant","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — often under general HVAC code,Compare HVAC piping cost per ton of cooling capacity,Observation and RFI signals help differentiate piping from general HVAC work.
HVAC,Air Handling Equipment,"AHUs, RTUs, fan coil units, VAV boxes, and exhaust fans. Major submittals — equipment delivery is a key scheduling milestone. Trades: HVAC mechanics.",MasterFormat 23 73 00 – 23 74 00,"Rooftop units, AHUs, fan coil units, VAV boxes, exhaust fans","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",High — major submittals; equipment setting is a schedule milestone,Compare AHU cost per CFM and lead time by equipment type,Coordination issues for equipment clearances are common. Long lead items — procurement timing is critical.
HVAC,Heating Equipment,"Boilers, unit heaters, radiant heating, and heat exchangers. Seasonal dependency — heating system must be operational for winter work. Trades: HVAC mechanics.",MasterFormat 23 52 00,"Boilers (gas/electric), unit heaters, radiant panels, heat exchangers","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — sometimes under general HVAC code,Compare heating cost per BTU capacity by fuel type and climate zone,Temporary heat is often needed before permanent heating is operational — tracked in daily logs.
HVAC,Cooling Equipment,"Chillers, cooling towers, condensing units, and split systems. Heaviest and most expensive MEP equipment — rigging and crane logistics are critical. Trades: HVAC mechanics.",MasterFormat 23 64 00,"Centrifugal chillers, air-cooled chillers, cooling towers, condensing units, VRF","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — submittals and delivery logs are strong signals,Compare cooling cost per ton of capacity by equipment type,Major equipment — delivery logistics and rigging are schedule drivers.
HVAC,Duct Insulation,"Thermal and acoustic insulation on ductwork. Required by energy code on exposed supply and return duct. Trades: insulators.",MasterFormat 23 07 00; ASHRAE 90.1,"Fiberglass wrap, elastomeric, foil-faced rigid, duct liner","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — usually under general HVAC code,Compare insulation cost per SF of duct surface,Punch items flag missing or damaged insulation. Often bundled with general HVAC code.
HVAC,HVAC Controls & Thermostats,"DDC controls, thermostats, sensors, damper actuators, and building automation system (BAS) programming. Controls/commissioning generates heavy RFI and punch item activity. Trades: controls technicians, HVAC mechanics.",MasterFormat 23 09 00 / 25 00 00,"DDC controllers, thermostats, CO2 sensors, damper actuators, BAS software","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Tridium; Honeywell",Medium — often its own cost code; RFIs and punch items are strong signals,Compare controls cost as % of mechanical and commissioning defect rates,Controls sequences of operation generate heavy RFI activity. Late-project commissioning drives punch items.
HVAC,Testing Adjusting & Balancing,"Air and water system balancing and commissioning verification. Late-project activity — results validate design assumptions. Trades: TAB contractors, commissioning agents.",MasterFormat 23 05 93; ASHRAE Guideline 0,"Air balancing, water balancing, sound testing, vibration testing","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; TAB reports",Low — inspection and punch item records capture commissioning issues,Compare TAB deficiency rates and commissioning duration by building type,Punch items and commissioning inspections are primary signals. Usually late-project activity.
Plumbing,Domestic Water Supply,"Hot and cold water distribution piping, valves, hangers, and insulation. Leak testing is a key milestone. Trades: plumbers/pipefitters.",MasterFormat 22 11 00,"Copper, PEX, CPVC, stainless steel pipe; valves, hangers, insulation","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — under general plumbing code; leak observations are a strong signal,Compare domestic water cost per fixture count,Observations for leaks are a strong signal. Pipe material choices vary by region and code.
Plumbing,Sanitary Waste & Vent,"DWV piping, cleanouts, floor drains, and traps. Gravity-driven — slope is critical and generates RFIs for routing in tight ceilings. Trades: plumbers/pipefitters.",MasterFormat 22 13 00,"Cast iron, PVC, ABS pipe; cleanouts, floor drains, P-traps","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — under general plumbing code,Compare DWV cost per fixture count by pipe material,RFIs for routing and slope are common. Cast iron vs. PVC is a cost and noise trade-off.
Plumbing,Interior Storm Drainage,"Interior roof drain leaders, area drains, and conductor piping. Connects roof drainage to underground storm system. Trades: plumbers/pipefitters.",MasterFormat 22 14 00,"Cast iron, PVC conductor pipe; roof drains, area drains","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — often combined with sanitary,Compare interior storm drainage cost per roof drain count,Small scope. Often combined with sanitary plumbing in cost codes.
Plumbing,Gas Piping (Interior),"Interior natural gas distribution to equipment — boilers, water heaters, kitchen equipment. Requires pressure testing and inspection. Trades: plumbers/pipefitters.",MasterFormat 22 11 00; NFPA 54,"Black steel pipe, fittings, valves, flex connectors, regulators","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — small scope; inspection records for gas testing are a distinct signal,Compare gas piping cost per equipment connection,Gas inspections are a distinct signal. Small scope on most projects.
Plumbing,Plumbing Fixtures,"Toilets, urinals, sinks, faucets, drinking fountains, and floor drains. High submittal activity (product approvals) and very high punch item rates — plumbing fixtures are a top punch category. Trades: plumbers.",MasterFormat 22 40 00; ADA Standards,"Water closets, urinals, lavatories, kitchen sinks, drinking fountains, mop sinks","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — strong submittal and punch item signals; dedicated cost codes common,Compare fixture cost per unit and punch item rate per fixture by building type,Very high punch item rate — plumbing fixtures are a top punch category across all project types.
Plumbing,Water Heaters,"Domestic water heating — tanks, tankless, and heat pump water heaters. Small scope but affects hot water distribution design. Trades: plumbers.",MasterFormat 22 33 00,"Tank water heaters, tankless, heat pump, solar preheat","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — submittal for specific unit,Compare water heater cost per gallon of storage by fuel type,Small scope. Submittal for specific unit selection.
Plumbing,Pipe Insulation,"Thermal insulation on plumbing piping. Required by energy code on hot water and chilled supply lines. Trades: insulators.",MasterFormat 22 07 00; ASHRAE 90.1,"Fiberglass, elastomeric, phenolic pipe insulation","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — usually under general plumbing code,Compare pipe insulation cost per LF by pipe size,Punch items flag missing insulation. Often bundled with general plumbing.
Electrical,Power Distribution,"Main switchgear, distribution panels, transformers, bus duct, and feeders. Major submittals with long lead times — procurement timing is critical. Trades: electricians.",MasterFormat 26 24 00 – 26 28 00; NEC; NFPA 70,"Switchgear, distribution panels, transformers, bus duct, feeders, metering","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",High — dedicated cost codes; strong submittal and RFI signals,Compare electrical distribution cost per connected kVA by building type,Major submittals with long lead times. RFIs for panel sizing and circuit loading are common.
Electrical,Branch Wiring & Devices,"Outlets, switches, junction boxes, home runs, and branch circuits. Highest-volume electrical work. Punch items for cover plates and device alignment are top closeout issues. Trades: electricians.",MasterFormat 26 27 00; NEC,"Wire (12 AWG, 10 AWG), boxes, receptacles, switches, cover plates, connectors","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — strong punch item signal; dedicated cost codes,Compare outlet/switch count per SF and device defect rate,Cover plates and device alignment are the highest-volume electrical punch items.
Electrical,Conduit & Raceways,"EMT, rigid, PVC conduit, cable tray, and wireways. Routing coordination with other MEP systems is a major schedule driver. Trades: electricians.",MasterFormat 26 05 33; NEC,"EMT, rigid conduit, PVC conduit, cable tray, wireways, fittings","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit",Medium — usually under general electrical code; coordination issues for routing are common,Compare conduit cost per LF by type and installation method,Coordination issues for conduit routing are common — especially in tight ceiling spaces.
Electrical,Lighting Fixtures & Controls,"Interior and exterior lighting fixtures, controls, occupancy sensors, and daylight harvesting systems. High submittal and punch item activity. Trades: electricians.",MasterFormat 26 50 00 – 26 56 00; IES,"LED fixtures, controls, occupancy sensors, daylight sensors, dimming systems","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; AGi32; Revit",High — strong submittal and punch item signals; dedicated cost codes,Compare lighting cost per SF and fixture density by occupancy type,Lighting is a high-volume punch category. Submittal packages for fixture selections drive procurement schedule.
Electrical,Emergency / Standby Power,"Emergency generators, automatic transfer switches (ATS), UPS systems, and emergency circuits. Code-required for life safety. Trades: electricians.",MasterFormat 26 32 00 – 26 36 00; NEC; NFPA 110,"Diesel/gas generators, ATS, UPS, fuel tanks, emergency panels","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Medium — usually its own cost code; inspection records for generator testing,Compare generator cost per kW and testing pass rates,Code-required testing and inspection records are a distinct signal.
Electrical,Grounding & Lightning Protection,"Building grounding system, lightning rods, and bonding. Code-required; tested during construction. Small scope. Trades: electricians.",MasterFormat 26 05 26 / 26 41 00; NEC; NFPA 780,"Copper ground wire, ground rods, lightning rods, bonding clamps","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — small scope; inspection records for grounding tests,Compare grounding system cost as % of electrical by building height,Inspection records for grounding resistance tests are the primary signal.
Fire Protection,Sprinkler Mains & Branches,"Fire sprinkler distribution piping — mains, cross-mains, and branch lines with seismic bracing. Head layout coordination with ceilings and MEP is a top coordination issue. Trades: sprinkler fitters.",MasterFormat 21 13 00; NFPA 13,"Black steel pipe, CPVC, fittings, hangers, seismic bracing","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel; Revit; Navisworks",High — dedicated cost codes; strong coordination issue signal,Compare sprinkler system cost per SF and coordination issue rates,Sprinkler head layout vs. ceiling layout vs. other MEP is a top coordination challenge.
Fire Protection,Sprinkler Heads,"Pendant, upright, sidewall, and concealed sprinkler heads. Very high punch item rate — concealed head cover plates are a top closeout item. Trades: sprinkler fitters.",MasterFormat 21 13 00; NFPA 13,"Pendant, upright, sidewall, concealed, ESFR heads; escutcheons","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",High — very high punch item rate; under fire protection code,Compare sprinkler head defect rate per head count,Concealed head cover plates are consistently a top closeout punch item.
Fire Protection,Standpipes & Hose Connections,"Standpipe risers, hose valves, and fire department connections (FDC). Required for buildings above certain heights. Flow testing is a code requirement. Trades: sprinkler fitters.",MasterFormat 21 12 00; NFPA 14,"Steel pipe, hose valves, FDC assemblies, check valves","P6; Sage 300; Viewpoint Vista; CMiC; Procore; MS Excel",Low — under general fire protection code; inspections for flow tests,Compare standpipe cost per floor,Inspections for flow tests are a distinct signal.
