Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Site & Environmental Permits,Utility Connection Permit,"Authorization to connect to or modify public utility infrastructure — water / sanitary sewer / storm sewer / gas / electric / telecommunications. Each utility provider has separate application processes and design review requirements. Lifecycle: Application → Design Review → Fee Payment → Scheduling → Connection → Inspection → Activation. Often on the critical path for project completion and occupancy.",Utility-specific standards (AWWA for water / NESC for electric); local utility design standards; one-call/811 requirements,"Water Main Tap, Sewer Connection, Storm Drain Connection, Gas Service, Electrical Service, Telecom/Fiber","Utility company portals; municipal engineering departments; Excel; paper",None — no native utility permit tracking; utility coordination tracked in daily logs and meeting minutes,Utility connection lead time by utility type and provider reveals scheduling risk and infrastructure planning requirements,"Utility connections require coordination with utility companies on THEIR schedules — the GC has limited control over timing. Temporary construction utilities (temp power / temp water) require separate arrangements. Utility conflicts during excavation are a major rework trigger."
"--- ZONING & LAND USE: land use authorizations and exceptions from local planning authorities ---",,,,,,,,
Zoning & Land Use,Zoning Approval,"Land use authorization confirming that the proposed project complies with local zoning ordinances — permitted uses / setbacks / height limits / lot coverage / floor area ratio (FAR) / parking requirements / density. Typically required before building permit application. Lifecycle: Zoning Review → Staff Report → Public Hearing (if required) → Approval / Denial. Decision authority: zoning administrator or planning commission.",Local zoning ordinances; state enabling legislation; form-based codes,"By-Right (permitted use), Conditional Use Permit (CUP), Special Use Permit (SUP), Site Plan Approval, Planned Unit Development (PUD)","Municipal planning/zoning portals; land use attorneys; Excel; paper",None — zoning is a preconstruction/entitlement process outside construction PM software scope,Zoning approval timeline by jurisdiction and entitlement type indicates project feasibility risk,"Typically an owner/developer responsibility handled during preconstruction not by the GC. However zoning conditions (hours of operation / noise limits / truck routes) directly constrain construction operations. Rezoning or variances can add 3-12+ months to preconstruction."
Zoning & Land Use,Variance / Special Exception,"Formal relief from specific zoning requirements when strict compliance creates undue hardship. Lifecycle: Application → Staff Review → Public Hearing → Board Decision → Appeal Period. Requires demonstration of hardship (not self-created) and that the variance won't adversely affect surrounding properties. Decision authority: Board of Zoning Appeals or equivalent.",State zoning enabling acts; local board of appeals procedures,"Area Variance (setback / height / lot coverage), Use Variance, Special Exception, Nonconforming Use","Municipal zoning board records; land use attorneys; Excel; paper",None — zoning variance process is outside construction PM software scope; conditions may appear in project specifications,Variance frequency by project type and jurisdiction indicates code flexibility and design constraint patterns,"Use variances (allowing a prohibited use) are much harder to obtain than area variances (modifying dimensional requirements). Approved variances may include conditions that constrain construction (e.g. construction hours / screening requirements)."
"--- PLAN REVIEW & REGULATORY APPROVALS: formal review and approval by regulatory agencies before construction ---",,,,,,,,
Plan Review & Regulatory Approvals,Building Department Plan Review,"Formal review of construction documents by the building department to verify code compliance before permit issuance. Covers structural / life safety / accessibility / energy / and building code requirements. Lifecycle: Submittal → Initial Review → Comments Issued → Resubmittal → Approval → Permit Issuance. Decision authority: plans examiner and building official. Multiple review cycles are common — first review often returns 50-200+ comments.",IBC; IRC; IECC; ADA/ICC A117.1; ASCE 7 (structural loads); local amendments,"First Review, Second Review, Third Review, Expedited Review, Deferred Submittal, Phased Review","Municipal permit portals (Accela / Citizenserve / EnerGov); third-party plan review firms; email; paper",Low — review status may be tracked via submittals workflow or action plans; no native plan review tracking,Plan review cycle count and duration by jurisdiction indicate design document quality and regulatory throughput,"Many jurisdictions now accept or require electronic plan review (EPR). Third-party plan review firms supplement building department staff. Deferred submittals (structural connections / curtain wall shop drawings) allow permit issuance before all design is complete."
Plan Review & Regulatory Approvals,Fire Marshal Review,"Fire and life safety plan review and field approval by the fire marshal or fire prevention bureau. Covers fire sprinkler design / fire alarm systems / means of egress / fire-rated assemblies / hazardous materials storage / and fire access. Often a parallel review track to the building department. Lifecycle: Submittal → Review → Comments → Resubmittal → Approval → Field Inspections → Final Sign-Off.","NFPA 1 (Fire Code); NFPA 13/13R/13D (Sprinklers); NFPA 14 (Standpipes); NFPA 72 (Fire Alarm); NFPA 101 (Life Safety Code); IFC","Fire Sprinkler Review, Fire Alarm Review, Means of Egress Review, Hazmat Review, Fire Access Review, Underground Fire Line","Fire department plan review portals; fire protection engineering firms; Excel; paper",Low — fire protection field checks may use the inspections module; plan review status tracked as documents,Fire marshal review duration and rejection rate by system type reveal design coordination quality,"Fire marshal and building department reviews are often independent — separate agencies with separate timelines. Fire sprinkler shop drawings are the most common deferred submittal often reviewed directly by the fire marshal."
Plan Review & Regulatory Approvals,Health Department Approval,"Regulatory approval from the health department for projects involving food service / healthcare / pools / laboratories / or other health-regulated occupancies. Reviews focus on sanitation / food safety / infection control / ventilation / and hazardous material handling. Required in addition to building department approval. Decision authority: health officer or environmental health specialist.",FDA Food Code; CMS (healthcare); state health codes; local health department regulations,"Food Service Review, Healthcare Plan Review, Pool/Spa Permit, Laboratory Safety Review, Child Care Facility Review","Health department portals; healthcare design consultants; Excel; paper",None — no native health department tracking; health-specific field checks may use the inspections module,Health department approval timeline by facility type indicates design complexity and specialized compliance requirements,"Healthcare projects face the most complex health department requirements — infection control risk assessments (ICRA) / negative pressure room verification / medical gas system testing. Restaurant/food service approvals can delay tenant improvement completion."
"--- REGULATORY INSPECTIONS: field inspections by authorities and independent testing agencies ---",,,,,,,,
Regulatory Inspections,AHJ Inspection,"Field inspections performed by the Authority Having Jurisdiction (building department) at required construction milestones. Verifies that work in place complies with approved plans and applicable codes. Lifecycle: Request → Scheduling → Inspection → Pass / Fail / Conditional. Typical sequence: foundation / slab / rough framing / rough MEP / insulation / drywall / final. Failed inspections require correction and re-inspection.",IBC Section 110 (Required Inspections); local inspection requirements; state-specific inspection schedules,"Foundation, Slab/Deck, Rough Framing, Rough Electrical, Rough Plumbing, Rough Mechanical, Insulation, Final, Reinspection","Municipal permit portals; inspection scheduling apps; Procore; daily logs; Excel","Medium — inspections and inspection items tables can model AHJ inspections with configurable checklists and scheduling; inspection scheduling for recurring inspections",AHJ inspection first-pass rate by trade and project type reveals construction quality and code compliance effectiveness,"The GC coordinates AHJ inspections — calling at the right time to avoid delays. A failed inspection can hold up subsequent work. Some jurisdictions have 24-48 hour scheduling lead times. Best practice: superintendent walks the work before calling for inspection (pre-inspection)."
Regulatory Inspections,Special Inspection,"Code-required inspections performed by independent certified special inspectors (not the building department) for critical structural and life-safety work. Required where deficiencies would be concealed and could create structural failure. The special inspector is hired by the owner (not the contractor) and reports to the building official. Lifecycle: Statement of Special Inspections → Inspector Qualification → Ongoing Inspections → Reports → Final Letter.",IBC Chapter 17 (Special Inspections and Tests); ACI 318 (Concrete); AWS D1.1 (Structural Welding); AISC 341/360 (Steel),"Structural Steel (bolting/welding), Concrete Placement, Reinforcing Steel, Masonry, Fireproofing, Spray-Applied Fire-Resistive Materials, Soil/Earthwork, Pile Driving, Post-Installed Anchors","Special inspection agencies; testing labs; Procore; Excel; paper",Medium — inspections module can track special inspection checklists; results documented as attachments; no structured test data,Special inspection deficiency rate by material type and trade contractor reveals workmanship quality,"The Statement of Special Inspections (SSI) from the design team lists all required special inspections — it's the compliance roadmap. Special inspectors must be certified (ICC / AWS / ACI). Continuous vs. periodic requirements vary by code and material. Building official won't approve CO without final special inspection letters."
Regulatory Inspections,Third-Party Testing,"Independent materials testing and quality assurance performed by certified testing laboratories. Verifies that construction materials and installed systems meet specifications and code requirements. Common tests: concrete cylinder breaks / soil compaction (Proctor) / steel tension testing / weld inspection / air and water infiltration / duct leakage. Results documented in formal lab reports.",ASTM standards (C39 concrete / D1557 soil / E1105 water infiltration); ACI 301; AASHTO; local testing requirements,"Concrete Cylinder Break, Soil Compaction (nuclear density), Steel Tensile Test, Weld Inspection (UT/MT/PT), Air Infiltration, Water Test, Duct Leakage, Electrical Grounding","Testing laboratories; geotechnical firms; Procore (as document attachments); Excel; paper",Low — test reports uploaded as documents or attachments; no structured test result data (pass/fail values / PSI / compaction percentages),Test failure rate by material type and supplier/trade reveals material quality and workmanship consistency,"Concrete cylinder breaks are the highest-volume test on most projects — 7-day and 28-day breaks are standard. Failed tests can require structural remediation (core drilling / load testing) or removal and replacement. Testing labs are coordinated by GC but hired by owner to maintain independence."
"--- CERTIFICATES & OCCUPANCY: final regulatory sign-offs authorizing building use and occupancy ---",,,,,,,,
Certificates & Occupancy,Certificate of Occupancy,"Final authorization from the building department to occupy and use a completed building for its permitted purpose. Confirms all code requirements met / all required inspections passed / all special inspection letters received. Lifecycle: Application → Final Inspections → Documentation Review → Issuance. The CO is the ultimate regulatory deliverable — unlocks the owner's ability to occupy / lease / or operate the facility.",IBC Section 111 (Certificate of Occupancy); local certificate requirements,"Full CO, Partial CO (by floor or area), Core & Shell CO, Amended CO (change of use)","Municipal permit portals; building department offices; paper",None — no native CO tracking; status typically tracked in project meetings and closeout checklists,Time from substantial completion to CO by jurisdiction and project type reveals closeout efficiency and regulatory timeline risk,"Often the contractual milestone triggering final payment / retainage release / warranty period start. Partial COs allow phased occupancy but may have conditions. Operating without a CO is illegal in most jurisdictions and can result in vacate orders."
Certificates & Occupancy,Temporary Certificate of Occupancy,"Conditional occupancy approval when a building is safe to occupy but has outstanding items preventing full CO. Specifies conditions and deadline for completing remaining work. Lifecycle: Application → Review → Issuance (with conditions) → Renewal/Extension → Conversion to Full CO. Carries a list of open items (fire alarm completion / punch list / landscaping) and typically expires in 90-180 days.",IBC Section 111.3 (Temporary Occupancy); local TCO procedures,"90-Day TCO, 120-Day TCO, 180-Day TCO, Renewed TCO, Conditional TCO","Municipal permit portals; building department offices; paper",None — no native TCO tracking; conditions typically managed through punch lists and action plans,TCO-to-CO conversion time reveals project closeout effectiveness and outstanding item resolution speed,"Common on large commercial projects where full completion is impractical by move-in date. Multiple TCO renewals are a red flag for closeout problems. Some jurisdictions (notably NYC) have strict renewal limits and escalating fees. GC remains responsible for open TCO items."
Certificates & Occupancy,Certificate of Completion,"Regulatory sign-off confirming that construction work is complete and compliant — used for projects without occupancy (site work / infrastructure / demolition) or for trade-specific scope completion. Lifecycle: Application → Final Inspection → Documentation Review → Issuance. Distinct from a CO which authorizes occupancy.",IBC Section 111.1; local building department procedures; DOT requirements for public infrastructure,"Building Completion, Site Work Completion, Infrastructure Completion, Demolition Completion","Municipal permit portals; building department offices; paper",None — no native tracking; completion tracked through project closeout processes,Time from last inspection to certificate issuance reveals closeout documentation quality,"For public infrastructure projects (roads / bridges / utilities) the Certificate of Completion is the primary regulatory closeout instrument. Triggers warranty period and may require as-built documentation / operations manuals / spare parts delivery."
Certificates & Occupancy,Letter of Compliance,"Written confirmation from a regulatory agency / design professional / or special inspector that specific work or systems comply with applicable codes and standards. Lifecycle: Inspection/Testing → Report → Letter Issuance. Each letter covers a specific scope. The building department typically requires a complete set of compliance letters before issuing a CO.",IBC Chapter 17 (Special Inspection letters); ASME A17.1 (Elevator Acceptance); ASHRAE 90.1 (Energy); state-specific requirements,"Structural Compliance Letter, Fire Protection Sign-Off, Elevator Acceptance, Energy Compliance Certificate, Accessibility Compliance, Electrical Sign-Off, Plumbing Sign-Off","Special inspection agencies; design professionals; trade inspectors; paper; email",None — no native compliance letter tracking; letters uploaded as closeout documents,Missing compliance letter count during closeout indicates documentation coordination gaps,"Compliance letters are the connective tissue of closeout — each regulatory agency requires its own sign-off before releasing hold on the CO. A single missing letter can delay occupancy. The Statement of Special Inspections from design phase defines which letters will be required."
"--- SAFETY & LABOR COMPLIANCE: OSHA requirements and workforce regulatory obligations ---",,,,,,,,
Safety & Labor Compliance,OSHA Notification,"Required notifications to OSHA and activity-specific safety permits for hazardous construction operations. Includes crane assembly/disassembly notifications / confined space entry permits / excavation permits (depths over 20 feet in some states) / lead and asbestos abatement notifications / and blasting permits. Lifecycle: Notification/Application → Review → Issuance → Active → Closeout.",OSHA 29 CFR 1926 (Construction Safety); OSHA 29 CFR 1910.146 (Confined Space); state OSHA plans; EPA (asbestos/lead),"Crane Notification, Confined Space Entry Permit, Excavation Permit, Hot Work Permit, Asbestos Notification, Lead Notification, Blasting Permit","OSHA portals; state OSHA agencies; Procore (incident and safety observation tracking); safety management software; paper",Low — OSHA-recordable incidents tracked via incident tables; safety observations capture hazards; no native activity permit tracking,OSHA notification frequency by project type indicates hazardous activity exposure and safety program maturity,"Hot work permits and confined space entry permits are managed internally by the GC's safety department not filed with OSHA. Crane notifications may require 24-48 hour advance notice. OSHA can inspect any construction site without notice."
Safety & Labor Compliance,Site Safety Plan,"Project-specific safety documentation identifying hazards / control measures / emergency procedures / and safety responsibilities. May include fall protection plan / hazard communication plan / crane lift plans / traffic control plans / and fire prevention plan. Required by OSHA and often by the owner's contract. Lifecycle: Development → Submission → Owner/CM Review → Approval → Active → Updates as Conditions Change.",OSHA 29 CFR 1926 Subpart C (General Safety); ANSI/ASSP Z359 (Fall Protection); owner/CM-specific requirements,"Site-Specific Safety Plan (SSSP), Fall Protection Plan, Crane Lift Plan, Traffic Control Plan, Hazard Communication Plan, Fire Prevention Plan, Emergency Action Plan","Safety management software (Procore / iAuditor / SafetyCulture); Excel/Word; paper",Low — safety plans uploaded as documents; safety observations and field inspections provide ongoing monitoring; no structured safety plan management,Safety plan completeness and update frequency indicate safety program maturity and proactive risk management,"A living document that should be updated as conditions change (new trades / new hazards / crane operations). Many owners/CMs require safety plan approval before GC mobilization. Subcontractors may be required to submit their own safety plans."
Safety & Labor Compliance,Labor Compliance,"Requirements for workforce compensation / documentation / and equal opportunity — particularly on public and federally funded projects. Includes prevailing wage determinations / certified payroll reporting / apprenticeship ratios / and diversity goals (DBE / MBE / WBE / Section 3). Lifecycle: Wage Determination → Compliance Plan → Ongoing Reporting → Audits → Closeout Certification.",Davis-Bacon Act (federal); state prevailing wage laws; Executive Order 11246 (EEO); local workforce requirements,"Prevailing Wage, Certified Payroll, Apprenticeship Ratio, DBE/MBE/WBE Goals, Section 3, Project Labor Agreement (PLA), Local Hire Requirements","LCPtracker; Elations; B2GNow; state labor department portals; payroll systems; Excel",None — no native certified payroll or labor compliance tracking; workforce data in daily logs is activity-based not compliance-based,Labor compliance violation rate and workforce diversity metrics by project type reveal regulatory risk exposure,"Prevailing wage applies to most public construction in the US. Violations can result in back pay / debarment from public work / contract termination. GC collects and submits certified payroll from all subcontractors. Private commercial projects generally don't have prevailing wage unless receiving public funding."
"--- PERMIT LIFECYCLE & TRACKING: the process of applying for, managing, and closing out permits ---",,,,,,,,
Permit Lifecycle & Tracking,Permit Application,"The formal request to a regulatory agency for a permit / approval / or certificate. Includes project information / scope of work / applicable codes / required documents (plans / calculations / surveys) / and fees. Each agency has its own format and requirements. Lifecycle: Preparation → Submission → Completeness Check → Accepted for Review → Under Review → Comments → Resubmission → Approval.",Local building department application requirements; state-specific forms; online filing standards,"Building Permit Application, Trade Permit Application, Environmental Permit Application, ROW Permit Application, Zoning Application","Municipal permit portals (Accela / Citizenserve / EnerGov / Amanda / Tyler); architect/engineer offices; Excel; paper",Low — permit applications may be tracked via action plans or submittals workflow; no native permit application tracking,Permit application completeness rate (first submission acceptance) indicates design document quality and regulatory experience,"Incomplete applications are the #1 cause of permit delays — jurisdictions reject submissions missing required documents / calculations / or fees. Permit expediting firms specialize in navigating complex municipal processes."
Permit Lifecycle & Tracking,Permit Status,"The current state of a permit in its lifecycle — from application through issuance / active construction / and final closeout. Tracking status across all required permits is a critical path management activity. A single expired or missing permit can halt construction and trigger stop-work orders. Decision authority: building official / fire marshal / or other AHJ depending on permit type.",No universal standard — each jurisdiction defines its own status terminology,"Applied, Under Review, Comments Issued, Approved, Issued, Active, Expired, Renewed, Suspended, Revoked, Closed, Finaled","Municipal permit portals; Excel/Google Sheets trackers; Procore (as document status); email",Low — no native permit status field; may be tracked through custom fields / action plans / or document annotations,Permit status aging (days in each state) by jurisdiction reveals regulatory bottlenecks and resource planning needs,"Most GCs maintain a permit tracking log — a spreadsheet listing all required permits / status / responsible party / and dates. Prime candidate for structured data capture. Expired permits require renewal which may trigger re-inspection."
Permit Lifecycle & Tracking,Inspection Scheduling,"The process of requesting / scheduling / and coordinating regulatory inspections with the AHJ / special inspectors / and testing labs. Requires sequencing inspections to match construction progress — calling at the right time to avoid delays while not covering up work before it's inspected. Lifecycle: Request → Schedule → Inspect → Pass/Fail → Reinspect (if failed) → Document.",IBC Section 110; local inspection scheduling procedures; ASTM testing schedules,"24-Hour Request, 48-Hour Request, Same-Day, Online Scheduling, Phone Request, Batch Scheduling","Municipal inspection scheduling portals; Procore; phone/email; daily logs",Medium — inspection scheduling tables support recurring and one-time scheduling; inspections module can coordinate internal and regulatory inspections,Inspection lead time and coordination efficiency reveal project team organizational capability,"Failed inspections are a schedule killer — correction work and reinspection often lose 2-5+ days. Special inspections for structural work must be scheduled to be present DURING the work (continuous inspection for welding / concrete placement)."
"--- STANDARD MEASURES: derived KPIs for regulatory and permit performance ---",,,,,,,,
Standard Measures,Permit Cycle Time,"Elapsed time from permit application submission to permit issuance. Calculation: issuance date minus application date / optionally excluding resubmission periods. Segmented by permit type (building / trade / environmental) and jurisdiction. Longer cycle times indicate regulatory complexity / application quality issues / or agency resource constraints.",No universal standard; AACE; industry benchmarking studies,"2-4 weeks (simple trade permits), 4-12 weeks (building permits), 3-18 months (environmental/zoning)","Permit tracking logs; municipal portals (Accela / Citizenserve); Excel; Procore (if tracked via action plans)",Low — derivable if permit milestones tracked via action plans or custom workflows; no native permit date tracking,Permit cycle time by jurisdiction / permit type / and project type reveals regulatory planning requirements for future projects,"One of the most requested preconstruction metrics — owners want to know how long permits will take. Experienced teams budget for 2-3 review cycles. Expedited review (for additional fees) available in many jurisdictions."
Standard Measures,Inspection Pass Rate,"Percentage of regulatory inspections (AHJ and special) that pass on the first attempt. Calculation: passed inspections / total inspections × 100. A high first-pass rate indicates quality construction / proper sequencing / and effective pre-inspection practices. Segmented by inspection type / trade / and inspector.",Industry benchmark: 85-95% first-pass rate for well-managed projects,"85-95% (well-managed), 70-84% (average), <70% (quality concerns)","Municipal inspection records; Procore (inspections module); special inspection agencies; daily logs",Medium — derivable from inspections and inspection items tables where pass/fail results are recorded,Inspection pass rate by trade and inspection type identifies quality weak points and training needs,"Failed inspections should be tracked by root cause — premature call (work not ready) vs. workmanship deficiency vs. code interpretation disagreement. The distinction drives different corrective actions."
Standard Measures,Regulatory Hold Duration,"Total calendar days of construction delay caused by regulatory actions — stop-work orders / permit delays / failed inspections requiring correction / expired permits. Calculation: sum of days from hold issuance to resolution for all regulatory events. A leading indicator of regulatory risk exposure and compliance management effectiveness.",AACE delay classification; scheduling impact analysis standards,"0-5 days (well-managed), 5-20 days (average), 20+ days (regulatory risk)","Permit tracking logs; daily logs (delay entries); schedule impact records; Procore (delay log entries); Excel",Low — daily log delay entries capture delay events that may include regulatory holds; no native stop-work order tracking,Regulatory hold duration by project type and jurisdiction quantifies regulatory risk for project planning,"Stop-work orders are the most severe regulatory action — they halt all construction and can take days to weeks to resolve. Causes include expired permits / work without permits / safety violations / and environmental violations."
Standard Measures,Open Permit Aging,"Average elapsed days that permits remain in open/active status. Calculation: sum of (current date or closure date minus issuance date) / total permits. Tracks whether permits are being closed out in a timely manner. Open permits at project completion indicate incomplete final inspections or documentation gaps.",No universal standard; project-specific tracking,"30-180 days (typical active period), 180+ days (aging concern), open at closeout (red flag)","Permit tracking logs; municipal portals; Excel",None — no native permit aging tracking; requires external permit management,Open permit count at substantial completion reveals closeout risk and regulatory documentation effectiveness,"Open permits at project completion are a common problem — the GC moves on and forgets to close permits. Open permits can prevent CO issuance and create liability for the owner. Some jurisdictions automatically expire permits after inactivity."
Standard Measures,Compliance Document Completeness,"Percentage of required regulatory and compliance documents received and verified. Calculation: received documents / total required documents × 100. Includes insurance certificates / special inspection letters / compliance letters / as-built certifications / test reports. A closeout readiness indicator.",Owner/CM contract requirements; IBC documentation requirements,"100% (closeout ready), 90-99% (near complete), <90% (significant gaps)","Procore (contract compliance documents module); document management systems; Excel; paper files",Medium — contract compliance documents table tracks required documents and their status; attachments support upload,Compliance document completeness trajectory over project duration reveals documentation management discipline,"A structured compliance document checklist at project kickoff (listing all required letters / certificates / reports) is best practice. Last-minute document chasing is one of the most frustrating closeout activities."
Standard Measures,Permit Renewal Rate,"Percentage of permits that require renewal or extension during the project — indicating original validity period was insufficient. Calculation: renewed permits / total permits × 100. High renewal rates indicate schedule overruns / permit validity misalignment / or phasing issues.",No universal standard; jurisdiction-specific validity periods (6 months to 2 years),"0-5% (on-schedule), 5-15% (schedule pressure), 15%+ (significant delays)","Permit tracking logs; municipal portals; Excel",None — no native permit renewal tracking,Permit renewal rate by project type correlates with schedule performance and indicates planning accuracy,"Permit renewal fees can be significant on large projects. Some jurisdictions require re-inspection or updated plans for renewal. Automatic expiration (typically 180 days of inactivity) is the most common renewal trigger."
