Category,Element,Description,Industry Standard,Common Values,Source Systems,Procore Coverage,Benchmarking Use,Notes
Interior Finishes,Painter,"All painting and coating work — interior and exterior. Sub-specialties: interior painters (walls, ceilings, trim, doors), exterior painters (elastomeric, high-performance coatings), and specialty coatings applicators (epoxy floors, intumescent fireproofing, anti-graffiti). One of the last trades during finishes. Punch items frequently reference paint touch-ups.",CSI MasterFormat 09 90 00 – 09 97 00; MPI Standards; SSPC,"Interior Painter, Exterior Painter, Specialty Coatings Applicator","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower captures crew counts; punch items reference paint defects at high rates",Compare paint crew size and punch item rate per 1000 SF by project type,"Paint/finish is consistently among the top punch item categories across all project types. Exterior painting is weather-sensitive."
Interior Finishes,Floor Installer,"All flooring installation — tile, carpet, resilient, hardwood, and specialty. Sub-specialties: tile setters (ceramic, porcelain, natural stone), carpet/resilient installers (carpet, LVT, VCT, sheet vinyl, rubber), and hardwood/specialty floor installers (hardwood, terrazzo, polished concrete, resinous). Often multiple flooring subs per project. Late-phase — substrate moisture is a common delay driver.",CSI MasterFormat 09 30 00 – 09 68 00; TCNA Handbook; CRI; NWFA,"Tile Setter, Carpet / Resilient Installer, Hardwood / Specialty Floor Installer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower tracks crews; submittals capture product specs; punch items reference flooring defects",Compare flooring defect rate by material type and installer,"Moisture testing delays are common — concrete moisture content must meet ASTM F2170 before resilient flooring installation. Different sub for each flooring type on many projects."
Interior Finishes,Ceiling Installer,"Ceiling systems — acoustic grid-and-tile and specialty ceilings. Sub-specialties: acoustic ceiling installers (grid, lay-in tile, tegular) and specialty ceiling installers (wood, metal, stretch, linear, cloud ceilings). Sometimes combined with drywall sub. Follows MEP rough-in above ceiling.",CSI MasterFormat 09 50 00 – 09 54 00; ASTM E1264; CISCA,"Acoustic Ceiling Installer, Specialty Ceiling Installer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower captures crews; cost codes under Division 09",Compare ceiling installation rate (SF/day) and coordination delay frequency,"Ceiling grid installation cannot begin until above-ceiling MEP is inspected and approved. Coordination delays are common."
Interior Finishes,Insulation Installer,"Thermal and acoustic insulation — building envelope and mechanical systems. Sub-specialties: building insulation (batt, rigid, spray foam, blown-in for walls and roof) and mechanical insulation (pipe and duct insulation, jacketing). Mechanical insulation is a distinct specialty — often under the HVAC sub's scope.",CSI MasterFormat 07 21 00; IECC; ASHRAE 90.1; NIA,"Building Insulation Installer, Mechanical Insulation Installer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Low — rarely its own cost code in daily logs; often bundled with drywall or HVAC",Compare insulation cost per SF of envelope by climate zone and building type,"Building insulation increasingly drives energy code compliance. Mechanical insulation is a separate sub on larger projects."
Interior Finishes,Fireproofer,"Fire protection of structural elements and through-penetrations. Sub-specialties: spray fireproofers (SFRM on structural steel — follows steel erection, critical path) and firestoppers (through-penetration and perimeter fire barrier — inspection-critical, MEP coordination-heavy). Required for fire-rated assemblies.",CSI MasterFormat 07 81 00 – 07 84 00; UL Firestop Systems; IBC Chapter 7,"Spray Fireproofer (SFRM), Firestopper","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel","Medium — inspections and observations capture firestopping deficiencies; cost codes under Division 07",Compare firestopping inspection pass rate and spray fireproofing cost per SF of steel,"Spray fireproofing follows steel erection — critical path item. Firestopping deficiencies are among the most common inspection findings."
MEP Trades,Plumber / Pipefitter,"All plumbing and piping — domestic water, waste, vent, gas, and specialty process piping. Sub-specialties: plumbers (domestic water and DWV), steamfitters/HVAC pipefitters (chilled water, hot water, steam, refrigerant), medical gas installers (healthcare projects — separate certification), and process pipefitters (lab, industrial, clean room). On site from underground rough-in through fixture trim.",CSI MasterFormat 22 00 00; IPC; UPC; ASME B31,"Plumber, Steamfitter / HVAC Pipefitter, Medical Gas Installer, Process Pipefitter","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower tracks crews; cost codes under Division 22; inspections capture pressure test results",Compare plumbing labor hours per fixture count by building type,"Steamfitter may be under HVAC sub's scope — union distinction. Medical gas requires separate certification and testing."
MEP Trades,HVAC / Sheet Metal Worker,"All HVAC ductwork and equipment — fabrication, installation, and commissioning. Sub-specialties: sheet metal workers (duct fabrication and installation), HVAC equipment installers (AHUs, RTUs, chillers, boilers, VRF), test and balance technicians (air and water balancing — required for closeout), and controls technicians (BAS/BMS programming, sensor installation). Often the largest MEP sub by contract value.",CSI MasterFormat 23 00 00; ASHRAE Standards; SMACNA; AABC/NEBB,"Sheet Metal Worker, HVAC Equipment Installer, TAB Technician, Controls Technician","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software; Tridium (controls)","Medium — daily log manpower tracks crews; cost codes under Division 23; commissioning inspections track system startup",Compare HVAC labor hours per ton of cooling by building type and system type,"Controls technician may be under HVAC sub or a separate controls sub. TAB and commissioning are late-project activities required for closeout."
MEP Trades,Electrician,"All electrical work — power distribution, lighting, fire alarm, and site electrical. Sub-specialties: power electricians (service entrance, distribution, branch circuits, devices), lighting electricians (fixture installation, controls, emergency), fire alarm electricians (FA devices, wiring, panels, programming), and site electricians (underground ductbank, site lighting, utility connections). On site from underground through punch.",CSI MasterFormat 26 00 00; NEC (NFPA 70); NFPA 72; OSHA Electrical,"Power Electrician, Lighting Electrician, Fire Alarm Electrician, Site Electrician","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower tracks crews; cost codes under Division 26; inspections capture code compliance",Compare electrical labor hours per SF by building type and occupancy classification,"Fire alarm work may be under electrical sub or a separate FA specialty sub — varies by market. Electrical is typically on site the longest of any MEP trade."
MEP Trades,Sprinkler Fitter,"All fire suppression piping — wet, dry, pre-action, deluge, and specialty systems. Sub-specialties: wet system installers (mains, branches, heads for standard wet pipe) and specialty system installers (dry, pre-action, deluge, clean agent, kitchen hood). Separate union and licensing from plumbers. Coordinates closely with structure (hangers) and ceilings (head locations).",CSI MasterFormat 21 00 00; NFPA 13; NFPA 13R; FM Global,"Wet System Installer, Specialty System Installer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Foundation Software","Medium — daily log manpower tracks crews; cost codes under Division 21; inspections capture hydrostatic test results",Compare sprinkler head count per SF and installation rate by occupancy type,"Separate union and licensing from plumbing. Typically one sprinkler sub per project. NFPA 13 compliance is inspection-critical."
MEP Trades,Elevator Mechanic,"All elevator and vertical transportation work — traction, hydraulic, MRL, escalators, and moving walks. Typically proprietary — one manufacturer's installer per project. Long lead time for equipment. Temporary construction elevator (hoist) is a separate scope from permanent elevators.",CSI MasterFormat 14 00 00; ASME A17.1; ANSI A17.1,"Traction Elevator, Hydraulic Elevator, MRL Elevator, Escalator","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel","Medium — daily log manpower tracks presence; cost codes under Division 14; vendor directory identifies elevator sub",Compare elevator installation duration per floor and cost per stop by system type,"Proprietary trade — usually one sub per project. Temporary construction hoist is a distinct scope (see Equipment). Elevator inspection is jurisdictional."
MEP Trades,Low Voltage Technician,"All low voltage and technology systems — data/telecom, security, AV, and fire alarm. Sub-specialties: data/telecom installers (structured cabling, fiber, racks), security installers (cameras, access control, intrusion), AV installers (audio, video, conferencing), and fire alarm installers (system design, installation, programming). Often multiple specialty subs per project.",CSI MasterFormat 27 00 00 – 28 00 00; BICSI; NFPA 72; TIA/EIA-568,"Data / Telecom Installer, Security Installer, AV Installer, Fire Alarm Installer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; IT integrators","Medium — daily log manpower tracks crews; cost codes under Divisions 27-28; submittals capture system specs",Compare low voltage cost per SF by building type and technology density,"Fire alarm installer overlaps with electrician — licensing varies by jurisdiction. AV is increasingly complex and a separate specialty sub."
Site & Support,Equipment Operator,"Operation of construction equipment — earthmoving, cranes, and material handling. Sub-specialties: heavy equipment operators (excavators, dozers, loaders, graders, scrapers), crane operators (tower and mobile cranes — separately licensed), and forklift/telehandler operators. Crane operators require specific NCCCO certification. Equipment production rates drive earthwork and structural schedules.",OSHA 1926 Subpart N/O/CC; NCCCO Certification,"Heavy Equipment Operator, Crane Operator, Forklift / Telehandler Operator","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS HeavyJob; fleet telematics","Medium — daily log equipment captures utilization; daily log manpower captures operator headcount",Compare equipment hours per CY of earthwork by soil condition and project type,"Crane operators have separate licensing (NCCCO). Forklift/telehandler certification (OSHA) required for all operators."
Site & Support,Surveyor / Layout Technician,"Survey and layout — establishing control points, building layout, grade verification, and as-built documentation. Uses total stations, GPS/GNSS, robotic instruments, and increasingly drones for progress documentation. First on site and last to leave. Layout accuracy directly affects every subsequent trade.",CSI MasterFormat 01 71 23; NSPS Standards,"Land Surveyor, Layout Technician, Drone/UAV Operator","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Trimble; Leica; DJI; Pix4D","Low — daily log manpower may capture survey crew; no structured survey data in most PM systems",Compare survey cost as % of project value and layout error rate by building complexity,"Drone/UAV surveys are increasingly common for progress photos, volumetric surveys, and thermal scans. Survey data lives outside PM systems."
Site & Support,Safety Professional,"Safety management and compliance — hazard identification, incident investigation, OSHA compliance, and safety training. Typically a full-time role on projects above a threshold size. Generates safety observations, manages toolbox talks, and oversees PPE compliance. Decision authority on stop-work conditions.",OSHA 29 CFR 1926; ANSI Z10; ISO 45001,"Site Safety Manager, Safety Engineer, Safety Officer","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; iAuditor; Safety platforms","High — safety observations, daily log safety violations, and project role memberships provide structured tracking",Compare recordable incident rate (TRIR) and observation frequency per 200K hours by project type,"Project role memberships identify safety professionals. Observation category = Safety is the primary data signal. Not all projects have a dedicated safety role."
Site & Support,Quality Control Inspector,"Quality assurance and testing — inspection of installed work, material testing coordination, and punch list management. May be a dedicated role or part of the superintendent's responsibilities. Generates quality observations and manages inspection checklists. Third-party testing (concrete, soil, fireproofing) results are tracked externally.",ASTM testing standards; IBC Chapter 17; ACI 318 Ch 26,"QC Manager, QC Inspector, Third-Party Testing Coordinator","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; PlanGrid; Fieldwire; iAuditor","High — inspections, quality observations, and punch items provide structured quality data",Compare inspection deficiency rate and first-pass inspection success rate by trade and system,"Quality observations and inspection items are the strongest signals. Third-party test results typically live outside PM systems."
Site & Support,Commissioning Agent,"Building systems commissioning — functional performance testing of MEP systems before owner occupancy. Increasingly required by code (IECC, ASHRAE 189.1) and LEED. Independent from installing contractors. Tests integrated system performance, not just individual equipment. Lifecycle: pre-functional checks → startup → TAB → integrated testing → performance verification.",ASHRAE Guideline 0; ASHRAE 202; ACG Commissioning Guideline,"Commissioning Authority (CxA), Retro-Commissioning Agent","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Cx platforms (BxP, FCA)","Low — project role memberships may identify Cx agent; no structured commissioning data in most PM systems",Compare commissioning duration and deficiency count per system across building types,"Distinct from TAB technician (HVAC-specific). Cx covers all MEP systems and building envelope. Growing requirement — increasingly a code mandate."
"--- EQUIPMENT: construction equipment mobilized to a project site. 12 categories covering lifting, earthmoving, concrete, access, hauling, and temporary services. ---",,,,,,,,
Cranes,Crane,"Lifting equipment for vertical construction — tower cranes, mobile cranes, and overhead gantry systems. Tower cranes: hammerhead (fixed jib, high-rise), luffing (variable radius, tight urban sites), and self-erecting (low/mid-rise). Mobile cranes: truck-mounted (steel picks, equipment setting), crawler (heavy lifts, piling), and all-terrain. Crane erection and dismantling are major schedule milestones. Crane capacity and reach govern structural sequencing.",OSHA 1926 Subpart CC; ASME B30; NCCCO Certification,"Tower Crane — Hammerhead, Tower Crane — Luffing, Tower Crane — Self-Erecting, Mobile Crane — Truck, Mobile Crane — Crawler, Mobile Crane — All-Terrain, Overhead / Gantry Crane","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS; Crane rental: ALL, Maxim, Bigge; Fleet telematics","Medium — daily log equipment captures crane presence and utilization; no structured lift planning data",Compare crane months per project and crane cost as % of structural budget by building height,"Crane erection/dismantling noted in daily logs. Tower crane selection drives structural pour sequence. Multiple cranes on large sites require coordination."
Earthmoving,Earthmoving Equipment,"Excavation, grading, and site preparation equipment. Types: track excavators (primary dig — bulk and detail), mini excavators (confined spaces, utilities), long-reach excavators (deep cuts), wheel loaders (material handling, stockpile), skid steers (compact, versatile with attachments), backhoes (combined loader/excavator for utilities), dozers (grading, pushing), graders (fine grading, road building), and trenchers (narrow utility trenching). GPS machine guidance increasingly standard.",OSHA 1926 Subpart O; Caterpillar/Komatsu/Deere specs,"Track Excavator, Mini Excavator, Long Reach, Wheel Loader, Skid Steer, Backhoe, Dozer, Grader, Trencher","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS HeavyJob; Fleet: Caterpillar VisionLink, John Deere JDLink, Komatsu KOMTRAX","Medium — daily log equipment captures equipment on site; no structured production rate data",Compare earthwork production rate (CY/day) and equipment cost per CY by soil condition and project size,"GPS machine guidance reduces survey staking. Skid steers are the most versatile — used from earthwork through interior cleanup. Telematics provide utilization data but rarely integrated into PM systems."
Concrete Equipment,Concrete Equipment,"Concrete placement and finishing equipment — pumps, mixers, vibrators, and saws. Boom pumps (truck-mounted, for elevated pours), line pumps (ground-level, for slabs and foundations), mixer trucks (ready-mix delivery), concrete vibrators (internal consolidation), and concrete saws (flat, wall, and wire saws for cutting and demo). Pump selection depends on placement distance and elevation. Pour volume per day drives equipment sizing.",ACI 304R; ASTM C94,"Boom Pump, Line Pump, Mixer Truck, Concrete Vibrator, Concrete Saw","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Concrete suppliers; Fleet telematics","Medium — daily log equipment and daily log productivity capture pour records; no structured pump data",Compare concrete placement rate (CY/hour) and pump cost per CY by pour type,"Boom pump vs line pump selection depends on reach and access. Concrete saw is also used for demo and modification work. Mixer truck count per pour is a productivity signal."
Material Handling,Material Handling Equipment,"Equipment for moving materials on site — forklifts, telehandlers, conveyors, and hoists. Rough terrain forklifts (outdoor material handling), warehouse forklifts (indoor staging), telehandlers (variable-reach telescopic handler — most common material handling on site), and conveyors/hoists (material conveyors, trash chutes). Telehandlers are on every project. Material handling efficiency directly affects trade productivity.",OSHA 1926 Subpart N; OSHA Powered Industrial Trucks,"Forklift — Rough Terrain, Forklift — Warehouse, Telehandler, Conveyor / Hoist","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Rental companies; Fleet telematics","Medium — daily log equipment captures presence; no structured utilization tracking",Compare material handling equipment hours per $1M project value by project type,"Telehandler is the workhorse — present on virtually every project. Forklift certification (OSHA) required for all operators. Equipment rental vs ownership is a key cost decision."
Access Equipment,Access Equipment,"Equipment for elevated work access — boom lifts, scissor lifts, personnel hoists, and scaffolding. Boom lifts: articulating (around obstacles) and telescopic (maximum reach). Scissor lifts: vertical platform for interior/exterior work — most common access during MEP rough-in. Personnel/material hoists: temporary construction elevators — schedule-critical on high-rise. Scaffolding: tubular frame, modular system, mast climbing, and swing stages for facade work.",OSHA 1926 Subpart L (Scaffolds); ANSI A92 (Aerial Lifts),"Boom Lift — Articulating, Boom Lift — Telescopic, Scissor Lift, Personnel Hoist, Scaffolding — Tubular, Scaffolding — System, Mast Climbing, Swing Stage","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Rental: United, Sunbelt, BrandSafway","Medium — daily log equipment captures access equipment on site; no structured utilization data",Compare access equipment rental cost as % of total project cost by building height and type,"Hoist availability directly affects productivity on high-rise — hoists are schedule-critical. Mast climbing platforms are replacing traditional scaffold on many projects. Scaffolding requires competent person inspections."
Compaction,Compaction Equipment,"Soil and base compaction equipment — rollers, plate compactors, and rammers. Vibratory rollers (smooth drum or padfoot for large areas), plate compactors (walk-behind for trench backfill and confined areas), and pneumatic rollers (multi-tire for asphalt). Compaction equipment selection depends on soil type and lift thickness. Proof rolling and compaction testing are quality checkpoints.",ASTM D698; ASTM D1557; AASHTO T99/T180,"Vibratory Roller, Plate Compactor, Pneumatic Roller, Rammer / Jumping Jack","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS; Geotechnical testing firms","Low — daily log equipment may capture presence; compaction test results live in geotechnical reports",Compare compaction pass rates and recompaction frequency by soil type,"Third-party geotechnical testing results (density tests) are the real quality signal but live outside PM systems. Compaction failures cause schedule delays."
Foundation Equipment,Piling / Foundation Equipment,"Deep foundation equipment — pile drivers, drill rigs, and caisson drills. Impact and vibratory pile drivers (driven piles — steel H, precast concrete), drill rigs/auger equipment (drilled shafts, auger-cast piles), and caisson drills (large-diameter drilled piers). Specialized subcontractors and equipment. Production rates (piles per day, LF per day) are critical schedule drivers. Noise and vibration impact adjacent structures.",ASTM D1143; ASTM D4945; IBC 1810,"Pile Driver — Impact, Pile Driver — Vibratory, Drill Rig / Auger, Caisson Drill","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS; PileNavigator; specialty geotechnical","Low — daily log equipment captures presence; pile driving logs are specialty data outside PM systems",Compare pile driving production rate (piles/day) and deep foundation cost per LF by soil condition,"Not present on every project — depends on soil conditions and structural loads. Pile driving logs and load test results are specialty data. Vibration monitoring may be required near existing structures."
Hauling,Hauling Equipment,"Transport equipment — dump trucks, flatbeds, and water trucks. Dump trucks (on/off-site material hauling for earthwork and demo), flatbed trucks (material delivery and transport), and water trucks (dust control, compaction moisture). Hauling volume drives earthwork cost. Cycle time (load, haul, dump, return) is the key production metric.",DOT weight limits; OSHA 1926 Subpart O,"Dump Truck, Flatbed Truck, Water Truck, Articulated Hauler","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; HCSS HeavyJob; Fleet: GPS tracking","Low — daily log equipment may capture truck presence; no structured haul cycle data",Compare haul cost per CY by distance and material type,"Water trucks are critical for dust control (EPA/local regulations) and compaction moisture. Articulated haulers for soft ground conditions. Haul distance is the primary cost variable."
Temporary Utilities,Temporary Utilities,"Temporary site services during construction — power, compressed air, heating, lighting, and dewatering. Generators/temp power (before permanent electrical service), air compressors (pneumatic tools, testing, blowdown), heaters/temp heat (cold-weather concrete curing, winter enclosures), light towers (site lighting for early/late shifts), and dewatering pumps (groundwater control during excavation). Duration on site varies from mobilization to permanent service connection.",OSHA 1926 Subpart K; NEC Article 590; NFPA 241,"Generator, Air Compressor, Heater / Temp Heat, Light Tower, Dewatering Pump","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Rental companies; Utility providers","Medium — daily log equipment captures temporary utility presence; cost tracked under general conditions",Compare temporary utility cost as % of general conditions by project duration and climate zone,"Dewatering is critical on waterfront and high-water-table projects — can be a major unplanned cost. Temp heat is a significant winter cost in cold climates. Duration drives cost."
Welding & Fabrication,Welding / Fabrication Equipment,"On-site welding and cutting equipment — arc welders and cutting tools. Arc welders (SMAW, GMAW, FCAW machines for structural and miscellaneous welding) and cutting equipment (oxy-fuel, plasma, saw cutting for steel modification and demolition). Welding procedures require qualification per AWS. Field welding inspection is quality-critical.",AWS D1.1; OSHA 1926 Subpart J,"Arc Welder (SMAW, GMAW, FCAW), Oxy-Fuel Torch, Plasma Cutter, Saw","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Welding equipment suppliers","Low — daily log equipment may capture presence; welding inspection records are specialty data",Compare field welding cost per connection and inspection rejection rate by joint type,"Welding procedure specifications (WPS) and welder qualification records (WPQ) are required documentation but rarely tracked in PM systems. NDT inspection results are external."
Survey & Layout,Survey / Layout Instruments,"Surveying and layout instruments — total stations, GPS/GNSS, lasers, and drones. Total stations (electronic survey instrument for precise layout), GPS/GNSS equipment (satellite positioning for grading and layout — enables machine guidance), laser levels (rotary and line lasers for interior work), and drones/UAVs (aerial survey, progress photos, volumetric calculations, thermal scans). Layout accuracy is foundational — errors cascade to every trade.",ASCE Manual of Practice 98; NSPS Standards; FAA Part 107 (drones),"Total Station, GPS / GNSS Receiver, Robotic Total Station, Laser Level, Drone / UAV","Procore; Sage 300; Viewpoint Vista; CMiC; MS Excel; Trimble; Leica; Topcon; DJI; Pix4D; DroneDeploy","Low — daily log equipment may note survey activities; no structured survey or drone data in PM systems",Compare survey cost per acre and drone flight frequency per project by type and size,"Drones increasingly common — progress photos, LiDAR, volumetric surveys, thermal scans. GPS machine guidance integration reduces survey staking. Survey data typically lives in specialty platforms."
"--- MATERIALS: permanent and temporary materials installed in a constructed facility. 25 categories organized by MasterFormat division — from concrete through conveying systems. ---",,,,,,,,
